Unnamed: 0,var1,var2,distance,mutual_information
4114,X91,X19,3,0.0342191264518211
3179,X80,X19,3,0.0192010030476161
3350,X82,X29,2,0.0466552515962575
4237,X92,X51,2,0.0337921412663667
580,X34,X19,2,0.1901722397181681
3072,X78,X69,2,0.0583426213621684
861,X42,X0,2,0.0211728102833625
573,X34,X12,2,0.0256258310059096
4148,X91,X53,3,0.0388913580958715
408,X29,X2,3,0.0324188733180825
2968,X77,X42,2,0.1276597000176051
1412,X53,X34,2,0.1834010763042506
1782,X60,X12,2,0.0543070076750511
4810,X98,X57,2,0.0603687042614403
4589,X96,X29,2,0.118934416521941
594,X34,X33,4,0.0224076232785318
23,X7,X2,2,0.0949694820446664
4112,X91,X17,2,0.0738371775761762
4601,X96,X41,2,0.3349782456035129
4813,X98,X60,3,0.0517787077161769
4770,X98,X17,2,0.0245777937623979
3724,X86,X69,2,0.0384530369685821
3015,X78,X12,2,0.0269812263354407
2358,X69,X12,2,0.0204515481560776
3194,X80,X34,3,0.0309997034480613
