Unnamed: 0,var1,var2,distance,mutual_information
2901,X76,X51,2,0.0749721710540163
3763,X87,X22,4,0.0079226329134641
3637,X85,X67,3,0.0114357843094797
3808,X87,X67,5,0.0078383307527496
2732,X74,X31,2,0.0556681026347484
4741,X97,X85,2,0.0118480792357016
4586,X96,X26,2,0.1761684560395275
1953,X63,X0,2,0.0219841506918083
2129,X65,X49,2,0.0810672240720479
3403,X83,X0,2,0.2259971613843581
2076,X64,X60,2,0.0400974825042626
2143,X65,X63,3,0.0093801139695069
2117,X65,X37,2,0.0144435303774606
2353,X69,X7,2,0.3130012485753053
3466,X83,X63,3,0.0128687484990625
2272,X67,X61,4,0.0081147225170765
3826,X87,X85,2,0.3699391618165331
821,X41,X1,2,0.0427479379899542
702,X37,X36,2,0.0191227495934182
4743,X97,X87,4,0.0081361546954857
1852,X61,X22,3,0.0082022787621072
3440,X83,X37,2,0.0198702030351375
50,X10,X5,2,0.1681942508126593
2300,X68,X22,2,0.2892644679220991
4273,X92,X87,3,0.1240855409558112
