Unnamed: 0,var1,var2,distance,mutual_information
4654,X96,X94,2,0.0207966599821446
1377,X52,X51,3,0.0253083994126806
9,X4,X3,2,0.0190967310932089
1176,X49,X0,3,0.0129371119715973
2349,X69,X3,2,0.0617049487606669
1587,X56,X47,3,0.0268863445156811
1187,X49,X11,2,0.1087666798691502
2395,X69,X49,3,0.0372981738862703
1655,X58,X2,2,0.1193734674724206
1336,X52,X10,3,0.0431239437050475
2346,X69,X0,2,0.0168458815142827
510,X32,X14,2,0.0520115381871172
4807,X98,X54,2,0.018617582233075
752,X39,X11,2,0.0616184474674298
2355,X69,X9,2,0.0341838424422601
3142,X79,X61,3,0.3630873262841363
1365,X52,X39,3,0.0527980522065614
400,X28,X22,2,0.1179875722939302
1326,X52,X0,2,0.0538411992740689
75,X12,X9,2,0.0506470146941428
77,X12,X11,3,0.0143352091220908
1779,X60,X9,2,0.0145401299385912
3298,X81,X58,2,0.0245294521785633
3579,X85,X9,3,0.0161401304352207
1329,X52,X3,2,0.1447862299369835
