Unnamed: 0,var1,var2,distance,mutual_information
4023,X90,X18,3,0.0659939582453991
4708,X97,X52,2,0.3177289330941781
4738,X97,X82,2,0.0441799495709233
552,X33,X24,2,0.1558677061756861
2982,X77,X56,2,0.0482792244878818
2368,X69,X22,2,0.2171528517118133
705,X38,X2,3,0.066004396006822
4074,X90,X69,2,0.1482798442505102
2375,X69,X29,4,0.0619294457338087
4034,X90,X29,2,0.2298474019091091
1214,X49,X38,2,0.1366870168388428
3513,X84,X27,4,0.0959077527525418
3398,X82,X77,3,0.0456828852315193
3392,X82,X71,3,0.0474869750632685
4712,X97,X56,3,0.0422038031390335
3354,X82,X33,2,0.1470468017243274
4678,X97,X22,3,0.0791357606937478
1344,X52,X18,3,0.045349367055553
4027,X90,X22,4,0.0636841368298169
3535,X84,X49,3,0.09592967652634
2398,X69,X52,3,0.0954101642884527
3488,X84,X2,4,0.0490113426229271
4674,X97,X18,2,0.0833575428561623
2885,X76,X35,2,0.0519117276722363
2995,X77,X69,3,0.0670142772231845
