Unnamed: 0,var1,var2,distance,mutual_information
4374,X94,X3,2,0.0199734106207508
2307,X68,X29,3,0.0177184229130483
597,X35,X2,4,0.0903336206095167
4801,X98,X48,2,0.0198617430391041
4457,X94,X86,2,0.0229201683830803
3301,X81,X61,2,0.0760768855802851
406,X29,X0,2,0.0230479997308014
3653,X85,X83,2,0.0435671191431221
3386,X82,X65,2,0.0564619370734714
3346,X82,X25,3,0.047656211535792
1375,X52,X49,2,0.0193672564542612
3635,X85,X65,3,0.0408568549605122
3275,X81,X35,4,0.0289553385408398
1174,X48,X46,2,0.0241278706735591
595,X35,X0,2,0.1391032913502231
2300,X68,X22,2,0.2211458872948394
1,X2,X0,2,0.2187786628783904
4643,X96,X83,3,0.0686286247541248
1540,X56,X0,3,0.1220020694948746
1933,X62,X42,2,0.0221781806973078
3811,X87,X70,2,0.03538285315409
3262,X81,X22,4,0.0593443130987091
1859,X61,X29,3,0.0223890984242702
4625,X96,X65,2,0.0735015767266099
1852,X61,X22,2,0.2866891865689658
