Unnamed: 0,var1,var2,distance,mutual_information
1617,X57,X21,2,0.096817710740415
1667,X58,X14,2,0.3763161204434205
2858,X76,X8,2,0.0591534322851835
4179,X91,X84,2,0.1588065369549635
3870,X88,X42,2,0.1494424188840288
1257,X50,X32,2,0.0908967592300707
1891,X62,X0,3,0.0493081172540639
2760,X74,X59,2,0.1101658237027915
4107,X91,X12,4,0.0483641031065181
3272,X81,X32,2,0.0588353296126291
1730,X59,X19,4,0.0406758730489676
1199,X49,X23,2,0.1050654468068681
1879,X61,X49,2,0.0921289541877228
3629,X85,X59,3,0.1100800247327131
4294,X93,X16,2,0.0569908172748039
372,X27,X21,2,0.075232224267375
4234,X92,X48,2,0.0451828596211766
3394,X82,X73,2,0.3677835444018054
1853,X61,X23,2,0.2194132276857661
3520,X84,X34,2,0.0692928802005275
2678,X73,X50,3,0.0557815387194512
1101,X47,X20,2,0.0387884956095596
3711,X86,X56,2,0.0402826069504378
3,X3,X0,2,0.0774215428113263
2713,X74,X12,2,0.1870057141910897
