Unnamed: 0,var1,var2,distance,mutual_information
2644,X73,X16,2,0.1992231978824388
1517,X55,X32,2,0.0326376138172339
2060,X64,X44,2,0.0312289623969142
2215,X67,X4,2,0.1447487349418306
988,X44,X42,2,0.0162012458992914
3045,X78,X42,2,0.0146345579519034
1310,X51,X35,2,0.0997119867725626
3073,X78,X70,2,0.0142272981242825
3047,X78,X44,2,0.0200243064539841
1201,X49,X25,2,0.2670280124276974
1726,X59,X15,2,0.0719957997752266
2058,X64,X42,2,0.0117920335028266
3067,X78,X64,2,0.0130994319144573
231,X22,X0,2,0.0204692486731751
3932,X89,X16,3,0.1760171315723686
1181,X49,X5,3,0.1320041570189239
517,X32,X21,2,0.0222154103246323
3947,X89,X31,4,0.0096865719861734
3920,X89,X4,2,0.3588582037808902
756,X39,X15,3,0.0403584879894646
4599,X96,X39,4,0.0193077483457934
2501,X71,X16,4,0.1580741927548343
3318,X81,X78,2,0.0118837201861343
1000,X45,X10,2,0.0097637783857453
1264,X50,X39,2,0.1988792465857792
