Unnamed: 0,var1,var2,distance,mutual_information
4266,X92,X80,3,0.0200273738286647
2162,X66,X17,2,0.1688020661266789
422,X29,X16,2,0.0792810974721231
594,X34,X33,2,0.0442027554514865
4125,X91,X30,2,0.0249112885154746
3225,X80,X65,2,0.0798837033014552
3742,X87,X1,2,0.0319063951674228
1676,X58,X23,2,0.0922262759209903
2545,X71,X60,2,0.0641249963481803
3197,X80,X37,3,0.077069165826193
4285,X93,X7,2,0.0486356837397347
2668,X73,X40,2,0.0392707139150161
2187,X66,X42,2,0.1852632643682594
1394,X53,X16,2,0.2991833316408734
513,X32,X17,3,0.3145671129628321
4834,X98,X81,2,0.0592451172740214
1024,X45,X34,2,0.1749750790160551
4098,X91,X3,2,0.0452787600577749
4842,X98,X89,2,0.2224463706452275
4859,X99,X8,2,0.0337375638729126
3983,X89,X67,3,0.2224309020766178
3192,X80,X32,4,0.0480505470005432
4252,X92,X66,3,0.0343951116041232
1183,X49,X7,2,0.0392801042283357
4485,X95,X20,2,0.0559882099973438
