target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
X45,X68,0,,0.7378486527336968,,,free,0.0230658025322308,0.9,16.444444444444443,0.5555555555555556,"['X61', 'X70', 'X73', 'X96', 'X67', 'X5', 'X63', 'X0', 'X60', 'X19', 'X65', 'X88', 'X59', 'X49', 'X52', 'X42', 'X51', 'X8', 'X30', 'X7', 'X82', 'X98', 'X89', 'X78', 'X29', 'X43', 'X4', 'X58', 'X40', 'X17', 'X92', 'X9', 'X31', 'X57', 'X41', 'X25', 'X94', 'X75', 'X80', 'X53', 'X99', 'X95', 'X71', 'X3', 'X6', 'X12', 'X15', 'X28', 'X27', 'X11', 'X46', 'X21', 'X48', 'X85', 'X37', 'X13', 'X33', 'X36', 'X44', 'X23', 'X66', 'X24', 'X2', 'X74', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
X45,X68,1,,0.7419513821601867,,,free,0.0279374738975499,1.0,21.7,0.6,"['X61', 'X70', 'X39', 'X96', 'X67', 'X90', 'X5', 'X76', 'X63', 'X38', 'X64', 'X0', 'X22', 'X60', 'X19', 'X65', 'X88', 'X59', 'X35', 'X52', 'X42', 'X55', 'X51', 'X8', 'X30', 'X98', 'X82', 'X7', 'X89', 'X83', 'X81', 'X78', 'X29', 'X43', 'X4', 'X40', 'X17', 'X92', 'X9', 'X31', 'X87', 'X57', 'X41', 'X75', 'X25', 'X94', 'X80', 'X53', 'X99', 'X95', 'X14', 'X71', 'X6', 'X3', 'X12', 'X32', 'X15', 'X20', 'X28', 'X11', 'X27', 'X46', 'X21', 'X85', 'X48', 'X37', 'X33', 'X36', 'X44', 'X23', 'X69', 'X24', 'X2', 'X74', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
X97,X69,0,,0.2522280895047717,,,free,0.0430499255585734,0.9,8.777777777777779,0.4444444444444444,"['X41', 'X75', 'X39', 'X45', 'X99', 'X96', 'X67', 'X95', 'X5', 'X14', 'X76', 'X63', 'X71', 'X16', 'X22', 'X6', 'X60', 'X12', 'X19', 'X32', 'X65', 'X88', 'X59', 'X52', 'X42', 'X15', 'X28', 'X27', 'X51', 'X46', 'X91', 'X84', 'X48', 'X85', 'X98', 'X7', 'X37', 'X89', 'X78', 'X29', 'X43', 'X66', 'X40', 'X24', 'X17', 'X92', 'X9', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
X97,X69,1,,0.270193787291646,,,free,0.0237037850019894,0.8,13.625,0.625,"['X61', 'X70', 'X39', 'X45', 'X79', 'X96', 'X5', 'X0', 'X22', 'X60', 'X19', 'X65', 'X88', 'X59', 'X49', 'X42', 'X56', 'X55', 'X51', 'X8', 'X84', 'X30', 'X7', 'X89', 'X78', 'X29', 'X43', 'X4', 'X40', 'X17', 'X92', 'X9', 'X31', 'X25', 'X75', 'X94', 'X80', 'X53', 'X99', 'X95', 'X14', 'X71', 'X54', 'X6', 'X12', 'X32', 'X15', 'X28', 'X20', 'X27', 'X11', 'X46', 'X21', 'X85', 'X48', 'X37', 'X33', 'X44', 'X23', 'X24', 'X2', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
X69,X97,0,,0.1189185231924057,,,free,0.0155461500123518,0.7,8.714285714285714,0.5714285714285714,"['X61', 'X75', 'X39', 'X80', 'X99', 'X67', 'X95', 'X14', 'X71', 'X0', 'X22', 'X6', 'X60', 'X12', 'X19', 'X65', 'X88', 'X59', 'X52', 'X15', 'X27', 'X55', 'X8', 'X84', 'X85', 'X48', 'X30', 'X7', 'X98', 'X89', 'X29', 'X43', 'X40', 'X24', 'X17', 'X68', 'X74', 'X1', 'X26', 'X62', 'X57']",checkpoint-5000,0.0
X69,X97,1,,0.1240021578967571,,,free,0.0181641166729633,1.0,8.7,0.2,"['X61', 'X75', 'X39', 'X45', 'X80', 'X53', 'X99', 'X96', 'X14', 'X71', 'X0', 'X22', 'X6', 'X60', 'X12', 'X65', 'X88', 'X59', 'X52', 'X42', 'X15', 'X28', 'X20', 'X27', 'X56', 'X55', 'X51', 'X46', 'X8', 'X21', 'X85', 'X48', 'X7', 'X30', 'X37', 'X89', 'X29', 'X43', 'X4', 'X44', 'X66', 'X40', 'X24', 'X9', 'X31', 'X1', 'X26', 'X62', 'X57']",checkpoint-5000,0.0
X22,X3,0,,0.6763596534729004,,,free,0.0560642138349253,0.4,20.0,0.5,"['X61', 'X75', 'X45', 'X80', 'X99', 'X96', 'X67', 'X95', 'X5', 'X14', 'X0', 'X6', 'X12', 'X19', 'X32', 'X65', 'X59', 'X49', 'X52', 'X42', 'X15', 'X20', 'X11', 'X55', 'X51', 'X46', 'X8', 'X84', 'X21', 'X48', 'X85', 'X30', 'X98', 'X7', 'X82', 'X89', 'X97', 'X81', 'X13', 'X37', 'X78', 'X36', 'X43', 'X44', 'X66', 'X24', 'X17', 'X2', 'X9', 'X74', 'X31', 'X1', 'X62', 'X57']",checkpoint-5000,0.0
X22,X3,1,,0.692276742723253,,,free,0.031757205688594,0.9,14.444444444444445,0.4444444444444444,"['X61', 'X70', 'X39', 'X45', 'X96', 'X67', 'X0', 'X19', 'X65', 'X59', 'X49', 'X42', 'X56', 'X55', 'X51', 'X8', 'X84', 'X30', 'X7', 'X82', 'X98', 'X81', 'X89', 'X78', 'X29', 'X43', 'X4', 'X40', 'X17', 'X9', 'X68', 'X31', 'X87', 'X41', 'X75', 'X80', 'X53', 'X99', 'X95', 'X14', 'X6', 'X12', 'X32', 'X15', 'X20', 'X27', 'X46', 'X91', 'X21', 'X48', 'X37', 'X97', 'X33', 'X36', 'X44', 'X66', 'X24', 'X2', 'X1', 'X62']",checkpoint-5000,0.0
X66,X87,0,,0.5627594490845998,,,free,0.0453414612886119,0.6,31.83333333333333,0.6666666666666666,"['X61', 'X73', 'X70', 'X39', 'X45', 'X96', 'X67', 'X63', 'X16', 'X0', 'X22', 'X60', 'X19', 'X65', 'X88', 'X59', 'X49', 'X52', 'X42', 'X56', 'X55', 'X51', 'X8', 'X84', 'X98', 'X7', 'X30', 'X82', 'X81', 'X89', 'X78', 'X29', 'X4', 'X43', 'X40', 'X17', 'X92', 'X9', 'X31', 'X57', 'X41', 'X25', 'X75', 'X94', 'X80', 'X99', 'X95', 'X14', 'X71', 'X6', 'X3', 'X12', 'X32', 'X15', 'X20', 'X28', 'X27', 'X11', 'X46', 'X91', 'X85', 'X48', 'X37', 'X13', 'X97', 'X33', 'X36', 'X44', 'X23', 'X69', 'X24', 'X2', 'X74', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
X66,X87,1,,0.5356628199418386,,,free,0.0260473465197261,0.6,18.33333333333333,0.6666666666666666,"['X70', 'X45', 'X96', 'X67', 'X63', 'X0', 'X22', 'X19', 'X59', 'X49', 'X52', 'X42', 'X56', 'X55', 'X51', 'X8', 'X84', 'X98', 'X30', 'X82', 'X89', 'X81', 'X78', 'X29', 'X4', 'X17', 'X92', 'X68', 'X9', 'X31', 'X57', 'X75', 'X25', 'X94', 'X80', 'X99', 'X95', 'X14', 'X71', 'X6', 'X12', 'X32', 'X15', 'X20', 'X28', 'X27', 'X11', 'X46', 'X21', 'X48', 'X85', 'X97', 'X37', 'X33', 'X36', 'X44', 'X24', 'X2', 'X74', 'X1', 'X26', 'X62']",checkpoint-5000,0.0
