,Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
0,0.0,X0,X1,0,9.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
1,1.0,X0,X1,1,9.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
2,2.0,X0,X2,0,4.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
3,3.0,X0,X2,1,4.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
4,4.0,X0,X3,0,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
5,5.0,X0,X3,1,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
6,6.0,X0,X4,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
7,7.0,X0,X4,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
8,8.0,X0,X5,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
9,9.0,X0,X5,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
10,10.0,X0,X6,0,4.0,0.7175536778935934,0.7009286409720596,0.0166250369215337,true,,,,,,,
11,11.0,X0,X6,1,4.0,0.6918671104574047,0.7009286409720596,0.0090615305146549,true,,,,,,,
12,12.0,X0,X7,0,4.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
13,13.0,X0,X7,1,4.0,0.7009286409720593,0.7009286409720596,3.3306690738754696e-16,true,,,,,,,
14,14.0,X0,X8,0,7.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
15,15.0,X0,X8,1,7.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
16,16.0,X0,X9,0,5.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
17,17.0,X0,X9,1,5.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
18,18.0,X0,X10,0,7.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
19,19.0,X0,X10,1,7.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
20,20.0,X0,X11,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
21,21.0,X0,X11,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
22,22.0,X0,X12,0,5.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
23,23.0,X0,X12,1,5.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
24,24.0,X0,X13,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
25,25.0,X0,X13,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
26,26.0,X0,X14,0,5.0,0.7009972825995701,0.7009286409720596,6.864162751041292e-05,true,,,,,,,
27,27.0,X0,X14,1,5.0,0.7008315066964109,0.7009286409720596,9.71342756487248e-05,true,,,,,,,
28,28.0,X0,X15,0,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
29,29.0,X0,X15,1,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
30,30.0,X0,X16,0,3.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
31,31.0,X0,X16,1,3.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
32,32.0,X0,X17,0,2.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
33,33.0,X0,X17,1,2.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
34,34.0,X0,X18,0,5.0,0.7009286409720598,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
35,35.0,X0,X18,1,5.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
36,36.0,X0,X19,0,2.0,0.9902872302878084,0.7009286409720596,0.2893585893157488,true,,,,,,,
37,37.0,X0,X19,1,2.0,0.7001451320655491,0.7009286409720596,0.0007835089065105,true,,,,,,,
38,38.0,X0,X20,0,5.0,0.7022261814452411,0.7009286409720596,0.0012975404731814,true,,,,,,,
39,39.0,X0,X20,1,5.0,0.6988391858411754,0.7009286409720596,0.0020894551308842,true,,,,,,,
40,40.0,X0,X21,0,6.0,0.7009942827810026,0.7009286409720596,6.564180894297333e-05,true,,,,,,,
41,41.0,X0,X21,1,6.0,0.7008846280105279,0.7009286409720596,4.40129615317808e-05,true,,,,,,,
42,42.0,X0,X22,0,4.0,0.7009316880737377,0.7009286409720596,3.0471016780886373e-06,true,,,,,,,
43,43.0,X0,X22,1,4.0,0.7008327085583238,0.7009286409720596,9.593241373584416e-05,true,,,,,,,
44,44.0,X0,X23,0,5.0,0.7009286409720598,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
45,45.0,X0,X23,1,5.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
46,46.0,X0,X24,0,4.0,0.7009286409720598,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
47,47.0,X0,X24,1,4.0,0.7009286409720598,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
48,48.0,X0,X25,0,4.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
49,49.0,X0,X25,1,4.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
50,50.0,X0,X26,0,4.0,0.7009972825995696,0.7009286409720596,6.864162750996883e-05,true,,,,,,,
51,51.0,X0,X26,1,4.0,0.700832646711201,0.7009286409720596,9.599426085860065e-05,true,,,,,,,
52,52.0,X0,X27,0,7.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
53,53.0,X0,X27,1,7.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
54,54.0,X0,X28,0,3.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
55,55.0,X0,X28,1,3.0,0.7009286409720598,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
56,56.0,X0,X29,0,5.0,0.7009429175082575,0.7009286409720596,1.4276536197899148e-05,true,,,,,,,
57,57.0,X0,X29,1,5.0,0.7009155512075036,0.7009286409720596,1.3089764556051264e-05,true,,,,,,,
58,58.0,X0,X30,0,5.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
59,59.0,X0,X30,1,5.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
60,60.0,X0,X31,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
61,61.0,X0,X31,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
62,62.0,X0,X32,0,2.0,0.3960929989223875,0.7009286409720596,0.3048356420496722,true,,,,,,,
63,63.0,X0,X32,1,2.0,0.997225387900671,0.7009286409720596,0.2962967469286113,true,,,,,,,
64,64.0,X0,X33,0,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
65,65.0,X0,X33,1,6.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
66,66.0,X0,X34,0,5.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
67,67.0,X0,X34,1,5.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
68,68.0,X0,X35,0,2.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
69,69.0,X0,X35,1,2.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
70,70.0,X0,X36,0,4.0,0.7000151751145692,0.7009286409720596,0.0009134658574904,true,,,,,,,
71,71.0,X0,X36,1,4.0,0.7143598716607606,0.7009286409720596,0.013431230688701,true,,,,,,,
72,72.0,X0,X37,0,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
73,73.0,X0,X37,1,-1.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
74,74.0,X0,X38,0,6.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
75,75.0,X0,X38,1,6.0,0.7009286409720594,0.7009286409720596,2.220446049250313e-16,true,,,,,,,
76,76.0,X0,X39,0,7.0,0.7009286409720596,0.7009286409720596,0.0,true,,,,,,,
77,77.0,X0,X39,1,7.0,0.7009286409720595,0.7009286409720596,1.1102230246251563e-16,true,,,,,,,
78,78.0,X0,X40,0,1.0,0.9571006389332424,0.7009286409720596,0.2561719979611827,true,,,,,,,
