target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
X3,X94,0,,0.6861316561698914,,,free,0.0531216859817504,0.2,32.0,0.0,"['X24', 'X52', 'X51', 'X64', 'X6', 'X48', 'X80', 'X34', 'X33', 'X55', 'X9', 'X7', 'X4', 'X67', 'X2', 'X99', 'X79', 'X45', 'X73', 'X54', 'X42', 'X90', 'X46', 'X11', 'X5', 'X81', 'X15', 'X87', 'X50', 'X97', 'X53', 'X75', 'X96', 'X31', 'X19', 'X93', 'X22', 'X14', 'X25', 'X63', 'X74', 'X69', 'X10', 'X44', 'X65', 'X16', 'X47', 'X68', 'X27', 'X21', 'X77', 'X57', 'X56', 'X38', 'X18', 'X92']",checkpoint-5000,0.0
X3,X94,1,,0.5875920355319977,,,free,0.0208600461483001,0.2,37.5,0.5,"['X91', 'X24', 'X30', 'X51', 'X6', 'X48', 'X55', 'X58', 'X9', 'X7', 'X4', 'X89', 'X95', 'X2', 'X99', 'X79', 'X73', 'X45', 'X54', 'X98', 'X76', 'X32', 'X42', 'X17', 'X90', 'X78', 'X11', 'X15', 'X5', 'X36', 'X43', 'X87', 'X37', 'X50', 'X20', 'X97', 'X62', 'X75', 'X19', 'X31', 'X53', 'X93', 'X22', 'X14', 'X25', 'X63', 'X74', 'X69', 'X23', 'X39', 'X65', 'X44', 'X47', 'X16', 'X68', 'X83', 'X27', 'X26', 'X12', 'X72', 'X57', 'X71', 'X18', 'X92', 'X59']",checkpoint-5000,0.0
X3,X40,0,,0.6815923899412155,,,free,0.0381371233297519,0.4,44.25,0.25,"['X91', 'X35', 'X51', 'X6', 'X48', 'X84', 'X41', 'X4', 'X89', 'X95', 'X67', 'X79', 'X45', 'X54', 'X98', 'X60', 'X32', 'X82', 'X90', 'X46', 'X78', 'X11', 'X15', 'X36', 'X43', 'X13', 'X37', 'X50', 'X97', 'X53', 'X96', 'X8', 'X29', 'X93', 'X39', 'X65', 'X47', 'X27', 'X77', 'X56', 'X38', 'X1', 'X70', 'X52', 'X30', 'X28', 'X80', 'X33', 'X55', 'X61', 'X58', 'X9', 'X7', 'X2', 'X99', 'X73', 'X76', 'X17', 'X5', 'X81', 'X87', 'X49', 'X20', 'X62', 'X75', 'X19', 'X31', 'X22', 'X14', 'X85', 'X25', 'X63', 'X74', 'X69', 'X23', 'X44', 'X16', 'X83', 'X68', 'X21', 'X26', 'X72', 'X57', 'X71', 'X18', 'X59']",checkpoint-5000,0.0
X3,X40,1,,0.6812870025634765,,,free,0.0387419177894757,0.5,50.0,0.2,"['X91', 'X35', 'X24', 'X51', 'X64', 'X6', 'X48', 'X34', 'X84', 'X41', 'X4', 'X89', 'X95', 'X67', 'X79', 'X45', 'X54', 'X98', 'X94', 'X60', 'X32', 'X42', 'X90', 'X46', 'X78', 'X11', 'X15', 'X36', 'X43', 'X13', 'X50', 'X37', 'X53', 'X97', 'X29', 'X96', 'X8', 'X93', 'X66', 'X10', 'X39', 'X65', 'X47', 'X27', 'X77', 'X56', 'X38', 'X1', 'X70', 'X52', 'X30', 'X28', 'X18', 'X88', 'X80', 'X33', 'X55', 'X58', 'X61', 'X9', 'X7', 'X99', 'X73', 'X76', 'X86', 'X17', 'X5', 'X81', 'X87', 'X49', 'X20', 'X75', 'X19', 'X31', 'X22', 'X14', 'X25', 'X74', 'X69', 'X23', 'X44', 'X12', 'X16', 'X68', 'X83', 'X21', 'X26', 'X57', 'X71', 'X62', 'X92', 'X59']",checkpoint-5000,0.0
X40,X86,0,,,,,free,,0.0,,,[],checkpoint-5000,0.0
X40,X86,1,,0.7663702964782715,,,free,0.0,0.1,64.0,1.0,"['X91', 'X35', 'X24', 'X64', 'X6', 'X48', 'X4', 'X89', 'X67', 'X79', 'X45', 'X54', 'X60', 'X32', 'X42', 'X90', 'X46', 'X78', 'X11', 'X15', 'X36', 'X13', 'X50', 'X97', 'X53', 'X96', 'X8', 'X10', 'X39', 'X77', 'X56', 'X1', 'X70', 'X52', 'X88', 'X80', 'X33', 'X58', 'X55', 'X9', 'X7', 'X2', 'X73', 'X76', 'X17', 'X5', 'X87', 'X20', 'X75', 'X31', 'X22', 'X14', 'X85', 'X74', 'X44', 'X16', 'X83', 'X68', 'X26', 'X72', 'X57', 'X71', 'X18', 'X92']",checkpoint-5000,0.0
X12,X82,0,,0.5290934592485428,,,free,0.042405292391777,0.2,43.0,0.0,"['X91', 'X35', 'X51', 'X64', 'X34', 'X84', 'X41', 'X4', 'X89', 'X67', 'X79', 'X45', 'X54', 'X98', 'X94', 'X42', 'X90', 'X43', 'X13', 'X37', 'X50', 'X53', 'X29', 'X96', 'X93', 'X10', 'X39', 'X65', 'X47', 'X27', 'X77', 'X56', 'X38', 'X70', 'X28', 'X88', 'X80', 'X61', 'X55', 'X58', 'X9', 'X2', 'X86', 'X76', 'X17', 'X5', 'X81', 'X87', 'X62', 'X75', 'X19', 'X31', 'X22', 'X14', 'X63', 'X23', 'X44', 'X16', 'X68', 'X26', 'X72', 'X57', 'X71', 'X18', 'X92', 'X59']",checkpoint-5000,0.0
X12,X82,1,,0.5408335089683532,,,free,0.0274667639811512,0.5,29.0,0.0,"['X91', 'X35', 'X51', 'X64', 'X6', 'X48', 'X34', 'X84', 'X4', 'X89', 'X95', 'X67', 'X79', 'X45', 'X0', 'X54', 'X98', 'X60', 'X32', 'X42', 'X90', 'X46', 'X11', 'X15', 'X36', 'X43', 'X13', 'X37', 'X50', 'X53', 'X97', 'X96', 'X29', 'X93', 'X10', 'X39', 'X65', 'X47', 'X56', 'X38', 'X1', 'X70', 'X52', 'X30', 'X28', 'X88', 'X80', 'X33', 'X58', 'X9', 'X7', 'X99', 'X73', 'X86', 'X17', 'X5', 'X81', 'X87', 'X49', 'X62', 'X75', 'X31', 'X22', 'X14', 'X85', 'X63', 'X74', 'X69', 'X44', 'X16', 'X83', 'X68', 'X21', 'X26', 'X72', 'X57', 'X71', 'X18', 'X59']",checkpoint-5000,0.0
X95,X25,0,,0.1628626435995102,,,free,0.0306728940627671,0.5,25.8,0.0,"['X91', 'X35', 'X51', 'X64', 'X6', 'X48', 'X84', 'X4', 'X67', 'X79', 'X45', 'X0', 'X54', 'X32', 'X42', 'X82', 'X90', 'X46', 'X78', 'X11', 'X15', 'X36', 'X43', 'X37', 'X50', 'X13', 'X53', 'X97', 'X29', 'X96', 'X66', 'X93', 'X10', 'X39', 'X65', 'X27', 'X47', 'X77', 'X56', 'X38', 'X1', 'X70', 'X52', 'X30', 'X28', 'X88', 'X80', 'X33', 'X55', 'X9', 'X7', 'X2', 'X99', 'X73', 'X76', 'X17', 'X81', 'X87', 'X20', 'X49', 'X62', 'X75', 'X31', 'X22', 'X14', 'X63', 'X74', 'X23', 'X44', 'X12', 'X16', 'X68', 'X83', 'X21', 'X26', 'X72', 'X57', 'X71', 'X18']",checkpoint-5000,0.0
X95,X25,1,,0.169351989030838,,,free,0.0105044929909974,0.5,18.8,0.0,"['X91', 'X35', 'X51', 'X48', 'X84', 'X41', 'X4', 'X89', 'X67', 'X32', 'X82', 'X78', 'X11', 'X15', 'X36', 'X43', 'X13', 'X37', 'X50', 'X53', 'X96', 'X93', 'X10', 'X39', 'X47', 'X27', 'X77', 'X56', 'X38', 'X70', 'X30', 'X52', 'X28', 'X88', 'X80', 'X33', 'X58', 'X55', 'X61', 'X9', 'X7', 'X99', 'X73', 'X76', 'X86', 'X5', 'X81', 'X87', 'X19', 'X31', 'X22', 'X14', 'X63', 'X69', 'X23', 'X44', 'X16', 'X21', 'X26', 'X72', 'X57', 'X71', 'X62', 'X92', 'X59']",checkpoint-5000,0.0
