target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
X9,X26,0,,0.0518095448613166,,,free,0.0202575437648891,0.5,21.6,0.2,"['X71', 'X20', 'X81', 'X41', 'X5', 'X75', 'X89', 'X93', 'X40', 'X14', 'X76', 'X48', 'X79', 'X63', 'X62', 'X69', 'X53', 'X43', 'X46', 'X13', 'X98', 'X22', 'X21', 'X96', 'X99', 'X6', 'X92', 'X86', 'X16', 'X18', 'X27', 'X78', 'X70', 'X51', 'X66', 'X42', 'X72', 'X34', 'X88', 'X24', 'X0', 'X55', 'X97', 'X65', 'X15', 'X56', 'X10', 'X64', 'X47', 'X29', 'X54', 'X83', 'X50', 'X25', 'X32', 'X82', 'X38', 'X49', 'X2', 'X80', 'X95', 'X31', 'X68', 'X52', 'X3', 'X7', 'X94']",checkpoint-5000,0.0
X9,X26,1,,0.0695756462713082,,,free,0.0223016260988094,0.3,18.33333333333333,0.0,"['X73', 'X17', 'X71', 'X91', 'X70', 'X84', 'X20', 'X81', 'X89', 'X93', 'X40', 'X24', 'X11', 'X76', 'X97', 'X1', 'X79', 'X19', 'X64', 'X47', 'X29', 'X63', 'X83', 'X69', 'X50', 'X25', 'X32', 'X62', 'X53', 'X82', 'X38', 'X43', 'X49', 'X44', 'X46', 'X13', 'X22', 'X95', 'X12', 'X31', 'X57', 'X99', 'X52', 'X7', 'X86', 'X16', 'X18', 'X94']",checkpoint-5000,0.0
X72,X85,0,,0.8905201107263565,,,free,0.035452223340537,0.4,27.0,0.25,"['X20', 'X41', 'X5', 'X75', 'X93', 'X40', 'X26', 'X30', 'X45', 'X14', 'X76', 'X79', 'X63', 'X62', 'X53', 'X28', 'X43', 'X46', 'X13', 'X98', 'X22', 'X96', 'X6', 'X92', 'X86', 'X18', 'X27', 'X17', 'X78', 'X91', 'X70', 'X66', 'X84', 'X87', 'X34', 'X23', 'X39', 'X24', 'X0', 'X97', 'X65', 'X15', 'X19', 'X56', 'X1', 'X10', 'X90', 'X64', 'X29', 'X83', 'X50', 'X25', 'X32', 'X82', 'X38', 'X37', 'X44', 'X2', 'X80', 'X95', 'X77', 'X31', 'X68', 'X52', 'X3', 'X7', 'X94']",checkpoint-5000,0.0
X72,X85,1,,0.8552969396114349,,,free,0.0322642772794483,0.4,26.75,0.25,"['X73', 'X71', 'X67', 'X20', 'X81', 'X5', 'X75', 'X89', 'X93', 'X40', 'X74', 'X11', 'X45', 'X14', 'X76', 'X48', 'X79', 'X63', 'X62', 'X69', 'X53', 'X28', 'X43', 'X94', 'X46', 'X13', 'X22', 'X4', 'X96', 'X57', 'X99', 'X6', 'X92', 'X16', 'X27', 'X18', 'X9', 'X70', 'X84', 'X87', 'X59', 'X34', 'X88', 'X23', 'X39', 'X0', 'X55', 'X97', 'X65', 'X15', 'X19', 'X1', 'X10', 'X90', 'X64', 'X47', 'X29', 'X54', 'X83', 'X32', 'X25', 'X61', 'X82', 'X38', 'X37', 'X44', 'X2', 'X95', 'X77', 'X31', 'X68', 'X52', 'X7', 'X24']",checkpoint-5000,0.0
X76,X4,0,,0.0683356178924441,,,free,0.0202976071005607,0.4,34.0,0.25,"['X73', 'X71', 'X67', 'X20', 'X81', 'X5', 'X41', 'X75', 'X89', 'X93', 'X40', 'X11', 'X45', 'X14', 'X48', 'X79', 'X63', 'X62', 'X53', 'X43', 'X46', 'X13', 'X98', 'X22', 'X12', 'X96', 'X99', 'X6', 'X92', 'X86', 'X18', 'X27', 'X17', 'X70', 'X66', 'X42', 'X51', 'X72', 'X87', 'X59', 'X34', 'X23', 'X88', 'X39', 'X0', 'X55', 'X97', 'X65', 'X15', 'X19', 'X56', 'X10', 'X64', 'X47', 'X29', 'X54', 'X83', 'X50', 'X25', 'X32', 'X61', 'X82', 'X38', 'X49', 'X44', 'X85', 'X2', 'X80', 'X58', 'X77', 'X31', 'X68', 'X52', 'X3', 'X7', 'X24']",checkpoint-5000,0.0
X76,X4,1,,0.0530740106478333,,,free,0.0195682585716532,0.4,29.75,0.5,"['X73', 'X71', 'X67', 'X20', 'X81', 'X5', 'X41', 'X75', 'X93', 'X40', 'X74', 'X11', 'X30', 'X14', 'X48', 'X79', 'X63', 'X62', 'X53', 'X28', 'X43', 'X94', 'X46', 'X13', 'X98', 'X21', 'X96', 'X6', 'X92', 'X86', 'X16', 'X27', 'X18', 'X17', 'X91', 'X70', 'X66', 'X84', 'X51', 'X59', 'X87', 'X34', 'X23', 'X88', 'X0', 'X55', 'X97', 'X65', 'X15', 'X19', 'X10', 'X64', 'X90', 'X47', 'X29', 'X54', 'X83', 'X32', 'X82', 'X38', 'X37', 'X85', 'X44', 'X2', 'X80', 'X95', 'X31', 'X68', 'X52', 'X3', 'X7', 'X24']",checkpoint-5000,0.0
X90,X58,0,,0.5837790727615356,,,free,0.0425767116214445,0.5,33.8,0.6,"['X73', 'X35', 'X71', 'X67', 'X20', 'X81', 'X41', 'X5', 'X75', 'X89', 'X93', 'X74', 'X40', 'X26', 'X30', 'X45', 'X14', 'X76', 'X48', 'X79', 'X63', 'X62', 'X69', 'X53', 'X28', 'X43', 'X94', 'X46', 'X13', 'X98', 'X22', 'X4', 'X12', 'X21', 'X96', 'X99', 'X6', 'X92', 'X86', 'X36', 'X16', 'X27', 'X18', 'X78', 'X91', 'X33', 'X70', 'X42', 'X66', 'X84', 'X72', 'X87', 'X59', 'X34', 'X88', 'X23', 'X39', 'X0', 'X55', 'X97', 'X65', 'X15', 'X19', 'X56', 'X10', 'X64', 'X47', 'X29', 'X54', 'X83', 'X50', 'X32', 'X61', 'X25', 'X82', 'X38', 'X49', 'X37', 'X44', 'X85', 'X2', 'X95', 'X77', 'X31', 'X52', 'X3', 'X7', 'X24']",checkpoint-5000,0.0
X90,X58,1,,0.5450055102507273,,,free,0.0380542777328108,0.6,35.5,0.5,"['X73', 'X35', 'X71', 'X67', 'X81', 'X41', 'X5', 'X75', 'X89', 'X93', 'X40', 'X26', 'X74', 'X11', 'X30', 'X45', 'X14', 'X76', 'X48', 'X79', 'X63', 'X62', 'X69', 'X53', 'X28', 'X43', 'X46', 'X13', 'X98', 'X22', 'X4', 'X12', 'X21', 'X96', 'X57', 'X99', 'X6', 'X92', 'X86', 'X36', 'X16', 'X27', 'X18', 'X9', 'X17', 'X91', 'X70', 'X42', 'X66', 'X84', 'X72', 'X59', 'X87', 'X34', 'X23', 'X88', 'X8', 'X39', 'X24', 'X0', 'X55', 'X97', 'X65', 'X15', 'X1', 'X19', 'X10', 'X64', 'X47', 'X29', 'X54', 'X50', 'X25', 'X32', 'X61', 'X82', 'X60', 'X38', 'X37', 'X44', 'X85', 'X2', 'X80', 'X95', 'X31', 'X68', 'X52', 'X3', 'X7', 'X94']",checkpoint-5000,0.0
X23,X35,0,,0.6492301821708679,,,free,0.0140397548675537,0.2,22.0,0.0,"['X51', 'X84', 'X42', 'X5', 'X34', 'X88', 'X39', 'X0', 'X45', 'X30', 'X65', 'X15', 'X48', 'X1', 'X19', 'X56', 'X10', 'X64', 'X47', 'X29', 'X54', 'X63', 'X62', 'X69', 'X53', 'X43', 'X38', 'X37', 'X85', 'X44', 'X46', 'X13', 'X98', 'X68', 'X6', 'X52', 'X92', 'X18', 'X94']",checkpoint-5000,0.0
X23,X35,1,,0.6239482536911964,,,free,0.0680664602334005,0.8,35.5,0.25,"['X73', 'X71', 'X67', 'X20', 'X81', 'X5', 'X41', 'X75', 'X89', 'X93', 'X40', 'X26', 'X74', 'X11', 'X45', 'X30', 'X14', 'X76', 'X48', 'X79', 'X63', 'X62', 'X69', 'X53', 'X28', 'X43', 'X94', 'X46', 'X13', 'X22', 'X98', 'X12', 'X21', 'X96', 'X57', 'X6', 'X92', 'X86', 'X36', 'X16', 'X18', 'X27', 'X9', 'X17', 'X78', 'X91', 'X70', 'X66', 'X42', 'X84', 'X51', 'X87', 'X59', 'X34', 'X88', 'X8', 'X39', 'X0', 'X55', 'X97', 'X65', 'X15', 'X19', 'X1', 'X56', 'X10', 'X64', 'X90', 'X47', 'X29', 'X54', 'X83', 'X50', 'X25', 'X32', 'X61', 'X82', 'X60', 'X38', 'X49', 'X37', 'X44', 'X85', 'X2', 'X80', 'X95', 'X77', 'X31', 'X68', 'X52', 'X3', 'X24']",checkpoint-5000,0.0
