target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
X99,X56,0,,0.2608868181705475,,,free,0.0365513368293256,0.3,23.33333333333333,0.6666666666666666,"['X63', 'X53', 'X98', 'X69', 'X54', 'X7', 'X89', 'X2', 'X17', 'X14', 'X67', 'X43', 'X12', 'X36', 'X10', 'X96', 'X94', 'X64', 'X57', 'X51', 'X66', 'X1', 'X22', 'X71', 'X24', 'X58', 'X6', 'X38', 'X31', 'X60', 'X68', 'X11', 'X13', 'X78', 'X5', 'X74', 'X45', 'X33', 'X16', 'X61', 'X40', 'X92', 'X52', 'X25', 'X75', 'X70', 'X81', 'X41', 'X87', 'X50', 'X91', 'X3', 'X48', 'X65', 'X15', 'X32', 'X47', 'X62', 'X83', 'X0', 'X23']",checkpoint-5000,0.0
X99,X56,1,,0.2725881884495417,,,free,0.0261371801623887,0.6,4.0,0.1666666666666666,"['X63', 'X54', 'X78', 'X7', 'X68', 'X17', 'X89', 'X14', 'X36', 'X10', 'X52', 'X75', 'X48', 'X51', 'X41', 'X50', 'X91', 'X1', 'X22', 'X90', 'X93', 'X58', 'X38']",checkpoint-5000,0.0
X56,X89,0,,0.493967093527317,,,free,0.0171056591520751,0.4,8.5,0.0,"['X21', 'X63', 'X53', 'X86', 'X4', 'X80', 'X68', 'X78', 'X17', 'X5', 'X67', 'X61', 'X43', 'X12', 'X10', 'X96', 'X94', 'X52', 'X25', 'X75', 'X81', 'X50', 'X91', 'X47', 'X93', 'X49', 'X24', 'X58', 'X0', 'X23']",checkpoint-5000,0.0
X56,X89,1,,0.5430133938789368,,,free,0.0004064440727233,0.2,27.5,0.5,"['X21', 'X63', 'X4', 'X7', 'X17', 'X14', 'X67', 'X43', 'X12', 'X96', 'X94', 'X64', 'X51', 'X66', 'X1', 'X22', 'X93', 'X71', 'X6', 'X38', 'X80', 'X68', 'X78', 'X13', 'X88', 'X74', 'X5', 'X45', 'X52', 'X25', 'X75', 'X70', 'X41', 'X48', 'X50', 'X91', 'X20', 'X90', 'X15', 'X47', 'X55']",checkpoint-5000,0.0
X21,X60,0,,0.2533436748716566,,,free,0.0334591339452824,0.9,5.333333333333333,0.3333333333333333,"['X79', 'X63', 'X53', 'X69', 'X89', 'X67', 'X72', 'X96', 'X57', 'X94', 'X27', 'X93', 'X71', 'X24', 'X58', 'X6', 'X76', 'X86', 'X68', 'X11', 'X13', 'X5', 'X45', 'X16', 'X40', 'X92', 'X52', 'X25', 'X81', 'X20', 'X15', 'X32', 'X62', 'X47', 'X26', 'X83', 'X77', 'X55', 'X0', 'X23']",checkpoint-5000,0.0
X21,X60,1,,0.2536851212382316,,,free,0.0508479826974749,1.0,11.7,0.7,"['X85', 'X89', 'X2', 'X14', 'X43', 'X94', 'X64', 'X51', 'X27', 'X1', 'X71', 'X24', 'X38', 'X9', 'X31', 'X80', 'X11', 'X68', 'X13', 'X5', 'X45', 'X92', 'X52', 'X25', 'X70', 'X41', 'X87', 'X50', 'X15', 'X32', 'X77', 'X23', 'X63', 'X53', 'X4', 'X69', 'X54', 'X17', 'X30', 'X67', 'X72', 'X12', 'X10', 'X57', 'X96', 'X66', 'X84', 'X26', 'X58', 'X6', 'X86', 'X46', 'X78', 'X33', 'X16', 'X40', 'X81', 'X3', 'X65', 'X20', 'X8', 'X62', 'X47', 'X49', 'X55', 'X0']",checkpoint-5000,0.0
X8,X77,0,,0.109222835195916,,,free,0.0595238914629914,0.7,22.142857142857142,0.5714285714285714,"['X21', 'X85', 'X2', 'X14', 'X43', 'X94', 'X64', 'X27', 'X51', 'X71', 'X49', 'X9', 'X31', 'X68', 'X11', 'X13', 'X5', 'X45', 'X61', 'X92', 'X52', 'X25', 'X70', 'X87', 'X41', 'X91', 'X15', 'X32', 'X79', 'X63', 'X98', 'X53', 'X4', 'X69', 'X54', 'X82', 'X17', 'X30', 'X67', 'X72', 'X12', 'X57', 'X96', 'X66', 'X22', 'X28', 'X6', 'X76', 'X86', 'X37', 'X33', 'X40', 'X3', 'X81', 'X20', 'X62', 'X47', 'X26', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X8,X77,1,,0.1044879695400595,,,free,0.031295710950376,0.8,28.625,0.875,"['X21', 'X85', 'X2', 'X14', 'X43', 'X94', 'X64', 'X27', 'X51', 'X93', 'X71', 'X24', 'X49', 'X19', 'X9', 'X31', 'X80', 'X60', 'X11', 'X68', 'X13', 'X74', 'X5', 'X45', 'X61', 'X92', 'X52', 'X25', 'X75', 'X70', 'X87', 'X41', 'X48', 'X50', 'X91', 'X15', 'X32', 'X23', 'X79', 'X63', 'X53', 'X98', 'X4', 'X69', 'X54', 'X82', 'X17', 'X30', 'X67', 'X72', 'X12', 'X10', 'X96', 'X57', 'X56', 'X66', 'X84', 'X6', 'X76', 'X46', 'X37', 'X88', 'X33', 'X16', 'X40', 'X3', 'X81', 'X35', 'X65', 'X20', 'X90', 'X62', 'X47', 'X26', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X58,X90,0,,0.438079559803009,,,free,0.0490439881034974,0.5,18.6,0.2,"['X21', 'X7', 'X14', 'X43', 'X94', 'X64', 'X51', 'X1', 'X93', 'X71', 'X24', 'X38', 'X99', 'X31', 'X80', 'X60', 'X68', 'X11', 'X74', 'X61', 'X92', 'X52', 'X25', 'X75', 'X70', 'X41', 'X48', 'X87', 'X91', 'X15', 'X77', 'X23', 'X79', 'X63', 'X98', 'X4', 'X69', 'X82', 'X17', 'X30', 'X67', 'X12', 'X96', 'X56', 'X22', 'X6', 'X76', 'X37', 'X33', 'X16', 'X81', 'X35', 'X3', 'X20', 'X47', 'X62', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X58,X90,1,,0.420850146561861,,,free,0.0673723496443838,0.8,17.625,0.75,"['X21', 'X85', 'X7', 'X89', 'X14', 'X43', 'X94', 'X64', 'X51', 'X27', 'X1', 'X93', 'X71', 'X24', 'X38', 'X31', 'X68', 'X11', 'X13', 'X74', 'X45', 'X61', 'X39', 'X92', 'X52', 'X75', 'X70', 'X48', 'X87', 'X41', 'X50', 'X91', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X98', 'X69', 'X54', 'X82', 'X17', 'X67', 'X72', 'X12', 'X36', 'X10', 'X96', 'X57', 'X56', 'X66', 'X22', 'X26', 'X6', 'X76', 'X46', 'X78', 'X40', 'X81', 'X35', 'X65', 'X20', 'X8', 'X47', 'X62', 'X18', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X26,X9,0,,0.0367143304190701,,,free,0.0179039896589251,0.9,24.0,0.4444444444444444,"['X21', 'X85', 'X7', 'X2', 'X14', 'X43', 'X94', 'X64', 'X27', 'X1', 'X93', 'X71', 'X24', 'X38', 'X31', 'X11', 'X68', 'X13', 'X5', 'X45', 'X92', 'X52', 'X25', 'X75', 'X70', 'X41', 'X50', 'X91', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X53', 'X98', 'X4', 'X69', 'X54', 'X82', 'X17', 'X30', 'X72', 'X67', 'X12', 'X10', 'X96', 'X57', 'X66', 'X58', 'X6', 'X76', 'X86', 'X46', 'X78', 'X37', 'X88', 'X33', 'X16', 'X40', 'X3', 'X81', 'X65', 'X20', 'X8', 'X62', 'X47', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X26,X9,1,,0.0400917697697877,,,free,0.0281479320525744,0.8,23.5,0.625,"['X21', 'X85', 'X7', 'X89', 'X2', 'X14', 'X43', 'X94', 'X64', 'X51', 'X27', 'X1', 'X71', 'X24', 'X31', 'X68', 'X11', 'X13', 'X5', 'X74', 'X45', 'X39', 'X92', 'X52', 'X25', 'X75', 'X70', 'X50', 'X91', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X98', 'X53', 'X4', 'X69', 'X54', 'X82', 'X17', 'X72', 'X67', 'X12', 'X57', 'X96', 'X56', 'X66', 'X28', 'X58', 'X6', 'X76', 'X86', 'X46', 'X37', 'X88', 'X33', 'X16', 'X40', 'X81', 'X3', 'X35', 'X65', 'X20', 'X8', 'X62', 'X18', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X80,X60,0,,0.3863052328427632,,,free,0.0194210935142086,0.3,15.666666666666666,1.0,"['X21', 'X79', 'X63', 'X98', 'X53', 'X69', 'X54', 'X82', 'X17', 'X2', 'X89', 'X14', 'X59', 'X72', 'X12', 'X96', 'X57', 'X64', 'X66', 'X95', 'X71', 'X58', 'X6', 'X9', 'X13', 'X37', 'X5', 'X45', 'X33', 'X16', 'X40', 'X92', 'X52', 'X3', 'X41', 'X20', 'X15', 'X32', 'X62', 'X49', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X80,X60,1,,0.4171478152275085,,,free,0.0309224946275716,0.3,6.666666666666667,0.3333333333333333,"['X21', 'X86', 'X85', 'X4', 'X46', 'X68', 'X7', 'X5', 'X72', 'X33', 'X16', 'X25', 'X27', 'X28', 'X93', 'X55', 'X23']",checkpoint-5000,0.0
X51,X36,0,,0.350723385810852,,,free,0.016914368289364,0.6,11.666666666666666,0.3333333333333333,"['X21', 'X79', 'X63', 'X53', 'X4', 'X69', 'X54', 'X82', 'X7', 'X17', 'X2', 'X30', 'X14', 'X67', 'X43', 'X12', 'X96', 'X94', 'X56', 'X27', 'X66', 'X22', 'X71', 'X24', 'X58', 'X6', 'X49', 'X38', 'X99', 'X9', 'X31', 'X46', 'X68', 'X11', 'X13', 'X37', 'X74', 'X61', 'X40', 'X92', 'X52', 'X75', 'X81', 'X41', 'X35', 'X50', 'X91', 'X3', 'X87', 'X20', 'X48', 'X15', 'X65', 'X32', 'X47', 'X26', 'X83', 'X55', 'X23']",checkpoint-5000,0.0
X51,X36,1,,0.3951637186110019,,,free,0.018105967046458,0.8,15.375,1.0,"['X21', 'X85', 'X89', 'X14', 'X43', 'X94', 'X64', 'X1', 'X93', 'X71', 'X24', 'X49', 'X38', 'X99', 'X60', 'X68', 'X13', 'X74', 'X5', 'X45', 'X52', 'X75', 'X70', 'X87', 'X41', 'X50', 'X91', 'X15', 'X23', 'X63', 'X98', 'X53', 'X4', 'X69', 'X42', 'X82', 'X17', 'X67', 'X72', 'X12', 'X10', 'X96', 'X56', 'X66', 'X22', 'X26', 'X58', 'X6', 'X76', 'X86', 'X46', 'X78', 'X37', 'X88', 'X33', 'X16', 'X40', 'X81', 'X35', 'X3', 'X65', 'X20', 'X90', 'X8', 'X47', 'X62', 'X18', 'X83', 'X0']",checkpoint-5000,0.0
X99,X51,0,,0.2709161043167114,,,free,0.0161093546331417,0.4,0.75,0.25,"['X89', 'X36']",checkpoint-5000,0.0
X99,X51,1,,0.2672879695892334,,,free,0.0061230659484863,0.2,1.0,0.0,"['X36', 'X28']",checkpoint-5000,0.0
X53,X8,0,,0.5992816951539781,,,free,0.052678340396827,0.9,28.0,0.7777777777777778,"['X21', 'X85', 'X89', 'X2', 'X14', 'X43', 'X94', 'X64', 'X27', 'X1', 'X71', 'X24', 'X19', 'X38', 'X9', 'X99', 'X31', 'X80', 'X11', 'X68', 'X13', 'X5', 'X45', 'X92', 'X52', 'X25', 'X70', 'X41', 'X87', 'X50', 'X91', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X98', 'X4', 'X69', 'X54', 'X82', 'X17', 'X30', 'X72', 'X67', 'X12', 'X36', 'X57', 'X96', 'X66', 'X26', 'X58', 'X6', 'X76', 'X86', 'X46', 'X78', 'X37', 'X88', 'X33', 'X16', 'X40', 'X3', 'X81', 'X20', 'X90', 'X62', 'X47', 'X49', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X53,X8,1,,0.5528891554900578,,,free,0.0281383372315367,0.7,8.857142857142858,0.2857142857142857,"['X21', 'X79', 'X98', 'X4', 'X69', 'X54', 'X82', 'X17', 'X30', 'X2', 'X67', 'X72', 'X57', 'X96', 'X64', 'X94', 'X66', 'X71', 'X6', 'X46', 'X13', 'X37', 'X5', 'X45', 'X16', 'X40', 'X92', 'X52', 'X25', 'X3', 'X35', 'X50', 'X20', 'X15', 'X32', 'X62', 'X26', 'X77', 'X55', 'X0', 'X23']",checkpoint-5000,0.0
X58,X89,0,,0.3507386203855276,,,free,0.0747474562058144,0.8,17.75,0.375,"['X21', 'X85', 'X7', 'X2', 'X14', 'X43', 'X94', 'X64', 'X51', 'X27', 'X1', 'X93', 'X71', 'X24', 'X38', 'X99', 'X31', 'X68', 'X13', 'X5', 'X74', 'X45', 'X92', 'X52', 'X25', 'X75', 'X70', 'X87', 'X41', 'X50', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X98', 'X53', 'X4', 'X42', 'X69', 'X54', 'X82', 'X17', 'X30', 'X59', 'X72', 'X12', 'X36', 'X57', 'X96', 'X56', 'X66', 'X28', 'X26', 'X6', 'X46', 'X37', 'X40', 'X3', 'X81', 'X65', 'X20', 'X8', 'X90', 'X47', 'X62', 'X49', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X58,X89,1,,0.3846567784036909,,,free,0.0586744214178425,0.7,17.714285714285715,0.5714285714285714,"['X21', 'X29', 'X2', 'X14', 'X43', 'X94', 'X64', 'X51', 'X1', 'X93', 'X71', 'X24', 'X49', 'X38', 'X9', 'X31', 'X60', 'X11', 'X68', 'X13', 'X5', 'X45', 'X92', 'X52', 'X70', 'X87', 'X41', 'X50', 'X91', 'X15', 'X32', 'X77', 'X23', 'X79', 'X63', 'X98', 'X53', 'X4', 'X69', 'X54', 'X17', 'X72', 'X67', 'X12', 'X96', 'X57', 'X56', 'X66', 'X84', 'X22', 'X6', 'X76', 'X78', 'X37', 'X33', 'X16', 'X73', 'X40', 'X81', 'X3', 'X20', 'X8', 'X90', 'X62', 'X47', 'X26', 'X83', 'X55', 'X0']",checkpoint-5000,0.0
X89,X58,0,,0.5466970577836037,,,free,0.0808506162308445,0.8,9.875,0.375,"['X21', 'X63', 'X53', 'X98', 'X85', 'X69', 'X54', 'X7', 'X14', 'X72', 'X12', 'X36', 'X10', 'X94', 'X64', 'X56', 'X51', 'X66', 'X1', 'X22', 'X93', 'X24', 'X6', 'X99', 'X76', 'X86', 'X80', 'X78', 'X68', 'X13', 'X5', 'X74', 'X45', 'X92', 'X52', 'X25', 'X48', 'X35', 'X41', 'X50', 'X65', 'X91', 'X81', 'X47', 'X62', 'X83', 'X55', 'X0', 'X23']",checkpoint-5000,0.0
X89,X58,1,,0.5471691957541874,,,free,0.0391205424298145,0.7,11.142857142857142,0.5714285714285714,"['X29', 'X79', 'X63', 'X98', 'X85', 'X4', 'X54', 'X7', 'X14', 'X67', 'X43', 'X96', 'X94', 'X57', 'X56', 'X51', 'X66', 'X22', 'X93', 'X24', 'X6', 'X38', 'X9', 'X31', 'X46', 'X68', 'X78', 'X13', 'X37', 'X5', 'X88', 'X61', 'X92', 'X75', 'X70', 'X41', 'X81', 'X87', 'X50', 'X91', 'X48', 'X3', 'X20', 'X15', 'X90', 'X32', 'X47', 'X49', 'X55', 'X0', 'X23']",checkpoint-5000,0.0
X9,X26,0,,0.0551895430045468,,,free,0.0180766715431781,0.7,11.428571428571429,0.5714285714285714,"['X79', 'X63', 'X53', 'X98', 'X4', 'X69', 'X7', 'X17', 'X2', 'X72', 'X57', 'X96', 'X64', 'X94', 'X27', 'X66', 'X71', 'X6', 'X76', 'X86', 'X46', 'X13', 'X37', 'X5', 'X45', 'X33', 'X16', 'X40', 'X25', 'X70', 'X3', 'X48', 'X91', 'X20', 'X8', 'X15', 'X62', 'X47', 'X77', 'X55', 'X0', 'X23']",checkpoint-5000,0.0
