target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
X84,X15,0,,0.4334895859162013,,,free,0.0494108057918122,0.6,36.833333333333336,0.1666666666666666,"['X3', 'X83', 'X44', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X52', 'X1', 'X57', 'X65', 'X28', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X16', 'X70', 'X37', 'X24', 'X53', 'X62', 'X31', 'X49', 'X94', 'X21', 'X71', 'X5', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X73', 'X89', 'X93', 'X86', 'X60', 'X9', 'X66', 'X82', 'X96', 'X29', 'X34', 'X55', 'X23', 'X69', 'X50', 'X33', 'X88', 'X20', 'X40', 'X18', 'X4', 'X17', 'X22', 'X80', 'X95', 'X26', 'X36', 'X78', 'X72', 'X38', 'X6', 'X0', 'X92', 'X85', 'X19', 'X35', 'X12', 'X51', 'X79', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X84,X15,1,,0.4388701021671295,,,free,0.0484056674366915,0.3,54.333333333333336,0.0,"['X3', 'X83', 'X44', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X52', 'X1', 'X39', 'X57', 'X65', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X24', 'X62', 'X53', 'X31', 'X49', 'X5', 'X94', 'X21', 'X71', 'X91', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X73', 'X89', 'X86', 'X60', 'X9', 'X82', 'X96', 'X7', 'X29', 'X34', 'X55', 'X23', 'X69', 'X50', 'X33', 'X30', 'X88', 'X40', 'X18', 'X4', 'X17', 'X22', 'X80', 'X95', 'X11', 'X26', 'X72', 'X38', 'X36', 'X6', 'X0', 'X92', 'X85', 'X35', 'X19', 'X12', 'X51', 'X79', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X45,X90,0,,0.4857905507087707,,,free,0.0,0.1,39.0,0.0,"['X43', 'X73', 'X83', 'X86', 'X47', 'X66', 'X82', 'X2', 'X52', 'X29', 'X57', 'X55', 'X23', 'X50', 'X48', 'X68', 'X10', 'X22', 'X80', 'X53', 'X95', 'X94', 'X36', 'X78', 'X26', 'X72', 'X21', 'X38', 'X56', 'X85', 'X19', 'X12', 'X51', 'X8', 'X79', 'X76', 'X75', 'X59', 'X64']",checkpoint-5000,0.0
X45,X90,1,,,,,free,,0.0,,,[],checkpoint-5000,0.0
X90,X41,0,,,,,free,,0.0,,,[],checkpoint-5000,0.0
X90,X41,1,,0.8016713261604309,,,free,0.0,0.1,26.0,0.0,"['X99', 'X73', 'X3', 'X28', 'X88', 'X18', 'X74', 'X37', 'X22', 'X84', 'X60', 'X24', 'X31', 'X2', 'X5', 'X38', 'X63', 'X52', 'X29', 'X92', 'X56', 'X35', 'X12', 'X23', 'X69', 'X48']",checkpoint-5000,0.0
X91,X30,0,,0.5390292831829616,,,free,0.043288477454771,0.7,26.142857142857142,0.0,"['X3', 'X83', 'X44', 'X61', 'X27', 'X47', 'X67', 'X54', 'X81', 'X87', 'X2', 'X52', 'X1', 'X57', 'X28', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X62', 'X53', 'X5', 'X94', 'X71', 'X21', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X73', 'X86', 'X60', 'X66', 'X82', 'X96', 'X7', 'X29', 'X55', 'X41', 'X23', 'X69', 'X50', 'X33', 'X88', 'X40', 'X20', 'X4', 'X22', 'X17', 'X84', 'X80', 'X95', 'X11', 'X26', 'X72', 'X36', 'X78', 'X38', 'X6', 'X0', 'X92', 'X85', 'X35', 'X19', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X91,X30,1,,0.5428488478064537,,,free,0.0500651400573939,0.4,28.0,0.5,"['X3', 'X83', 'X61', 'X27', 'X67', 'X97', 'X87', 'X2', 'X52', 'X1', 'X57', 'X65', 'X48', 'X68', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X49', 'X53', 'X31', 'X94', 'X5', 'X71', 'X56', 'X46', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X73', 'X89', 'X93', 'X86', 'X60', 'X9', 'X66', 'X96', 'X29', 'X34', 'X55', 'X41', 'X23', 'X69', 'X50', 'X33', 'X20', 'X40', 'X18', 'X4', 'X22', 'X17', 'X15', 'X80', 'X95', 'X11', 'X26', 'X72', 'X78', 'X38', 'X36', 'X0', 'X92', 'X35', 'X19', 'X12', 'X51', 'X79', 'X76', 'X13', 'X32']",checkpoint-5000,0.0
X90,X93,0,,0.8050141930580139,,,free,0.0241568088531494,0.2,27.5,0.0,"['X25', 'X3', 'X83', 'X44', 'X89', 'X86', 'X61', 'X27', 'X67', 'X9', 'X54', 'X87', 'X63', 'X29', 'X1', 'X57', 'X55', 'X41', 'X65', 'X23', 'X69', 'X48', 'X33', 'X68', 'X10', 'X14', 'X58', 'X77', 'X18', 'X37', 'X17', 'X80', 'X62', 'X31', 'X11', 'X5', 'X21', 'X38', 'X71', 'X78', 'X6', 'X0', 'X85', 'X19', 'X59', 'X51', 'X75', 'X74', 'X64']",checkpoint-5000,0.0
X90,X93,1,,0.7668710649013519,,,free,0.0250075757503509,0.2,50.5,0.5,"['X3', 'X83', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X1', 'X57', 'X65', 'X28', 'X48', 'X99', 'X10', 'X14', 'X58', 'X77', 'X70', 'X37', 'X24', 'X62', 'X53', 'X31', 'X49', 'X21', 'X71', 'X91', 'X56', 'X45', 'X46', 'X8', 'X74', 'X42', 'X43', 'X25', 'X98', 'X60', 'X9', 'X66', 'X96', 'X7', 'X29', 'X55', 'X69', 'X50', 'X33', 'X88', 'X40', 'X20', 'X18', 'X22', 'X17', 'X80', 'X26', 'X36', 'X72', 'X78', 'X38', 'X6', 'X85', 'X35', 'X12', 'X51', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X24,X11,0,,0.2002290139595667,,,free,0.0063338058585319,0.3,23.0,0.3333333333333333,"['X83', 'X61', 'X67', 'X54', 'X97', 'X63', 'X57', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X37', 'X49', 'X62', 'X31', 'X5', 'X21', 'X71', 'X56', 'X8', 'X74', 'X42', 'X43', 'X25', 'X98', 'X73', 'X89', 'X86', 'X60', 'X9', 'X66', 'X82', 'X7', 'X29', 'X55', 'X69', 'X50', 'X33', 'X88', 'X4', 'X22', 'X15', 'X17', 'X80', 'X95', 'X26', 'X72', 'X38', 'X36', 'X6', 'X0', 'X35', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X24,X11,1,,0.2162062257528305,,,free,0.026810517412642,0.5,30.6,0.6,"['X3', 'X83', 'X44', 'X61', 'X27', 'X47', 'X67', 'X54', 'X81', 'X87', 'X63', 'X52', 'X1', 'X39', 'X57', 'X65', 'X48', 'X99', 'X68', 'X70', 'X16', 'X37', 'X62', 'X49', 'X53', 'X31', 'X5', 'X94', 'X71', 'X91', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X25', 'X98', 'X73', 'X89', 'X93', 'X86', 'X60', 'X9', 'X66', 'X82', 'X96', 'X7', 'X29', 'X34', 'X55', 'X41', 'X23', 'X50', 'X33', 'X88', 'X30', 'X20', 'X4', 'X18', 'X17', 'X22', 'X15', 'X80', 'X95', 'X26', 'X72', 'X38', 'X36', 'X78', 'X6', 'X0', 'X92', 'X85', 'X35', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X46,X79,0,,0.3718091050783793,,,free,0.0623758239285891,0.3,38.66666666666666,0.3333333333333333,"['X3', 'X83', 'X44', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X1', 'X57', 'X65', 'X28', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X24', 'X62', 'X49', 'X90', 'X31', 'X94', 'X5', 'X71', 'X91', 'X56', 'X8', 'X75', 'X74', 'X42', 'X43', 'X25', 'X98', 'X73', 'X86', 'X66', 'X82', 'X96', 'X7', 'X29', 'X55', 'X41', 'X69', 'X50', 'X88', 'X40', 'X20', 'X4', 'X17', 'X84', 'X22', 'X80', 'X95', 'X11', 'X26', 'X72', 'X36', 'X38', 'X6', 'X0', 'X92', 'X85', 'X35', 'X19', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X46,X79,1,,0.3657450924317042,,,free,0.0508867216547755,0.6,46.66666666666666,0.3333333333333333,"['X3', 'X83', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X81', 'X87', 'X2', 'X63', 'X52', 'X1', 'X39', 'X57', 'X65', 'X28', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X16', 'X70', 'X37', 'X24', 'X62', 'X49', 'X31', 'X53', 'X5', 'X21', 'X71', 'X94', 'X91', 'X56', 'X45', 'X8', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X73', 'X89', 'X86', 'X60', 'X9', 'X66', 'X82', 'X96', 'X7', 'X29', 'X34', 'X55', 'X41', 'X23', 'X69', 'X50', 'X33', 'X88', 'X40', 'X20', 'X4', 'X18', 'X22', 'X15', 'X17', 'X80', 'X95', 'X11', 'X26', 'X72', 'X38', 'X36', 'X78', 'X6', 'X0', 'X92', 'X85', 'X19', 'X35', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X44,X90,0,,0.3859141357243061,,,free,0.0665405941404833,0.8,21.25,0.0,"['X3', 'X61', 'X27', 'X47', 'X67', 'X97', 'X81', 'X87', 'X2', 'X63', 'X52', 'X1', 'X57', 'X65', 'X28', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X37', 'X24', 'X53', 'X62', 'X31', 'X94', 'X5', 'X71', 'X91', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X98', 'X25', 'X89', 'X86', 'X60', 'X9', 'X66', 'X96', 'X7', 'X29', 'X55', 'X41', 'X69', 'X50', 'X33', 'X88', 'X40', 'X4', 'X17', 'X84', 'X15', 'X22', 'X80', 'X95', 'X11', 'X26', 'X72', 'X38', 'X36', 'X78', 'X6', 'X0', 'X92', 'X85', 'X19', 'X35', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X44,X90,1,,0.3750246663888295,,,free,0.0304161221607272,0.6,42.5,0.5,"['X3', 'X83', 'X61', 'X27', 'X47', 'X67', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X52', 'X1', 'X57', 'X65', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X24', 'X53', 'X62', 'X31', 'X49', 'X5', 'X94', 'X71', 'X21', 'X91', 'X56', 'X8', 'X75', 'X74', 'X42', 'X43', 'X25', 'X98', 'X73', 'X89', 'X86', 'X60', 'X9', 'X66', 'X82', 'X96', 'X7', 'X29', 'X55', 'X41', 'X23', 'X69', 'X50', 'X33', 'X30', 'X88', 'X20', 'X40', 'X4', 'X18', 'X17', 'X84', 'X15', 'X22', 'X80', 'X95', 'X26', 'X36', 'X38', 'X78', 'X72', 'X6', 'X0', 'X92', 'X85', 'X35', 'X19', 'X12', 'X51', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X41,X44,0,,0.5779583334922791,,,free,0.0349771011499527,0.5,32.0,0.0,"['X3', 'X83', 'X61', 'X27', 'X47', 'X54', 'X97', 'X87', 'X81', 'X2', 'X63', 'X52', 'X1', 'X57', 'X65', 'X99', 'X68', 'X10', 'X14', 'X58', 'X77', 'X70', 'X16', 'X37', 'X24', 'X53', 'X49', 'X90', 'X5', 'X94', 'X71', 'X91', 'X56', 'X46', 'X8', 'X75', 'X74', 'X42', 'X43', 'X25', 'X73', 'X89', 'X86', 'X60', 'X66', 'X82', 'X96', 'X7', 'X29', 'X55', 'X23', 'X69', 'X88', 'X30', 'X40', 'X20', 'X18', 'X4', 'X22', 'X17', 'X15', 'X80', 'X95', 'X26', 'X36', 'X72', 'X38', 'X6', 'X0', 'X92', 'X85', 'X19', 'X35', 'X12', 'X51', 'X79', 'X76', 'X59', 'X13', 'X64', 'X32']",checkpoint-5000,0.0
X41,X44,1,,0.5666025876998901,,,free,0.009562611579895,0.2,33.0,0.0,"['X43', 'X98', 'X25', 'X73', 'X3', 'X89', 'X61', 'X60', 'X9', 'X67', 'X47', 'X32', 'X97', 'X87', 'X81', 'X2', 'X7', 'X29', 'X39', 'X34', 'X55', 'X57', 'X65', 'X69', 'X33', 'X99', 'X68', 'X58', 'X30', 'X88', 'X77', 'X20', 'X40', 'X4', 'X16', 'X37', 'X84', 'X80', 'X62', 'X53', 'X31', 'X95', 'X5', 'X94', 'X38', 'X26', 'X71', 'X92', 'X91', 'X85', 'X59', 'X35', 'X19', 'X46', 'X76', 'X75', 'X74', 'X13', 'X64', 'X42']",checkpoint-5000,0.0
X93,X90,0,,0.4473261684179306,,,free,0.0302410870790481,0.2,31.0,0.0,"['X43', 'X98', 'X89', 'X27', 'X60', 'X9', 'X97', 'X87', 'X2', 'X63', 'X29', 'X1', 'X65', 'X28', 'X50', 'X48', 'X99', 'X68', 'X10', 'X14', 'X58', 'X88', 'X40', 'X18', 'X16', 'X74', 'X15', 'X80', 'X49', 'X62', 'X31', 'X95', 'X11', 'X5', 'X36', 'X38', 'X21', 'X72', 'X78', 'X6', 'X91', 'X85', 'X35', 'X12', 'X8', 'X79', 'X76', 'X75', 'X59', 'X64', 'X32']",checkpoint-5000,0.0
