,Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
0,0.0,X0,X1,0,5.0,0.9996634506501472,0.9996634125434094,3.810673776527551e-08,true,,,,,,,
1,1.0,X0,X1,1,5.0,0.9996634075269292,0.9996634125434094,5.016480120190181e-09,true,,,,,,,
2,2.0,X0,X2,0,2.0,0.9995648718344252,0.9996634125434094,9.854070898407397e-05,true,,,,,,,
3,3.0,X0,X2,1,2.0,0.9998173701741986,0.9996634125434094,0.0001539576307891,true,,,,,,,
4,4.0,X0,X3,0,2.0,0.9993949230383204,0.9996634125434094,0.000268489505089,true,,,,,,,
5,5.0,X0,X3,1,2.0,0.9999895601989648,0.9996634125434094,0.0003261476555552,true,,,,,,,
6,6.0,X0,X4,0,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
7,7.0,X0,X4,1,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
8,8.0,X0,X5,0,10.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
9,9.0,X0,X5,1,10.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
10,10.0,X0,X6,0,8.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
11,11.0,X0,X6,1,8.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
12,12.0,X0,X7,0,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
13,13.0,X0,X7,1,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
14,14.0,X0,X8,0,9.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
15,15.0,X0,X8,1,9.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
16,16.0,X0,X9,0,5.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
17,17.0,X0,X9,1,5.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
18,18.0,X0,X10,0,-1.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
19,19.0,X0,X10,1,-1.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
20,20.0,X0,X11,0,6.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
21,21.0,X0,X11,1,6.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
22,22.0,X0,X12,0,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
23,23.0,X0,X12,1,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
24,24.0,X0,X13,0,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
25,25.0,X0,X13,1,7.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
26,26.0,X0,X14,0,5.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
27,27.0,X0,X14,1,5.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
28,28.0,X0,X15,0,6.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
29,29.0,X0,X15,1,6.0,0.9996634125434094,0.9996634125434094,0.0,true,,,,,,,
