,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence
0,X0,X1,False,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
1,X0,X1,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
2,X0,X2,False,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
3,X0,X2,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
4,X0,X3,False,8,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
5,X0,X3,True,8,0.1959636030339725,0.1959636030339725,0.0
6,X0,X4,False,5,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
7,X0,X4,True,5,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
8,X0,X5,False,-1,0.1959636030339725,0.1959636030339725,0.0
9,X0,X5,True,-1,0.1959636030339725,0.1959636030339725,0.0
10,X0,X6,False,6,0.1959636030339725,0.1959636030339725,0.0
11,X0,X6,True,6,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
12,X0,X7,False,-1,0.1959636030339725,0.1959636030339725,0.0
13,X0,X7,True,-1,0.1959636030339725,0.1959636030339725,0.0
14,X0,X8,False,9,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
15,X0,X8,True,9,0.19596360303397245,0.1959636030339725,5.551115123125783e-17
16,X0,X9,False,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
17,X0,X9,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
18,X0,X10,False,8,0.1959636030339725,0.1959636030339725,0.0
19,X0,X10,True,8,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
20,X0,X11,False,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
21,X0,X11,True,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
22,X0,X12,False,3,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
23,X0,X12,True,3,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
24,X0,X13,False,3,0.19596360303397242,0.1959636030339725,8.326672684688674e-17
25,X0,X13,True,3,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
26,X0,X14,False,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
27,X0,X14,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
28,X0,X15,False,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
29,X0,X15,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
30,X0,X16,False,-1,0.1959636030339725,0.1959636030339725,0.0
31,X0,X16,True,-1,0.1959636030339725,0.1959636030339725,0.0
32,X0,X17,False,-1,0.1959636030339725,0.1959636030339725,0.0
33,X0,X17,True,-1,0.1959636030339725,0.1959636030339725,0.0
34,X0,X18,False,4,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
35,X0,X18,True,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
36,X0,X19,False,8,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
37,X0,X19,True,8,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
38,X0,X20,False,8,0.1959636030339725,0.1959636030339725,0.0
39,X0,X20,True,8,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
40,X0,X21,False,6,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
41,X0,X21,True,6,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
42,X0,X22,False,7,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
43,X0,X22,True,7,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
44,X0,X23,False,5,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
45,X0,X23,True,5,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
46,X0,X24,False,7,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
47,X0,X24,True,7,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
48,X0,X25,False,7,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
49,X0,X25,True,7,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
50,X0,X26,False,-1,0.1959636030339725,0.1959636030339725,0.0
51,X0,X26,True,-1,0.1959636030339725,0.1959636030339725,0.0
52,X0,X27,False,-1,0.1959636030339725,0.1959636030339725,0.0
53,X0,X27,True,-1,0.1959636030339725,0.1959636030339725,0.0
54,X0,X28,False,2,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
55,X0,X28,True,2,0.19596360303397242,0.1959636030339725,8.326672684688674e-17
56,X0,X29,False,5,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
57,X0,X29,True,5,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
58,X0,X30,False,6,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
59,X0,X30,True,6,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
60,X0,X31,False,2,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
61,X0,X31,True,2,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
62,X0,X32,False,3,0.1959636030339724,0.1959636030339725,1.1102230246251565e-16
63,X0,X32,True,3,0.1959636030339725,0.1959636030339725,0.0
64,X0,X33,False,4,0.1959636030339725,0.1959636030339725,0.0
65,X0,X33,True,4,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
66,X0,X34,False,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
67,X0,X34,True,4,0.19596360303397248,0.1959636030339725,2.7755575615628914e-17
68,X0,X35,False,3,0.19596360303397253,0.1959636030339725,2.7755575615628914e-17
69,X0,X35,True,3,0.1959636030339724,0.1959636030339725,1.1102230246251565e-16
70,X0,X36,False,7,0.19596360303397256,0.1959636030339725,5.551115123125783e-17
