,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence
0,X0,X1,False,5,0.9996634506501472,0.9996634125434094,3.810673776527551e-08
1,X0,X1,True,5,0.9996634075269293,0.9996634125434094,5.016480120190181e-09
2,X0,X2,False,2,0.9995648718344253,0.9996634125434094,9.854070898407397e-05
3,X0,X2,True,2,0.9998173701741986,0.9996634125434094,0.000153957630789181
4,X0,X3,False,2,0.9993949230383203,0.9996634125434094,0.00026848950508906455
5,X0,X3,True,2,0.9999895601989647,0.9996634125434094,0.0003261476555552756
6,X0,X4,False,7,0.9996634125434094,0.9996634125434094,0.0
7,X0,X4,True,7,0.9996634125434094,0.9996634125434094,0.0
8,X0,X5,False,10,0.9996634125434094,0.9996634125434094,0.0
9,X0,X5,True,10,0.9996634125434094,0.9996634125434094,0.0
10,X0,X6,False,8,0.9996634125434094,0.9996634125434094,0.0
11,X0,X6,True,8,0.9996634125434094,0.9996634125434094,0.0
12,X0,X7,False,7,0.9996634125434094,0.9996634125434094,0.0
13,X0,X7,True,7,0.9996634125434094,0.9996634125434094,0.0
14,X0,X8,False,9,0.9996634125434094,0.9996634125434094,0.0
15,X0,X8,True,9,0.9996634125434094,0.9996634125434094,0.0
16,X0,X9,False,5,0.9996634125434094,0.9996634125434094,0.0
17,X0,X9,True,5,0.9996634125434094,0.9996634125434094,0.0
18,X0,X10,False,-1,0.9996634125434094,0.9996634125434094,0.0
19,X0,X10,True,-1,0.9996634125434094,0.9996634125434094,0.0
20,X0,X11,False,6,0.9996634125434094,0.9996634125434094,0.0
21,X0,X11,True,6,0.9996634125434094,0.9996634125434094,0.0
22,X0,X12,False,7,0.9996634125434094,0.9996634125434094,0.0
23,X0,X12,True,7,0.9996634125434094,0.9996634125434094,0.0
24,X0,X13,False,7,0.9996634125434094,0.9996634125434094,0.0
25,X0,X13,True,7,0.9996634125434094,0.9996634125434094,0.0
26,X0,X14,False,5,0.9996634125434094,0.9996634125434094,0.0
27,X0,X14,True,5,0.9996634125434094,0.9996634125434094,0.0
28,X0,X15,False,6,0.9996634125434094,0.9996634125434094,0.0
29,X0,X15,True,6,0.9996634125434094,0.9996634125434094,0.0
30,X0,X16,False,-1,0.9996634125434094,0.9996634125434094,0.0
31,X0,X16,True,-1,0.9996634125434094,0.9996634125434094,0.0
32,X0,X17,False,7,0.9996634125434094,0.9996634125434094,0.0
33,X0,X17,True,7,0.9996634125434094,0.9996634125434094,0.0
34,X0,X18,False,-1,0.9996634125434094,0.9996634125434094,0.0
35,X0,X18,True,-1,0.9996634125434094,0.9996634125434094,0.0
36,X0,X19,False,4,0.9996634125434094,0.9996634125434094,0.0
37,X0,X19,True,4,0.9996634125434094,0.9996634125434094,0.0
38,X0,X20,False,4,0.9996634125434094,0.9996634125434094,0.0
39,X0,X20,True,4,0.9996634125434094,0.9996634125434094,0.0
40,X0,X21,False,5,0.9996634125434094,0.9996634125434094,0.0
41,X0,X21,True,5,0.9996634125434094,0.9996634125434094,0.0
42,X0,X22,False,4,0.9999117919544993,0.9996634125434094,0.00024837941108990513
43,X0,X22,True,4,0.9995617610601216,0.9996634125434094,0.00010165148328777907
44,X0,X23,False,7,0.9996634125434094,0.9996634125434094,0.0
45,X0,X23,True,7,0.9996634125434094,0.9996634125434094,0.0
46,X0,X24,False,6,0.9996634125434094,0.9996634125434094,0.0
47,X0,X24,True,6,0.9996634125434094,0.9996634125434094,0.0
48,X0,X25,False,10,0.9996634125434094,0.9996634125434094,0.0
49,X0,X25,True,10,0.9996634125434094,0.9996634125434094,0.0
50,X0,X26,False,7,0.9996634125434094,0.9996634125434094,0.0
51,X0,X26,True,7,0.9996634125434094,0.9996634125434094,0.0
52,X0,X27,False,8,0.9996634125434094,0.9996634125434094,0.0
53,X0,X27,True,8,0.9996634125434094,0.9996634125434094,0.0
54,X0,X28,False,10,0.9996634125434094,0.9996634125434094,0.0
55,X0,X28,True,10,0.9996634125434094,0.9996634125434094,0.0
56,X0,X29,False,2,0.9996632795024863,0.9996634125434094,1.330409230559937e-07
57,X0,X29,True,2,0.9998985893099869,0.9996634125434094,0.00023517676657747177
58,X0,X30,False,5,0.9996634125434094,0.9996634125434094,0.0
59,X0,X30,True,5,0.9996634125434094,0.9996634125434094,0.0
60,X0,X31,False,4,0.9996634125434094,0.9996634125434094,0.0
61,X0,X31,True,4,0.9996634125434094,0.9996634125434094,0.0
62,X0,X32,False,2,0.9999286959407564,0.9996634125434094,0.0002652833973469937
63,X0,X32,True,2,0.9995366705412823,0.9996634125434094,0.00012674200212714481
64,X0,X33,False,11,0.9996634125434094,0.9996634125434094,0.0
65,X0,X33,True,11,0.9996634125434094,0.9996634125434094,0.0
66,X0,X34,False,-1,0.9996634125434094,0.9996634125434094,0.0
67,X0,X34,True,-1,0.9996634125434094,0.9996634125434094,0.0
68,X0,X35,False,-1,0.9996634125434094,0.9996634125434094,0.0
69,X0,X35,True,-1,0.9996634125434094,0.9996634125434094,0.0
70,X0,X36,False,4,0.9996634125434094,0.9996634125434094,0.0
71,X0,X36,True,4,0.9996634125434094,0.9996634125434094,0.0
72,X0,X37,False,6,0.9996634125434094,0.9996634125434094,0.0
73,X0,X37,True,6,0.9996634125434094,0.9996634125434094,0.0
74,X0,X38,False,-1,0.9996634125434094,0.9996634125434094,0.0
75,X0,X38,True,-1,0.9996634125434094,0.9996634125434094,0.0
76,X0,X39,False,9,0.9996634125434094,0.9996634125434094,0.0
77,X0,X39,True,9,0.9996634125434094,0.9996634125434094,0.0
78,X0,X40,False,7,0.9996634125434094,0.9996634125434094,0.0
79,X0,X40,True,7,0.9996634125434094,0.9996634125434094,0.0
80,X0,X41,False,6,0.9996634125434094,0.9996634125434094,0.0
81,X0,X41,True,6,0.9996634125434094,0.9996634125434094,0.0
82,X0,X42,False,4,0.9996634505058406,0.9996634125434094,3.796243119857934e-08
83,X0,X42,True,4,0.9996633592373019,0.9996634125434094,5.3306107528072744e-08
84,X0,X43,False,8,0.9996634125434094,0.9996634125434094,0.0
85,X0,X43,True,8,0.9996634125434094,0.9996634125434094,0.0
86,X0,X44,False,6,0.9996634125434094,0.9996634125434094,0.0
87,X0,X44,True,6,0.9996634125434094,0.9996634125434094,0.0
88,X0,X45,False,5,0.9996634125434094,0.9996634125434094,0.0
89,X0,X45,True,5,0.9996634125434094,0.9996634125434094,0.0
90,X0,X46,False,7,0.9996634125434094,0.9996634125434094,0.0
91,X0,X46,True,7,0.9996634125434094,0.9996634125434094,0.0
92,X0,X47,False,-1,0.9996634125434094,0.9996634125434094,0.0
93,X0,X47,True,-1,0.9996634125434094,0.9996634125434094,0.0
94,X0,X48,False,7,0.9996634125434094,0.9996634125434094,0.0
95,X0,X48,True,7,0.9996634125434094,0.9996634125434094,0.0
96,X0,X49,False,3,0.9994751696220234,0.9996634125434094,0.00018824292138597265
97,X0,X49,True,3,0.9998435901734459,0.9996634125434094,0.00018017763003652654
98,X0,X50,False,-1,0.9996634125434094,0.9996634125434094,0.0
99,X0,X50,True,-1,0.9996634125434094,0.9996634125434094,0.0
100,X0,X51,False,3,0.9996687363838999,0.9996634125434094,5.323840490456533e-06
101,X0,X51,True,3,0.9996633340557,0.9996634125434094,7.848770944285377e-08
102,X0,X52,False,9,0.9996634125434094,0.9996634125434094,0.0
103,X0,X52,True,9,0.9996634125434094,0.9996634125434094,0.0
104,X0,X53,False,9,0.9996634125434094,0.9996634125434094,0.0
105,X0,X53,True,9,0.9996634125434094,0.9996634125434094,0.0
106,X0,X54,False,-1,0.9996634125434094,0.9996634125434094,0.0
107,X0,X54,True,-1,0.9996634125434094,0.9996634125434094,0.0
108,X0,X55,False,5,0.9996634125434094,0.9996634125434094,0.0
109,X0,X55,True,5,0.9996634125434094,0.9996634125434094,0.0
110,X0,X56,False,5,0.9995622744831864,0.9996634125434094,0.00010113806022304939
111,X0,X56,True,5,0.9998453971570587,0.9996634125434094,0.00018198461364926644
112,X0,X57,False,7,0.9996634125434094,0.9996634125434094,0.0
113,X0,X57,True,7,0.9996634125434094,0.9996634125434094,0.0
114,X0,X58,False,-1,0.9996634125434094,0.9996634125434094,0.0
115,X0,X58,True,-1,0.9996634125434094,0.9996634125434094,0.0
116,X0,X59,False,5,0.999663627749579,0.9996634125434094,2.152061695515073e-07
117,X0,X59,True,5,0.9996623865751149,0.9996634125434094,1.025968294543489e-06
118,X0,X60,False,10,0.9996634125434094,0.9996634125434094,0.0
119,X0,X60,True,10,0.9996634125434094,0.9996634125434094,0.0
120,X0,X61,False,8,0.9996634125434094,0.9996634125434094,0.0
121,X0,X61,True,8,0.9996634125434094,0.9996634125434094,0.0
122,X0,X62,False,6,0.9996634125434094,0.9996634125434094,0.0
123,X0,X62,True,6,0.9996634125434094,0.9996634125434094,0.0
124,X0,X63,False,8,0.9996634125434094,0.9996634125434094,0.0
125,X0,X63,True,8,0.9996634125434094,0.9996634125434094,0.0
126,X0,X64,False,-1,0.9996634125434094,0.9996634125434094,0.0
127,X0,X64,True,-1,0.9996634125434094,0.9996634125434094,0.0
128,X0,X65,False,8,0.9996634125434094,0.9996634125434094,0.0
129,X0,X65,True,8,0.9996634125434094,0.9996634125434094,0.0
130,X0,X66,False,2,0.9999904776454702,0.9996634125434094,0.0003270651020608195
131,X0,X66,True,2,0.999380143783951,0.9996634125434094,0.00028326875945838825
132,X0,X67,False,6,0.9996634125434094,0.9996634125434094,0.0
133,X0,X67,True,6,0.9996634125434094,0.9996634125434094,0.0
134,X0,X68,False,5,0.9996633646142072,0.9996634125434094,4.79292021626776e-08
135,X0,X68,True,5,0.9996634983146361,0.9996634125434094,8.577122667663417e-08
136,X0,X69,False,9,0.9996634125434094,0.9996634125434094,0.0
137,X0,X69,True,9,0.9996634125434094,0.9996634125434094,0.0
138,X0,X70,False,4,0.999705174422457,0.9996634125434094,4.176187904758599e-05
139,X0,X70,True,4,0.9996602443997284,0.9996634125434094,3.168143680953861e-06
140,X0,X71,False,9,0.9996634125434094,0.9996634125434094,0.0
141,X0,X71,True,9,0.9996634125434094,0.9996634125434094,0.0
142,X0,X72,False,-1,0.9996634125434094,0.9996634125434094,0.0
143,X0,X72,True,-1,0.9996634125434094,0.9996634125434094,0.0
144,X0,X73,False,-1,0.9996634125434094,0.9996634125434094,0.0
145,X0,X73,True,-1,0.9996634125434094,0.9996634125434094,0.0
146,X0,X74,False,6,0.9996633646156267,0.9996634125434094,4.7927782742540614e-08
147,X0,X74,True,6,0.9996634981675809,0.9996634125434094,8.562417153079593e-08
148,X0,X75,False,5,0.9996634090558925,0.9996634125434094,3.4875169419024132e-09
149,X0,X75,True,5,0.999663434664946,0.9996634125434094,2.2121536602526248e-08
150,X0,X76,False,-1,0.9996634125434094,0.9996634125434094,0.0
151,X0,X76,True,-1,0.9996634125434094,0.9996634125434094,0.0
152,X0,X77,False,-1,0.9996634125434094,0.9996634125434094,0.0
153,X0,X77,True,-1,0.9996634125434094,0.9996634125434094,0.0
154,X0,X78,False,10,0.9996634125434094,0.9996634125434094,0.0
155,X0,X78,True,10,0.9996634125434094,0.9996634125434094,0.0
156,X0,X79,False,-1,0.9996634125434094,0.9996634125434094,0.0
157,X0,X79,True,-1,0.9996634125434094,0.9996634125434094,0.0
158,X0,X80,False,1,0.9993798880110785,0.9996634125434094,0.00028352453233093655
159,X0,X80,True,1,0.9999904838925434,0.9996634125434094,0.0003270713491340116
160,X0,X81,False,3,0.9994987346638262,0.9996634125434094,0.00016467787958318603
161,X0,X81,True,3,0.9999168873929747,0.9996634125434094,0.00025347484956528277
162,X0,X82,False,4,0.9996639095779584,0.9996634125434094,4.970345489629935e-07
163,X0,X82,True,4,0.999503999406339,0.9996634125434094,0.0001594131370703522
164,X0,X83,False,-1,0.9996634125434094,0.9996634125434094,0.0
165,X0,X83,True,-1,0.9996634125434094,0.9996634125434094,0.0
166,X0,X84,False,5,0.9998398200417955,0.9996634125434094,0.0001764074983860997
167,X0,X84,True,5,0.9996515036145986,0.9996634125434094,1.1908928810755448e-05
168,X0,X85,False,9,0.9996634125434094,0.9996634125434094,0.0
169,X0,X85,True,9,0.9996634125434094,0.9996634125434094,0.0
170,X0,X86,False,-1,0.9996634125434094,0.9996634125434094,0.0
171,X0,X86,True,-1,0.9996634125434094,0.9996634125434094,0.0
172,X0,X87,False,2,0.9999245199388391,0.9996634125434094,0.00026110739542972716
173,X0,X87,True,2,0.9994025538494016,0.9996634125434094,0.00026085869400782613
174,X0,X88,False,11,0.9996634125434094,0.9996634125434094,0.0
175,X0,X88,True,11,0.9996634125434094,0.9996634125434094,0.0
176,X0,X89,False,4,0.9996635432094501,0.9996634125434094,1.3066604065414822e-07
177,X0,X89,True,4,0.9996633382756921,0.9996634125434094,7.426771730933979e-08
178,X0,X90,False,-1,0.9996634125434094,0.9996634125434094,0.0
179,X0,X90,True,-1,0.9996634125434094,0.9996634125434094,0.0
180,X0,X91,False,3,0.9999254528760969,0.9996634125434094,0.0002620403326875076
181,X0,X91,True,3,0.9995502373153133,0.9996634125434094,0.00011317522809606295
182,X0,X92,False,9,0.9996634125434094,0.9996634125434094,0.0
183,X0,X92,True,9,0.9996634125434094,0.9996634125434094,0.0
184,X0,X93,False,-1,0.9996634125434094,0.9996634125434094,0.0
185,X0,X93,True,-1,0.9996634125434094,0.9996634125434094,0.0
186,X0,X94,False,3,0.9997051749423504,0.9996634125434094,4.176239894104761e-05
187,X0,X94,True,3,0.9994022118975511,0.9996634125434094,0.00026120064585832825
188,X0,X95,False,3,0.9999207737627086,0.9996634125434094,0.0002573612192992014
189,X0,X95,True,3,0.9996124488615338,0.9996634125434094,5.09636818756265e-05
190,X0,X96,False,4,0.9995731705579546,0.9996634125434094,9.024198545481976e-05
191,X0,X96,True,4,0.9996982307922233,0.9996634125434094,3.481824881390594e-05
192,X0,X97,False,7,0.9996634125434094,0.9996634125434094,0.0
193,X0,X97,True,7,0.9996634125434094,0.9996634125434094,0.0
194,X0,X98,False,3,0.999663337318218,0.9996634125434094,7.522519140934492e-08
