,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence
0,X0,X1,False,5,0.6700794778254486,0.6700794778254486,0.0
1,X0,X1,True,5,0.6700794778254485,0.6700794778254486,1.1102230246251565e-16
2,X0,X2,False,2,0.4372532227819582,0.6700794778254486,0.23282625504349042
3,X0,X2,True,2,0.7299962214163331,0.6700794778254486,0.0599167435908845
4,X0,X3,False,4,0.397086923948293,0.6700794778254486,0.27299255387715565
5,X0,X3,True,4,0.873289385538591,0.6700794778254486,0.2032099077131424
6,X0,X4,False,-1,0.6700794778254486,0.6700794778254486,0.0
7,X0,X4,True,-1,0.6700794778254486,0.6700794778254486,0.0
8,X0,X5,False,5,0.6700794624217821,0.6700794778254486,1.540366656449521e-08
9,X0,X5,True,5,0.670079504958387,0.6700794778254486,2.713293834055719e-08
10,X0,X6,False,5,0.6700803335150941,0.6700794778254486,8.556896454736673e-07
11,X0,X6,True,5,0.6700785066761815,0.6700794778254486,9.711492671149458e-07
12,X0,X7,False,5,0.6693940219737274,0.6700794778254486,0.000685455851721195
13,X0,X7,True,5,0.6703991075864439,0.6700794778254486,0.00031962976099531026
14,X0,X8,False,5,0.6677080357008334,0.6700794778254486,0.002371442124615264
15,X0,X8,True,5,0.6739472014904201,0.6700794778254486,0.0038677236649714564
16,X0,X9,False,4,0.6700794778254486,0.6700794778254486,0.0
17,X0,X9,True,4,0.6700794778254487,0.6700794778254486,1.1102230246251565e-16
18,X0,X10,False,-1,0.6700794778254486,0.6700794778254486,0.0
19,X0,X10,True,-1,0.6700794778254486,0.6700794778254486,0.0
20,X0,X11,False,1,0.6734405376072976,0.6700794778254486,0.003361059781848974
21,X0,X11,True,1,0.668946104856326,0.6700794778254486,0.0011333729691226369
22,X0,X12,False,6,0.6677124350412026,0.6700794778254486,0.002367042784246043
23,X0,X12,True,6,0.6732904808580965,0.6700794778254486,0.0032110030326478745
24,X0,X13,False,2,0.7211323899766567,0.6700794778254486,0.05105291215120811
25,X0,X13,True,2,0.5177640067907109,0.6700794778254486,0.15231547103473775
26,X0,X14,False,5,0.6700794778254485,0.6700794778254486,1.1102230246251565e-16
27,X0,X14,True,5,0.6700794778254486,0.6700794778254486,0.0
28,X0,X15,False,5,0.6700809211043872,0.6700794778254486,1.4432789385843137e-06
29,X0,X15,True,5,0.6677751446538722,0.6700794778254486,0.0023043331715764115
30,X0,X16,False,5,0.6700794778254485,0.6700794778254486,1.1102230246251565e-16
31,X0,X16,True,5,0.6700794778254486,0.6700794778254486,0.0
