,var1,var2,distance,mutual_information
0,X1,X0,5,5.242447332141752e-08
1,X2,X0,-1,0.0
2,X2,X1,-1,0.0
3,X3,X0,-1,0.0
4,X3,X1,-1,0.0
5,X3,X2,-1,0.0
6,X4,X0,-1,0.0
7,X4,X1,-1,0.0
8,X4,X2,-1,0.0
9,X4,X3,-1,0.0
10,X5,X0,7,1.8901837252541745e-09
11,X5,X1,4,1.212743603332204e-07
12,X5,X2,-1,0.0
13,X5,X3,-1,0.0
14,X5,X4,-1,0.0
15,X6,X0,7,0.0
16,X6,X1,8,0.0
17,X6,X2,-1,0.0
18,X6,X3,-1,0.0
19,X6,X4,-1,0.0
20,X6,X5,9,0.0
21,X7,X0,-1,0.0
22,X7,X1,-1,0.0
23,X7,X2,-1,0.0
24,X7,X3,-1,0.0
25,X7,X4,-1,0.0
26,X7,X5,-1,0.0
27,X7,X6,-1,0.0
28,X8,X0,1,0.0011608536619778205
29,X8,X1,4,1.8332956636912725e-05
30,X8,X2,-1,0.0
31,X8,X3,-1,0.0
32,X8,X4,-1,0.0
33,X8,X5,6,6.543445937012409e-07
34,X8,X6,6,0.0
35,X8,X7,-1,0.0
36,X9,X0,8,0.0
37,X9,X1,9,0.0
38,X9,X2,-1,0.0
39,X9,X3,-1,0.0
40,X9,X4,-1,0.0
41,X9,X5,10,0.0
42,X9,X6,1,0.03014867100230673
43,X9,X7,-1,0.0
44,X9,X8,7,0.0
45,X10,X0,3,4.475700604701905e-07
46,X10,X1,2,0.05188261502591885
47,X10,X2,-1,0.0
48,X10,X3,-1,0.0
49,X10,X4,-1,0.0
50,X10,X5,4,3.481699949263564e-08
51,X10,X6,6,0.0
52,X10,X7,-1,0.0
53,X10,X8,2,0.00015716039745818566
54,X10,X9,7,0.0
55,X11,X0,7,9.99613900107783e-09
56,X11,X1,7,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,-1,0.0
60,X11,X5,5,0.0
61,X11,X6,8,0.0
62,X11,X7,-1,0.0
63,X11,X8,6,3.496493262754774e-06
64,X11,X9,9,0.0
65,X11,X10,6,0.0
66,X12,X0,6,0.0
67,X12,X1,6,0.0
68,X12,X2,-1,0.0
69,X12,X3,-1,0.0
70,X12,X4,-1,0.0
71,X12,X5,8,0.0
72,X12,X6,5,0.0
73,X12,X7,-1,0.0
74,X12,X8,5,0.0
75,X12,X9,6,0.0
76,X12,X10,5,0.0
77,X12,X11,7,0.0
78,X13,X0,4,1.0636159787981706e-06
79,X13,X1,5,0.0
80,X13,X2,-1,0.0
81,X13,X3,-1,0.0
82,X13,X4,-1,0.0
83,X13,X5,4,0.0015269289013649092
84,X13,X6,7,0.0
85,X13,X7,-1,0.0
86,X13,X8,3,0.0003709297089452227
87,X13,X9,8,0.0
88,X13,X10,3,2.58649896230903e-07
89,X13,X11,3,0.00817993946826228
90,X13,X12,6,0.0
91,X14,X0,4,7.700719026448932e-09
92,X14,X1,5,0.0
93,X14,X2,-1,0.0
94,X14,X3,-1,0.0
95,X14,X4,-1,0.0
96,X14,X5,6,3.301110954729075e-08
97,X14,X6,3,0.01350592755686163
98,X14,X7,-1,0.0
99,X14,X8,3,2.698160034737395e-06
100,X14,X9,4,0.0
101,X14,X10,3,6.187807228324895e-13
102,X14,X11,5,1.7620844740434975e-07
103,X14,X12,2,0.0
104,X14,X13,4,8.571545817535886e-07
105,X15,X0,7,0.0
106,X15,X1,8,0.0
107,X15,X2,-1,0.0
108,X15,X3,-1,0.0
109,X15,X4,-1,0.0
110,X15,X5,7,0.0
111,X15,X6,10,0.0
112,X15,X7,-1,0.0
113,X15,X8,6,0.0
114,X15,X9,11,0.0
115,X15,X10,7,0.0
116,X15,X11,4,0.0
117,X15,X12,8,0.0
118,X15,X13,5,0.0
119,X15,X14,7,0.0
120,X16,X0,2,0.0006002573622212793
121,X16,X1,3,0.0
122,X16,X2,-1,0.0
123,X16,X3,-1,0.0
124,X16,X4,-1,0.0
125,X16,X5,7,0.0
126,X16,X6,7,0.0
127,X16,X7,-1,0.0
128,X16,X8,1,0.21098265545506756
129,X16,X9,8,0.0
130,X16,X10,3,0.0
131,X16,X11,7,0.0
132,X16,X12,6,0.0
133,X16,X13,4,1.5823358023708432e-05
134,X16,X14,4,3.7879145149552284e-11
135,X16,X15,5,0.0
136,X17,X0,8,0.0
137,X17,X1,9,0.0
138,X17,X2,-1,0.0
139,X17,X3,-1,0.0
140,X17,X4,-1,0.0
141,X17,X5,8,0.0
142,X17,X6,11,0.0
143,X17,X7,-1,0.0
144,X17,X8,8,0.0
145,X17,X9,12,0.0
146,X17,X10,8,0.0
147,X17,X11,5,0.0
148,X17,X12,10,0.0
149,X17,X13,6,0.0
150,X17,X14,8,0.0
151,X17,X15,3,0.0
152,X17,X16,8,0.0
153,X18,X0,7,0.0
154,X18,X1,6,0.0
155,X18,X2,-1,0.0
156,X18,X3,-1,0.0
157,X18,X4,-1,0.0
158,X18,X5,10,0.0
159,X18,X6,12,0.0
160,X18,X7,-1,0.0
161,X18,X8,6,0.0
162,X18,X9,13,0.0
163,X18,X10,8,0.0
164,X18,X11,12,0.0
165,X18,X12,11,0.0
166,X18,X13,9,0.0
167,X18,X14,9,0.0
168,X18,X15,10,0.0
169,X18,X16,5,0.0
170,X18,X17,13,0.0
171,X19,X0,5,4.414677822665663e-05
172,X19,X1,6,0.0
173,X19,X2,-1,0.0
174,X19,X3,-1,0.0
175,X19,X4,-1,0.0
176,X19,X5,7,1.3948957552208324e-09
177,X19,X6,7,0.0
178,X19,X7,-1,0.0
179,X19,X8,4,0.015430023719301092
180,X19,X9,8,0.0
181,X19,X10,6,0.0006694968987355793
182,X19,X11,5,0.0
183,X19,X12,4,0.0
184,X19,X13,3,0.00019315583996116527
185,X19,X14,4,4.621796338546153e-10
186,X19,X15,4,0.0
187,X19,X16,3,0.04156928959218358
188,X19,X17,6,0.0
189,X19,X18,8,0.0
190,X20,X0,6,4.1501482782039894e-16
191,X20,X1,7,0.0
192,X20,X2,-1,0.0
193,X20,X3,-1,0.0
194,X20,X4,-1,0.0
195,X20,X5,6,0.0
196,X20,X6,9,0.0
197,X20,X7,-1,0.0
198,X20,X8,6,1.3045754541521376e-13
199,X20,X9,10,0.0
200,X20,X10,6,0.0
201,X20,X11,3,5.882743608488982e-09
202,X20,X12,8,0.0
203,X20,X13,4,6.976056147262674e-11
204,X20,X14,6,6.559574725211733e-15
205,X20,X15,1,0.010847349624022912
206,X20,X16,6,0.0
207,X20,X17,2,0.0
208,X20,X18,11,0.0
209,X20,X19,4,0.0
210,X21,X0,5,5.565528180025517e-09
211,X21,X1,2,0.0
212,X21,X2,-1,0.0
213,X21,X3,-1,0.0
214,X21,X4,-1,0.0
215,X21,X5,4,1.2160439688677413e-08
216,X21,X6,7,0.0
217,X21,X7,-1,0.0
218,X21,X8,4,1.947443804055707e-06
219,X21,X9,8,0.0
220,X21,X10,2,0.006076415684217625
221,X21,X11,7,0.0
222,X21,X12,4,0.0
223,X21,X13,5,2.2191114349880874e-05
224,X21,X14,4,5.300898100540537e-11
225,X21,X15,8,0.0
226,X21,X16,5,0.0
227,X21,X17,9,0.0
228,X21,X18,8,0.0
229,X21,X19,4,0.05954777207058021
230,X21,X20,7,0.0
231,X22,X0,4,3.163915153207827e-07
232,X22,X1,5,0.0
233,X22,X2,-1,0.0
234,X22,X3,-1,0.0
235,X22,X4,-1,0.0
236,X22,X5,6,1.4444898668563433e-06
237,X22,X6,5,0.0
238,X22,X7,-1,0.0
239,X22,X8,3,0.00011242670703894486
240,X22,X9,6,0.0
241,X22,X10,3,2.67803217244482e-11
242,X22,X11,5,7.710524531424255e-06
243,X22,X12,4,0.0
244,X22,X13,4,3.588879181747561e-05
245,X22,X14,2,5.758600617072809e-06
246,X22,X15,7,0.0
247,X22,X16,4,1.6388864081681728e-09
248,X22,X17,8,0.0
249,X22,X18,9,0.0
250,X22,X19,6,1.999721901401415e-08
251,X22,X20,6,2.8804825216902505e-13
252,X22,X21,4,2.293817821885259e-09
253,X23,X0,4,1.7901893919459346e-06
254,X23,X1,5,0.0
255,X23,X2,-1,0.0
256,X23,X3,-1,0.0
257,X23,X4,-1,0.0
258,X23,X5,5,0.0
259,X23,X6,8,0.0
260,X23,X7,-1,0.0
261,X23,X8,4,0.0006270044622078254
262,X23,X9,9,0.0
263,X23,X10,4,0.0
264,X23,X11,5,2.1815040145592126e-11
265,X23,X12,7,0.0
266,X23,X13,3,0.0035571615963372848
267,X23,X14,5,2.662104602796669e-10
268,X23,X15,5,0.0
269,X23,X16,4,0.0
270,X23,X17,6,0.0
271,X23,X18,7,0.0
272,X23,X19,4,0.0
273,X23,X20,4,8.249004327903895e-10
274,X23,X21,5,0.0
275,X23,X22,5,1.1518850084145309e-08
276,X24,X0,-1,0.0
277,X24,X1,-1,0.0
278,X24,X2,-1,0.0
279,X24,X3,-1,0.0
280,X24,X4,-1,0.0
281,X24,X5,-1,0.0
282,X24,X6,-1,0.0
283,X24,X7,-1,0.0
284,X24,X8,-1,0.0
285,X24,X9,-1,0.0
286,X24,X10,-1,0.0
287,X24,X11,-1,0.0
288,X24,X12,-1,0.0
289,X24,X13,-1,0.0
290,X24,X14,-1,0.0
291,X24,X15,-1,0.0
292,X24,X16,-1,0.0
293,X24,X17,-1,0.0
294,X24,X18,-1,0.0
295,X24,X19,-1,0.0
296,X24,X20,-1,0.0
297,X24,X21,-1,0.0
298,X24,X22,-1,0.0
299,X24,X23,-1,0.0
300,X25,X0,5,1.2055777445274688e-05
301,X25,X1,6,0.0
302,X25,X2,-1,0.0
303,X25,X3,-1,0.0
304,X25,X4,-1,0.0
305,X25,X5,9,0.0
306,X25,X6,9,0.0
307,X25,X7,-1,0.0
308,X25,X8,4,0.004041588731441125
309,X25,X9,10,0.0
310,X25,X10,6,0.0
311,X25,X11,6,0.0
312,X25,X12,6,0.0
313,X25,X13,5,7.236937810251693e-06
314,X25,X14,6,1.7250364952509483e-11
315,X25,X15,2,0.0
316,X25,X16,3,0.010291192955986336
317,X25,X17,5,0.0
318,X25,X18,8,0.0
319,X25,X19,2,0.020553165115379916
320,X25,X20,3,0.0
321,X25,X21,6,0.0
322,X25,X22,7,7.465677825206855e-10
323,X25,X23,6,0.0
324,X25,X24,-1,0.0
325,X26,X0,6,8.552502149237233e-13
326,X26,X1,4,0.0
327,X26,X2,-1,0.0
328,X26,X3,-1,0.0
329,X26,X4,-1,0.0
330,X26,X5,6,1.809269237546138e-12
331,X26,X6,7,0.0
332,X26,X7,-1,0.0
333,X26,X8,5,2.99287938320471e-10
334,X26,X9,8,0.0
335,X26,X10,4,8.804535923696872e-07
336,X26,X11,7,0.0
337,X26,X12,4,0.0
338,X26,X13,6,9.859207910360987e-09
339,X26,X14,4,2.3565817348976448e-14
340,X26,X15,8,0.0
341,X26,X16,6,0.0
342,X26,X17,10,0.0
343,X26,X18,10,0.0
344,X26,X19,4,2.571025756572211e-05
345,X26,X20,8,0.0
346,X26,X21,2,7.007710522351977e-05
347,X26,X22,4,1.0196229233377884e-12
348,X26,X23,7,0.0
349,X26,X24,-1,0.0
350,X26,X25,6,0.0
351,X27,X0,5,7.357501552778043e-08
352,X27,X1,2,0.2385301356945647
353,X27,X2,-1,0.0
354,X27,X3,-1,0.0
355,X27,X4,-1,0.0
356,X27,X5,4,1.708325548657196e-07
357,X27,X6,8,0.0
358,X27,X7,-1,0.0
359,X27,X8,4,2.581745037957741e-05
360,X27,X9,9,0.0
361,X27,X10,2,0.06968639844366828
362,X27,X11,7,0.0
363,X27,X12,6,0.0
364,X27,X13,5,1.2666033042219396e-06
365,X27,X14,5,3.0334111592595385e-12
366,X27,X15,8,0.0
367,X27,X16,5,0.0
368,X27,X17,9,0.0
369,X27,X18,8,0.0
370,X27,X19,6,0.0032943845217182615
371,X27,X20,7,0.0
372,X27,X21,2,0.039432430265912644
373,X27,X22,5,1.3124189600472988e-10
374,X27,X23,5,0.0
375,X27,X24,-1,0.0
376,X27,X25,8,0.0
377,X27,X26,4,4.5259504284138625e-06
378,X28,X0,6,1.5366435980707335e-05
379,X28,X1,7,0.0
380,X28,X2,-1,0.0
381,X28,X3,-1,0.0
382,X28,X4,-1,0.0
383,X28,X5,8,4.5366128978116774e-10
384,X28,X6,8,0.0
385,X28,X7,-1,0.0
386,X28,X8,5,0.005278556438741883
387,X28,X9,9,0.0
388,X28,X10,7,0.00021988045904936535
389,X28,X11,6,0.0
390,X28,X12,5,0.0
391,X28,X13,4,6.307540426447183e-05
392,X28,X14,5,1.5032373939275975e-10
393,X28,X15,5,0.0
394,X28,X16,4,0.013816024319814747
395,X28,X17,7,0.0
396,X28,X18,9,0.0
397,X28,X19,1,0.2117857876278672
398,X28,X20,5,0.0
399,X28,X21,5,0.01796718955018961
400,X28,X22,7,6.505812754644706e-09
401,X28,X23,5,0.0
402,X28,X24,-1,0.0
403,X28,X25,3,0.005498154332559627
404,X28,X26,5,7.997162189036315e-06
405,X28,X27,7,0.0011156054016132752
406,X29,X0,5,4.774446104934447e-13
407,X29,X1,6,0.0
408,X29,X2,-1,0.0
409,X29,X3,-1,0.0
410,X29,X4,-1,0.0
411,X29,X5,5,0.0
412,X29,X6,8,0.0
413,X29,X7,-1,0.0
414,X29,X8,5,1.671814820323805e-10
415,X29,X9,9,0.0
416,X29,X10,5,0.0
417,X29,X11,2,1.4592379638960563e-05
418,X29,X12,7,0.0
419,X29,X13,3,1.7253788693162808e-07
420,X29,X14,5,8.43769973307183e-12
421,X29,X15,2,0.0
422,X29,X16,6,0.0
423,X29,X17,3,0.0
424,X29,X18,10,0.0
425,X29,X19,3,0.0
426,X29,X20,1,6.235371107908945e-05
427,X29,X21,6,0.0
428,X29,X22,5,3.6282413535579696e-10
429,X29,X23,3,1.2559414192472088e-06
430,X29,X24,-1,0.0
431,X29,X25,4,0.0
432,X29,X26,7,0.0
433,X29,X27,6,0.0
434,X29,X28,4,0.0
435,X30,X0,4,1.5716206811694679e-06
436,X30,X1,3,0.0
437,X30,X2,-1,0.0
438,X30,X3,-1,0.0
439,X30,X4,-1,0.0
440,X30,X5,7,0.0
441,X30,X6,9,0.0
442,X30,X7,-1,0.0
443,X30,X8,3,0.0005500680230683171
444,X30,X9,10,0.0
445,X30,X10,5,0.0
446,X30,X11,7,1.910125328375323e-11
447,X30,X12,8,0.0
448,X30,X13,5,0.0031022973738437966
449,X30,X14,6,2.330941665105802e-10
450,X30,X15,7,0.0
451,X30,X16,2,0.0
452,X30,X17,8,0.0
453,X30,X18,5,0.0
454,X30,X19,5,0.0
455,X30,X20,6,7.222749362436875e-10
456,X30,X21,5,0.0
457,X30,X22,6,1.0085538277524383e-08
458,X30,X23,2,0.565250506809786
