,var1,var2,distance,mutual_information
0,X1,X0,2,1.9056752856795235e-05
1,X2,X0,2,4.015356949658617e-06
2,X2,X1,2,0.0
3,X3,X0,5,0.0
4,X3,X1,5,0.0
5,X3,X2,5,0.0
6,X4,X0,-1,0.0
7,X4,X1,-1,0.0
8,X4,X2,-1,0.0
9,X4,X3,-1,0.0
10,X5,X0,8,0.0
11,X5,X1,6,0.0
12,X5,X2,8,0.0
13,X5,X3,4,2.0649852636911875e-14
14,X5,X4,-1,0.0
15,X6,X0,4,0.0
16,X6,X1,2,0.0
17,X6,X2,4,0.0
18,X6,X3,4,-1.8353597964822144e-16
19,X6,X4,-1,0.0
20,X6,X5,4,4.640676420253793e-11
21,X7,X0,8,0.0
22,X7,X1,8,0.0
23,X7,X2,8,0.0
24,X7,X3,3,0.0
25,X7,X4,-1,0.0
26,X7,X5,4,0.0
27,X7,X6,6,0.0
28,X8,X0,9,0.0
29,X8,X1,7,0.0
30,X8,X2,9,0.0
31,X8,X3,5,0.0
32,X8,X4,-1,0.0
33,X8,X5,5,0.0
34,X8,X6,5,0.0
35,X8,X7,7,0.0
36,X9,X0,2,2.4884927206346486e-07
37,X9,X1,2,0.0
38,X9,X2,2,0.0
39,X9,X3,5,0.0
40,X9,X4,-1,0.0
41,X9,X5,8,0.0
42,X9,X6,4,0.0
43,X9,X7,8,0.0
44,X9,X8,9,0.0
45,X10,X0,6,0.0
46,X10,X1,6,0.0
47,X10,X2,6,0.0
48,X10,X3,5,0.0
49,X10,X4,-1,0.0
50,X10,X5,7,0.0
51,X10,X6,4,0.0
52,X10,X7,8,0.0
53,X10,X8,6,0.0
54,X10,X9,6,0.0
55,X11,X0,9,0.0
56,X11,X1,7,0.0
57,X11,X2,9,0.0
58,X11,X3,6,0.0
59,X11,X4,-1,0.0
60,X11,X5,4,9.073083317135622e-14
61,X11,X6,6,0.0
62,X11,X7,6,0.0
63,X11,X8,7,0.0
64,X11,X9,9,0.0
65,X11,X10,7,0.0
66,X12,X0,2,1.0693932951996425e-06
67,X12,X1,2,0.0
68,X12,X2,2,0.0
69,X12,X3,5,0.0
70,X12,X4,-1,0.0
71,X12,X5,8,0.0
72,X12,X6,4,0.0
73,X12,X7,8,0.0
74,X12,X8,9,0.0
75,X12,X9,1,0.01990368640586393
76,X12,X10,6,0.0
77,X12,X11,9,0.0
78,X13,X0,-1,0.0
79,X13,X1,-1,0.0
80,X13,X2,-1,0.0
81,X13,X3,-1,0.0
82,X13,X4,-1,0.0
83,X13,X5,-1,0.0
84,X13,X6,-1,0.0
85,X13,X7,-1,0.0
86,X13,X8,-1,0.0
87,X13,X9,-1,0.0
88,X13,X10,-1,0.0
89,X13,X11,-1,0.0
90,X13,X12,-1,0.0
91,X14,X0,-1,0.0
92,X14,X1,-1,0.0
93,X14,X2,-1,0.0
94,X14,X3,-1,0.0
95,X14,X4,-1,0.0
96,X14,X5,-1,0.0
97,X14,X6,-1,0.0
98,X14,X7,-1,0.0
99,X14,X8,-1,0.0
100,X14,X9,-1,0.0
101,X14,X10,-1,0.0
102,X14,X11,-1,0.0
103,X14,X12,-1,0.0
104,X14,X13,-1,0.0
105,X15,X0,11,0.0
106,X15,X1,9,0.0
107,X15,X2,11,0.0
108,X15,X3,8,0.0
109,X15,X4,-1,0.0
110,X15,X5,6,0.0
111,X15,X6,8,0.0
112,X15,X7,8,0.0
113,X15,X8,9,0.0
114,X15,X9,11,0.0
115,X15,X10,9,0.0
116,X15,X11,2,0.0
117,X15,X12,11,0.0
118,X15,X13,-1,0.0
119,X15,X14,-1,0.0
120,X16,X0,3,1.969240429315744e-10
121,X16,X1,3,1.2664818553513666e-06
122,X16,X2,3,3.004948058557197e-07
123,X16,X3,6,0.0
124,X16,X4,-1,0.0
125,X16,X5,9,0.0
126,X16,X6,5,0.0
127,X16,X7,9,0.0
128,X16,X8,10,0.0
129,X16,X9,3,2.8039685199459584e-08
130,X16,X10,7,0.0
131,X16,X11,10,0.0
132,X16,X12,3,1.041678112711361e-07
