,var1,var2,distance,mutual_information
0,X1,X0,8,0.0
1,X2,X0,-1,0.0
2,X2,X1,-1,0.0
3,X3,X0,7,0.0
4,X3,X1,7,0.0
5,X3,X2,-1,0.0
6,X4,X0,2,0.004300512767663992
7,X4,X1,6,0.0
8,X4,X2,-1,0.0
9,X4,X3,5,0.0
10,X5,X0,6,0.0
11,X5,X1,9,0.0
12,X5,X2,-1,0.0
13,X5,X3,8,0.0
14,X5,X4,5,0.0
15,X6,X0,-1,0.0
16,X6,X1,-1,0.0
17,X6,X2,-1,0.0
18,X6,X3,-1,0.0
19,X6,X4,-1,0.0
20,X6,X5,-1,0.0
21,X7,X0,-1,0.0
22,X7,X1,-1,0.0
23,X7,X2,-1,0.0
24,X7,X3,-1,0.0
25,X7,X4,-1,0.0
26,X7,X5,-1,0.0
27,X7,X6,2,9.601909983724044e-12
28,X8,X0,6,3.7034659439748926e-06
29,X8,X1,2,0.023408842917653
30,X8,X2,-1,0.0
31,X8,X3,5,5.902145874687884e-05
32,X8,X4,4,3.2417334588452998e-06
33,X8,X5,7,0.0
34,X8,X6,-1,0.0
35,X8,X7,-1,0.0
36,X9,X0,3,0.001226368825551447
37,X9,X1,7,0.0
38,X9,X2,-1,0.0
39,X9,X3,6,0.0
40,X9,X4,2,0.0037501046722721067
41,X9,X5,5,0.0
42,X9,X6,-1,0.0
43,X9,X7,-1,0.0
44,X9,X8,5,0.0021298277373944397
45,X10,X0,1,0.18525734350132753
46,X10,X1,8,0.0
47,X10,X2,-1,0.0
48,X10,X3,7,0.0
49,X10,X4,2,0.003569826654313383
50,X10,X5,5,0.0
51,X10,X6,-1,0.0
52,X10,X7,-1,0.0
53,X10,X8,6,6.477336490562152e-06
54,X10,X9,2,0.0017865834897316983
55,X11,X0,-1,0.0
56,X11,X1,-1,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,-1,0.0
60,X11,X5,-1,0.0
61,X11,X6,-1,0.0
62,X11,X7,-1,0.0
63,X11,X8,-1,0.0
64,X11,X9,-1,0.0
65,X11,X10,-1,0.0
66,X12,X0,6,0.0
67,X12,X1,7,0.0
68,X12,X2,-1,0.0
69,X12,X3,6,0.0
70,X12,X4,5,0.0
71,X12,X5,4,0.0
72,X12,X6,-1,0.0
73,X12,X7,-1,0.0
74,X12,X8,5,0.0
75,X12,X9,4,0.0
76,X12,X10,5,0.0
77,X12,X11,-1,0.0
78,X13,X0,4,7.598348077148692e-09
79,X13,X1,6,0.0
80,X13,X2,-1,0.0
81,X13,X3,5,0.0
82,X13,X4,3,2.182321188062624e-08
83,X13,X5,6,0.0
84,X13,X6,-1,0.0
85,X13,X7,-1,0.0
86,X13,X8,4,0.0005142492484452718
87,X13,X9,1,0.1333170191915058
88,X13,X10,3,1.1023571932739591e-08
89,X13,X11,-1,0.0
90,X13,X12,4,0.0
91,X14,X0,5,3.380263554875445e-08
92,X14,X1,5,0.0
93,X14,X2,-1,0.0
94,X14,X3,5,3.571596178984565e-05
95,X14,X4,3,2.304896431949352e-06
96,X14,X5,7,0.0
97,X14,X6,-1,0.0
98,X14,X7,-1,0.0
99,X14,X8,3,0.0007114357543882167
100,X14,X9,5,1.716398390400769e-08
101,X14,X10,5,2.3127864670701126e-08
102,X14,X11,-1,0.0
103,X14,X12,5,0.0
104,X14,X13,4,5.6446595638426245e-12
105,X15,X0,5,4.551569917640659e-08
106,X15,X1,10,0.0
107,X15,X2,-1,0.0
108,X15,X3,9,0.0
109,X15,X4,4,1.2956417244350438e-07
110,X15,X5,5,0.0
111,X15,X6,-1,0.0
112,X15,X7,-1,0.0
113,X15,X8,8,1.6950426478878084e-10
114,X15,X9,4,4.6131666436425e-08
115,X15,X10,4,6.595664060786063e-08
116,X15,X11,-1,0.0
117,X15,X12,5,0.0
118,X15,X13,5,0.0
119,X15,X14,7,5.929179273849021e-13
120,X16,X0,5,8.356499168076556e-08
121,X16,X1,5,0.0
122,X16,X2,-1,0.0
123,X16,X3,4,0.00012085256401207518
124,X16,X4,3,6.777289208112936e-06
125,X16,X5,5,0.0
126,X16,X6,-1,0.0
127,X16,X7,-1,0.0
128,X16,X8,3,0.0035890975533420626
129,X16,X9,4,0.01586824566248205
130,X16,X10,5,5.1600061522508124e-08
131,X16,X11,-1,0.0
132,X16,X12,3,0.0
133,X16,X13,3,0.06393540626304624
134,X16,X14,3,0.0012330088539547392
135,X16,X15,6,1.843600683038162e-12
136,X17,X0,6,1.9549075717541746e-10
137,X17,X1,11,0.0
138,X17,X2,-1,0.0
139,X17,X3,10,0.0
140,X17,X4,5,5.615716789075821e-10
141,X17,X5,6,0.0
142,X17,X6,-1,0.0
143,X17,X7,-1,0.0
144,X17,X8,9,7.251631527693376e-13
145,X17,X9,5,1.9736195511315784e-10
146,X17,X10,5,2.836221072397806e-10
147,X17,X11,-1,0.0
148,X17,X12,6,0.0
149,X17,X13,6,0.0
150,X17,X14,8,2.542229008707665e-15
151,X17,X15,1,0.0031070293383951416
152,X17,X16,7,7.901897645833357e-15
153,X18,X0,-1,0.0
154,X18,X1,-1,0.0
155,X18,X2,-1,0.0
156,X18,X3,-1,0.0
157,X18,X4,-1,0.0
158,X18,X5,-1,0.0
159,X18,X6,-1,0.0
160,X18,X7,-1,0.0
161,X18,X8,-1,0.0
162,X18,X9,-1,0.0
163,X18,X10,-1,0.0
164,X18,X11,-1,0.0
165,X18,X12,-1,0.0
166,X18,X13,-1,0.0
167,X18,X14,-1,0.0
168,X18,X15,-1,0.0
169,X18,X16,-1,0.0
170,X18,X17,-1,0.0
171,X19,X0,3,2.1196793088147108e-05
172,X19,X1,7,0.0
173,X19,X2,-1,0.0
