,var1,var2,distance,mutual_information
0,X1,X0,4,0.0
1,X2,X0,5,4.1114681193521485e-07
2,X2,X1,4,0.0
3,X3,X0,7,0.0
4,X3,X1,9,0.0
5,X3,X2,9,0.0
6,X4,X0,6,2.5667788311024424e-12
7,X4,X1,5,3.6348051181236317e-07
8,X4,X2,5,1.561596371722902e-07
9,X4,X3,9,0.0
10,X5,X0,4,3.293842536375923e-08
11,X5,X1,5,0.0
12,X5,X2,3,0.0006427393032193227
13,X5,X3,9,0.0
14,X5,X4,6,1.0151036991516195e-08
15,X6,X0,5,0.0
16,X6,X1,8,0.0
17,X6,X2,6,0.0
18,X6,X3,10,0.0
19,X6,X4,5,1.2408239471697621e-09
20,X6,X5,5,0.0
21,X7,X0,5,0.0
22,X7,X1,6,0.0
23,X7,X2,7,0.0
24,X7,X3,6,0.0
25,X7,X4,8,0.0
26,X7,X5,5,0.0
27,X7,X6,6,0.0
28,X8,X0,-1,0.0
29,X8,X1,-1,0.0
30,X8,X2,-1,0.0
31,X8,X3,-1,0.0
32,X8,X4,-1,0.0
33,X8,X5,-1,0.0
34,X8,X6,-1,0.0
35,X8,X7,-1,0.0
36,X9,X0,1,0.011980188620354798
37,X9,X1,3,0.0
38,X9,X2,5,9.795166258344979e-09
39,X9,X3,8,0.0
40,X9,X4,6,6.315676983997147e-14
41,X9,X5,5,7.846711763624648e-10
42,X9,X6,6,0.0
43,X9,X7,4,0.0
44,X9,X8,-1,0.0
45,X10,X0,4,0.0022219719506682643
46,X10,X1,5,0.0
47,X10,X2,5,1.5817434884417107e-05
48,X10,X3,8,0.0
49,X10,X4,6,2.5915066271494235e-10
50,X10,X5,3,0.010724553071321877
51,X10,X6,5,0.0
52,X10,X7,2,0.0
53,X10,X8,-1,0.0
54,X10,X9,4,5.2994624439604626e-05
55,X11,X0,3,0.002138774713172242
56,X11,X1,5,0.0
57,X11,X2,4,0.00010652197303781172
58,X11,X3,6,0.0
59,X11,X4,5,1.5234735723995888e-09
60,X11,X5,3,8.118911336735073e-06
61,X11,X6,4,0.0
62,X11,X7,5,0.0
63,X11,X8,-1,0.0
64,X11,X9,4,5.074814606382844e-05
65,X11,X10,3,0.00040170615927580386
66,X12,X0,4,2.9060328543102306e-07
67,X12,X1,6,0.0
68,X12,X2,6,1.7594753904933973e-12
69,X12,X3,3,0.0
70,X12,X4,6,2.8286107460009946e-13
71,X12,X5,6,1.4104003961330954e-13
72,X12,X6,7,2.0506175780570624e-10
73,X12,X7,3,0.0
74,X12,X8,-1,0.0
75,X12,X9,5,6.923663000818933e-09
76,X12,X10,5,1.7021633297980285e-09
77,X12,X11,3,2.303180003841017e-08
78,X13,X0,4,0.0
79,X13,X1,5,0.0
80,X13,X2,3,0.00044781603078071323
81,X13,X3,7,0.0
82,X13,X4,6,7.23055992563899e-09
83,X13,X5,2,3.645233903890868e-05
84,X13,X6,5,0.0
85,X13,X7,6,0.0
86,X13,X8,-1,0.0
87,X13,X9,5,0.0
88,X13,X10,4,7.756259398011356e-07
89,X13,X11,1,0.05342023170113812
90,X13,X12,4,4.368699068243298e-09
91,X14,X0,-1,0.0
92,X14,X1,-1,0.0
93,X14,X2,-1,0.0
94,X14,X3,-1,0.0
95,X14,X4,-1,0.0
96,X14,X5,-1,0.0
97,X14,X6,-1,0.0
98,X14,X7,-1,0.0
99,X14,X8,-1,0.0
100,X14,X9,-1,0.0
101,X14,X10,-1,0.0
102,X14,X11,-1,0.0
103,X14,X12,-1,0.0
104,X14,X13,-1,0.0
105,X15,X0,5,6.749709519856563e-08
106,X15,X1,3,0.05247668649367879
107,X15,X2,3,0.02277662980958574
108,X15,X3,8,0.0
109,X15,X4,2,4.17798623879223e-06
110,X15,X5,4,0.0011777025161436097
111,X15,X6,5,2.725034154007488e-10
112,X15,X7,7,0.0
113,X15,X8,-1,0.0
114,X15,X9,4,1.6079193012520795e-09
115,X15,X10,6,2.8872416275971258e-05
116,X15,X11,4,9.61778605130725e-05
117,X15,X12,5,8.760951329507823e-10
118,X15,X13,4,0.0008431051928128007
119,X15,X14,-1,0.0
120,X16,X0,-1,0.0
121,X16,X1,-1,0.0
122,X16,X2,-1,0.0
123,X16,X3,-1,0.0
124,X16,X4,-1,0.0
125,X16,X5,-1,0.0
126,X16,X6,-1,0.0
127,X16,X7,-1,0.0
128,X16,X8,-1,0.0
129,X16,X9,-1,0.0
130,X16,X10,-1,0.0
131,X16,X11,-1,0.0
132,X16,X12,-1,0.0
133,X16,X13,-1,0.0
134,X16,X14,-1,0.0
135,X16,X15,-1,0.0
136,X17,X0,3,0.0
137,X17,X1,7,0.0
138,X17,X2,6,0.0
139,X17,X3,6,0.0
140,X17,X4,7,0.0
141,X17,X5,5,0.0
142,X17,X6,6,0.0
