,var1,var2,distance,mutual_information
0,X1,X0,7,0.0
1,X2,X0,6,0.0
2,X2,X1,6,0.0
3,X3,X0,6,1.5672858728910946e-09
4,X3,X1,5,3.262635866030752e-08
5,X3,X2,5,0.0
6,X4,X0,2,1.43679605180266e-07
7,X4,X1,6,9.214996192695422e-17
8,X4,X2,6,0.0
9,X4,X3,5,3.6497837888275065e-10
10,X5,X0,1,0.5895329756148329
11,X5,X1,6,0.0
12,X5,X2,6,0.0
13,X5,X3,6,1.6340501025915413e-09
14,X5,X4,3,1.530408495680384e-11
15,X6,X0,-1,0.0
16,X6,X1,-1,0.0
17,X6,X2,-1,0.0
18,X6,X3,-1,0.0
19,X6,X4,-1,0.0
20,X6,X5,-1,0.0
21,X7,X0,-1,0.0
22,X7,X1,-1,0.0
23,X7,X2,-1,0.0
24,X7,X3,-1,0.0
25,X7,X4,-1,0.0
26,X7,X5,-1,0.0
27,X7,X6,-1,0.0
28,X8,X0,5,6.596976184296526e-08
29,X8,X1,5,1.7645453718324032e-06
30,X8,X2,5,0.0
31,X8,X3,4,0.0002494208821836796
32,X8,X4,3,0.00016030748217180134
33,X8,X5,6,9.260763796452005e-08
34,X8,X6,-1,0.0
35,X8,X7,-1,0.0
36,X9,X0,7,0.0
37,X9,X1,2,0.0
38,X9,X2,6,0.0
39,X9,X3,5,7.156067319148137e-09
40,X9,X4,6,-1.1825333918798375e-17
41,X9,X5,6,0.0
42,X9,X6,-1,0.0
43,X9,X7,-1,0.0
44,X9,X8,5,3.870517338902242e-07
45,X10,X0,2,8.713810463562466e-05
46,X10,X1,8,0.0
47,X10,X2,8,0.0
48,X10,X3,6,0.0
49,X10,X4,4,0.0005503718289202389
50,X10,X5,3,0.0
51,X10,X6,-1,0.0
52,X10,X7,-1,0.0
53,X10,X8,5,4.346899599821355e-06
54,X10,X9,8,0.0
55,X11,X0,-1,0.0
56,X11,X1,-1,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,-1,0.0
60,X11,X5,-1,0.0
61,X11,X6,1,0.4804397826472523
62,X11,X7,-1,0.0
63,X11,X8,-1,0.0
64,X11,X9,-1,0.0
65,X11,X10,-1,0.0
66,X12,X0,5,0.002252615403582273
67,X12,X1,6,0.0
68,X12,X2,5,0.0
69,X12,X3,7,2.028600358250433e-08
70,X12,X4,5,1.2945015403999818e-09
71,X12,X5,5,0.002470414156568808
72,X12,X6,-1,0.0
73,X12,X7,-1,0.0
74,X12,X8,7,1.1043023052951172e-06
75,X12,X9,6,0.0
76,X12,X10,7,0.0
77,X12,X11,-1,0.0
78,X13,X0,6,0.0
79,X13,X1,10,0.0
80,X13,X2,10,0.0
81,X13,X3,9,0.0
