,var1,var2,distance,mutual_information
0,X1,X0,5,2.5735282435788845e-13
1,X2,X0,2,2.535467745859395e-05
2,X2,X1,3,9.675663354167354e-12
3,X3,X0,2,0.00017831495301454746
4,X3,X1,5,1.080948165693837e-09
5,X3,X2,2,0.06565677196096922
6,X4,X0,7,0.0
7,X4,X1,4,0.00011239543858909099
8,X4,X2,7,0.0
9,X4,X3,7,0.0
10,X5,X0,10,0.0
11,X5,X1,7,0.0
12,X5,X2,10,0.0
13,X5,X3,10,0.0
14,X5,X4,6,0.0
15,X6,X0,8,0.0
16,X6,X1,3,0.0045507494226126426
17,X6,X2,6,0.0
18,X6,X3,8,0.0
19,X6,X4,3,0.0
20,X6,X5,6,0.0
21,X7,X0,7,0.0
22,X7,X1,7,0.0
23,X7,X2,6,0.0
24,X7,X3,6,0.0
25,X7,X4,8,0.0
26,X7,X5,9,0.0
27,X7,X6,5,0.0
28,X8,X0,9,0.0
29,X8,X1,6,0.0
30,X8,X2,9,0.0
31,X8,X3,9,0.0
32,X8,X4,5,0.0
33,X8,X5,4,0.0
34,X8,X6,5,0.0
35,X8,X7,7,0.0
36,X9,X0,5,0.0
37,X9,X1,6,9.191112768173191e-07
38,X9,X2,5,0.0
39,X9,X3,3,0.0
40,X9,X4,5,0.0
41,X9,X5,7,0.0
42,X9,X6,5,0.0
43,X9,X7,7,0.0
44,X9,X8,6,0.0
45,X10,X0,-1,0.0
46,X10,X1,-1,0.0
47,X10,X2,-1,0.0
48,X10,X3,-1,0.0
49,X10,X4,-1,0.0
50,X10,X5,-1,0.0
51,X10,X6,-1,0.0
52,X10,X7,-1,0.0
53,X10,X8,-1,0.0
54,X10,X9,-1,0.0
55,X11,X0,6,0.0
56,X11,X1,6,5.1466673132875725e-17
57,X11,X2,6,0.0
58,X11,X3,6,0.0
59,X11,X4,6,0.0
60,X11,X5,4,0.0
61,X11,X6,3,0.0
62,X11,X7,8,0.0
63,X11,X8,4,0.0
64,X11,X9,7,0.0
65,X11,X10,-1,0.0
66,X12,X0,7,0.0
67,X12,X1,2,0.06562107249998858
68,X12,X2,5,0.0
69,X12,X3,7,0.0
70,X12,X4,3,0.0
71,X12,X5,5,0.0
72,X12,X6,1,0.03522462722153876
73,X12,X7,6,0.0
74,X12,X8,4,0.0
75,X12,X9,4,0.0
76,X12,X10,-1,0.0
77,X12,X11,4,0.0
78,X13,X0,7,0.0
79,X13,X1,7,0.0
80,X13,X2,6,0.0
81,X13,X3,7,0.0
82,X13,X4,10,0.0
83,X13,X5,13,0.0
84,X13,X6,9,0.0
85,X13,X7,6,0.0
86,X13,X8,11,0.0
87,X13,X9,9,0.0
88,X13,X10,-1,0.0
89,X13,X11,11,0.0
90,X13,X12,8,0.0
91,X14,X0,5,0.0
92,X14,X1,5,0.0
93,X14,X2,4,0.0
94,X14,X3,4,0.0
95,X14,X4,8,0.0
96,X14,X5,9,0.0
97,X14,X6,5,0.0
98,X14,X7,2,1.2512238374193219e-05
99,X14,X8,7,0.0
100,X14,X9,5,0.0
101,X14,X10,-1,0.0
102,X14,X11,8,0.0
103,X14,X12,6,0.0
104,X14,X13,4,0.0
105,X15,X0,6,0.0
106,X15,X1,1,0.12664896823887323
107,X15,X2,4,0.0
108,X15,X3,6,0.0
109,X15,X4,4,0.0
110,X15,X5,6,0.0
111,X15,X6,2,0.014319637417341432
112,X15,X7,7,0.0
113,X15,X8,5,0.0
114,X15,X9,5,0.0
115,X15,X10,-1,0.0
116,X15,X11,5,0.0
117,X15,X12,1,0.22564702886332483
118,X15,X13,7,0.0
119,X15,X14,5,0.0
120,X16,X0,-1,0.0
121,X16,X1,-1,0.0
122,X16,X2,-1,0.0
123,X16,X3,-1,0.0
124,X16,X4,-1,0.0
125,X16,X5,-1,0.0
126,X16,X6,-1,0.0
127,X16,X7,-1,0.0
128,X16,X8,-1,0.0
129,X16,X9,-1,0.0
130,X16,X10,-1,0.0
131,X16,X11,-1,0.0
132,X16,X12,-1,0.0
133,X16,X13,-1,0.0
134,X16,X14,-1,0.0
135,X16,X15,-1,0.0
136,X17,X0,7,0.0
137,X17,X1,2,0.00030400543115427243
138,X17,X2,5,0.0
139,X17,X3,7,0.0
140,X17,X4,5,0.0
141,X17,X5,7,0.0
142,X17,X6,3,2.5172568661998304e-05
143,X17,X7,8,0.0
144,X17,X8,6,0.0
145,X17,X9,6,0.0
146,X17,X10,-1,0.0
147,X17,X11,6,0.0
148,X17,X12,2,0.000380884313940906
149,X17,X13,8,0.0
150,X17,X14,6,0.0
151,X17,X15,1,0.000955844690406534
152,X17,X16,-1,0.0
153,X18,X0,-1,0.0
154,X18,X1,-1,0.0
155,X18,X2,-1,0.0
156,X18,X3,-1,0.0
157,X18,X4,-1,0.0
158,X18,X5,-1,0.0
159,X18,X6,-1,0.0
160,X18,X7,-1,0.0
161,X18,X8,-1,0.0
162,X18,X9,-1,0.0
163,X18,X10,-1,0.0
164,X18,X11,-1,0.0
165,X18,X12,-1,0.0
166,X18,X13,-1,0.0
167,X18,X14,-1,0.0
168,X18,X15,-1,0.0
169,X18,X16,-1,0.0
170,X18,X17,-1,0.0
171,X19,X0,4,0.0
172,X19,X1,7,7.714789365539731e-08
173,X19,X2,4,0.0
174,X19,X3,2,0.0
175,X19,X4,6,0.0
176,X19,X5,8,0.0
177,X19,X6,6,0.0
178,X19,X7,6,0.0
179,X19,X8,7,0.0
180,X19,X9,1,0.03791951878051997
181,X19,X10,-1,0.0
182,X19,X11,8,0.0
183,X19,X12,5,0.0
184,X19,X13,8,0.0
185,X19,X14,4,0.0
186,X19,X15,6,0.0
187,X19,X16,-1,0.0
188,X19,X17,7,0.0
189,X19,X18,-1,0.0
190,X20,X0,4,0.0
191,X20,X1,7,0.0
192,X20,X2,4,0.0
193,X20,X3,4,0.0
194,X20,X4,8,0.0
195,X20,X5,6,0.0
196,X20,X6,5,0.0
197,X20,X7,9,0.0
198,X20,X8,6,0.0
199,X20,X9,7,0.0
200,X20,X10,-1,0.0
201,X20,X11,2,0.0
202,X20,X12,6,0.0
203,X20,X13,9,0.0
204,X20,X14,7,0.0
205,X20,X15,7,0.0
206,X20,X16,-1,0.0
207,X20,X17,8,0.0
208,X20,X18,-1,0.0
209,X20,X19,6,0.0
210,X21,X0,5,0.0
211,X21,X1,7,-1.7182933529057888e-17
212,X21,X2,5,0.0
213,X21,X3,5,0.0
214,X21,X4,7,0.0
215,X21,X5,5,0.0
216,X21,X6,4,0.0
217,X21,X7,9,0.0
218,X21,X8,5,0.0
219,X21,X9,8,0.0
220,X21,X10,-1,0.0
221,X21,X11,1,0.057297903911642814
222,X21,X12,5,0.0
223,X21,X13,10,0.0
224,X21,X14,8,0.0
225,X21,X15,6,0.0
226,X21,X16,-1,0.0
227,X21,X17,7,0.0
228,X21,X18,-1,0.0
229,X21,X19,7,0.0
230,X21,X20,1,0.021180163081329563
231,X22,X0,4,4.776545586205141e-05
232,X22,X1,4,5.216165896229099e-10
233,X22,X2,3,0.2159509836110935
234,X22,X3,4,0.13629305364055377
235,X22,X4,7,0.0
236,X22,X5,10,0.0
237,X22,X6,6,0.0
238,X22,X7,3,8.090473090218786e-08
239,X22,X8,8,0.0
240,X22,X9,6,0.0
241,X22,X10,-1,0.0
242,X22,X11,8,0.0
243,X22,X12,5,0.0
244,X22,X13,3,0.0
245,X22,X14,1,0.003418944414034123
246,X22,X15,4,0.0
247,X22,X16,-1,0.0
248,X22,X17,5,0.0
249,X22,X18,-1,0.0
250,X22,X19,5,0.0
251,X22,X20,6,0.0
252,X22,X21,7,0.0
253,X23,X0,7,0.0
254,X23,X1,8,0.0
255,X23,X2,7,0.0
256,X23,X3,7,0.0
257,X23,X4,7,0.0
258,X23,X5,5,0.0
259,X23,X6,6,0.0
260,X23,X7,10,0.0
261,X23,X8,5,0.0
262,X23,X9,6,0.0
263,X23,X10,-1,0.0
264,X23,X11,3,0.0
265,X23,X12,6,0.0
266,X23,X13,10,0.0
267,X23,X14,8,0.0
268,X23,X15,7,0.0
269,X23,X16,-1,0.0
270,X23,X17,8,0.0
271,X23,X18,-1,0.0
272,X23,X19,7,0.0
273,X23,X20,5,0.0
274,X23,X21,4,0.0
275,X23,X22,7,0.0
276,X24,X0,6,0.0
277,X24,X1,6,0.0
278,X24,X2,5,0.0
279,X24,X3,5,0.0
280,X24,X4,7,0.0
281,X24,X5,8,0.0
282,X24,X6,4,0.0
283,X24,X7,1,0.0053977527441124796
284,X24,X8,6,0.0
285,X24,X9,6,0.0
286,X24,X10,-1,0.0
287,X24,X11,7,0.0
288,X24,X12,5,0.0
289,X24,X13,5,0.0
290,X24,X14,1,0.0030800238431342073
291,X24,X15,6,0.0
292,X24,X16,-1,0.0
293,X24,X17,7,0.0
294,X24,X18,-1,0.0
295,X24,X19,5,0.0
296,X24,X20,8,0.0
297,X24,X21,8,0.0
298,X24,X22,2,1.355786739140136e-05
299,X24,X23,9,0.0
300,X25,X0,10,0.0
301,X25,X1,7,0.0
302,X25,X2,10,0.0
303,X25,X3,10,0.0
304,X25,X4,6,0.0
305,X25,X5,5,0.0
306,X25,X6,6,0.0
307,X25,X7,8,0.0
308,X25,X8,1,0.0037034137972378977
309,X25,X9,7,0.0
310,X25,X10,-1,0.0
311,X25,X11,5,0.0
312,X25,X12,5,0.0
313,X25,X13,12,0.0
314,X25,X14,8,0.0
315,X25,X15,6,0.0
316,X25,X16,-1,0.0
317,X25,X17,7,0.0
318,X25,X18,-1,0.0
319,X25,X19,8,0.0
320,X25,X20,7,0.0
321,X25,X21,6,0.0
322,X25,X22,9,0.0
323,X25,X23,6,0.0
324,X25,X24,7,0.0
325,X26,X0,7,0.0
326,X26,X1,4,0.00336058950838949
327,X26,X2,7,0.0
328,X26,X3,7,0.0
329,X26,X4,2,0.05446043575466598
330,X26,X5,6,0.0
331,X26,X6,1,1.960700447334779e-06
332,X26,X7,6,0.0
333,X26,X8,5,0.0
334,X26,X9,5,0.0005695673597667346
335,X26,X10,-1,0.0
336,X26,X11,4,2.57793192468456e-13
337,X26,X12,2,0.006766512207031238
338,X26,X13,10,0.0
339,X26,X14,6,0.0
340,X26,X15,3,0.002528823370567937
341,X26,X16,-1,0.0
342,X26,X17,4,5.291821684479938e-06
343,X26,X18,-1,0.0
344,X26,X19,6,5.0007540955997794e-05
345,X26,X20,6,0.0
346,X26,X21,5,2.427450167401891e-14
347,X26,X22,7,0.0
348,X26,X23,7,0.0
349,X26,X24,5,0.0
350,X26,X25,6,0.0
351,X27,X0,8,0.0
352,X27,X1,4,0.0
353,X27,X2,7,0.0
354,X27,X3,8,0.0
355,X27,X4,4,0.0
356,X27,X5,6,0.0
357,X27,X6,1,0.23991693087006125
358,X27,X7,6,0.0
359,X27,X8,6,0.0
360,X27,X9,6,0.0
361,X27,X10,-1,0.0
362,X27,X11,2,0.0
363,X27,X12,2,0.0
364,X27,X13,10,0.0
365,X27,X14,6,0.0
366,X27,X15,3,0.0
367,X27,X16,-1,0.0
368,X27,X17,4,0.0
369,X27,X18,-1,0.0
370,X27,X19,7,0.0
371,X27,X20,4,0.0
372,X27,X21,3,0.0
373,X27,X22,7,0.0
374,X27,X23,5,0.0
375,X27,X24,5,0.0
376,X27,X25,7,0.0
