,var1,var2,distance,mutual_information
0,X1,X0,-1,0.0
1,X2,X0,-1,0.0
2,X2,X1,-1,0.0
3,X3,X0,-1,0.0
4,X3,X1,-1,0.0
5,X3,X2,-1,0.0
6,X4,X0,6,0.0
7,X4,X1,-1,0.0
8,X4,X2,-1,0.0
9,X4,X3,-1,0.0
10,X5,X0,7,4.873882534872322e-07
11,X5,X1,-1,0.0
12,X5,X2,-1,0.0
13,X5,X3,-1,0.0
14,X5,X4,5,0.0
15,X6,X0,9,0.0
16,X6,X1,-1,0.0
17,X6,X2,-1,0.0
18,X6,X3,-1,0.0
19,X6,X4,3,0.0
20,X6,X5,8,0.0
21,X7,X0,6,1.379207955280547e-06
22,X7,X1,-1,0.0
23,X7,X2,-1,0.0
24,X7,X3,-1,0.0
25,X7,X4,4,0.0
26,X7,X5,1,0.12741458175819292
27,X7,X6,7,0.0
28,X8,X0,8,0.0
29,X8,X1,-1,0.0
30,X8,X2,-1,0.0
31,X8,X3,-1,0.0
32,X8,X4,2,4.4069742410010924e-05
33,X8,X5,7,0.0
34,X8,X6,3,0.0
35,X8,X7,6,0.0
36,X9,X0,1,0.02014297313919218
37,X9,X1,-1,0.0
38,X9,X2,-1,0.0
39,X9,X3,-1,0.0
40,X9,X4,5,0.0
41,X9,X5,6,1.7679739717515368e-05
42,X9,X6,8,0.0
43,X9,X7,5,5.015138255753319e-05
44,X9,X8,7,0.0
45,X10,X0,7,1.834019885139667e-12
46,X10,X1,-1,0.0
47,X10,X2,-1,0.0
48,X10,X3,-1,0.0
49,X10,X4,5,0.0
50,X10,X5,6,0.0
51,X10,X6,8,0.0
52,X10,X7,5,0.0
53,X10,X8,7,0.0
54,X10,X9,6,6.76806860762277e-11
55,X11,X0,8,0.0
56,X11,X1,-1,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,6,0.0
60,X11,X5,6,0.0
61,X11,X6,9,0.0
62,X11,X7,5,0.0
63,X11,X8,6,0.0
64,X11,X9,7,0.0
65,X11,X10,5,0.0
66,X12,X0,7,7.959504177111016e-13
67,X12,X1,-1,0.0
68,X12,X2,-1,0.0
69,X12,X3,-1,0.0
70,X12,X4,5,0.0
71,X12,X5,6,0.0
72,X12,X6,8,0.0
73,X12,X7,5,0.0
74,X12,X8,7,0.0
75,X12,X9,6,2.937255999913653e-11
76,X12,X10,2,3.8143264659828426e-10
77,X12,X11,5,0.0
78,X13,X0,6,1.746129341817577e-07
79,X13,X1,-1,0.0
80,X13,X2,-1,0.0
81,X13,X3,-1,0.0
82,X13,X4,4,0.0
83,X13,X5,3,0.0
84,X13,X6,7,0.0
85,X13,X7,2,0.0
86,X13,X8,6,0.0
87,X13,X9,5,6.450419491565908e-06
88,X13,X10,5,0.0
89,X13,X11,6,0.0
90,X13,X12,5,0.0
91,X14,X0,9,0.0
92,X14,X1,-1,0.0
93,X14,X2,-1,0.0
94,X14,X3,-1,0.0
95,X14,X4,4,0.0
96,X14,X5,6,0.0
97,X14,X6,7,0.0
98,X14,X7,5,0.0
99,X14,X8,6,0.0
100,X14,X9,8,0.0
101,X14,X10,8,0.0
102,X14,X11,5,0.0
103,X14,X12,8,0.0
104,X14,X13,5,0.0
105,X15,X0,-1,0.0
106,X15,X1,-1,0.0
107,X15,X2,-1,0.0
108,X15,X3,-1,0.0
109,X15,X4,-1,0.0
110,X15,X5,-1,0.0
111,X15,X6,-1,0.0
112,X15,X7,-1,0.0
113,X15,X8,-1,0.0
114,X15,X9,-1,0.0
115,X15,X10,-1,0.0
116,X15,X11,-1,0.0
117,X15,X12,-1,0.0
118,X15,X13,-1,0.0
119,X15,X14,-1,0.0
120,X16,X0,7,3.752286473165096e-16
121,X16,X1,-1,0.0
122,X16,X2,-1,0.0
123,X16,X3,-1,0.0
124,X16,X4,1,0.27175092457171296
125,X16,X5,4,0.0
126,X16,X6,4,0.0
127,X16,X7,3,4.7911604092618135e-12
128,X16,X8,3,3.00722898949336e-05
129,X16,X9,6,1.3255899678864032e-14
130,X16,X10,6,0.0
131,X16,X11,5,0.0
132,X16,X12,6,0.0
133,X16,X13,3,0.0
134,X16,X14,3,1.9951542601055272e-06
135,X16,X15,-1,0.0
136,X17,X0,7,0.0
137,X17,X1,-1,0.0
138,X17,X2,-1,0.0
139,X17,X3,-1,0.0
140,X17,X4,5,0.0
141,X17,X5,6,0.0
142,X17,X6,8,0.0
143,X17,X7,5,0.0
144,X17,X8,7,0.0
145,X17,X9,6,0.0
146,X17,X10,6,0.0
147,X17,X11,7,0.0
148,X17,X12,6,0.0
149,X17,X13,5,0.0
150,X17,X14,5,0.0
151,X17,X15,-1,0.0
152,X17,X16,4,5.694876771104331e-09
153,X18,X0,9,1.4922575970772328e-07
154,X18,X1,-1,0.0
155,X18,X2,-1,0.0
156,X18,X3,-1,0.0
157,X18,X4,7,0.0
158,X18,X5,4,0.0
159,X18,X6,10,0.0
160,X18,X7,3,0.045268961988304386
161,X18,X8,8,0.0
162,X18,X9,8,5.494934783577894e-06
163,X18,X10,7,0.0
164,X18,X11,6,0.0
165,X18,X12,7,0.0
166,X18,X13,5,0.0
167,X18,X14,8,0.0
168,X18,X15,-1,0.0
169,X18,X16,6,1.18540876401831e-11
170,X18,X17,5,0.0
171,X19,X0,9,0.0
172,X19,X1,-1,0.0
173,X19,X2,-1,0.0
174,X19,X3,-1,0.0
175,X19,X4,5,0.0
176,X19,X5,6,0.0
177,X19,X6,8,0.0
178,X19,X7,5,0.0
179,X19,X8,7,0.0
180,X19,X9,8,0.0
181,X19,X10,6,0.0
182,X19,X11,1,0.03237009151258599
183,X19,X12,6,0.0
184,X19,X13,5,0.0
185,X19,X14,4,0.0
186,X19,X15,-1,0.0
187,X19,X16,4,0.0
188,X19,X17,7,0.0
189,X19,X18,7,0.0
190,X20,X0,5,9.541456929026173e-06
191,X20,X1,-1,0.0
192,X20,X2,-1,0.0
193,X20,X3,-1,0.0
194,X20,X4,1,0.003083351483228396
195,X20,X5,6,2.0325253807341944e-06
196,X20,X6,4,0.0
197,X20,X7,5,5.76678611030211e-06
198,X20,X8,3,2.335602386388735e-07
199,X20,X9,4,0.00033630291375415147
200,X20,X10,4,2.1639733695107382e-12
201,X20,X11,5,0.0
202,X20,X12,4,9.391640800937864e-13
203,X20,X13,5,7.470825533633675e-07
204,X20,X14,5,0.0
205,X20,X15,-1,0.0
206,X20,X16,2,0.0017740487314587793
207,X20,X17,6,0.0
208,X20,X18,7,6.34760604820969e-07
209,X20,X19,6,0.0
210,X21,X0,7,1.1822466817728241e-07
211,X21,X1,-1,0.0
212,X21,X2,-1,0.0
213,X21,X3,-1,0.0
214,X21,X4,6,0.0
215,X21,X5,4,0.0
216,X21,X6,9,0.0
217,X21,X7,3,0.010456752931353706
218,X21,X8,8,0.0
219,X21,X9,6,4.357813950107265e-06
220,X21,X10,5,0.0
221,X21,X11,6,0.0
222,X21,X12,5,0.0
223,X21,X13,5,0.0
224,X21,X14,6,0.0
225,X21,X15,-1,0.0
226,X21,X16,5,2.396994274294755e-10
227,X21,X17,3,0.0
228,X21,X18,2,0.07859578543201912
229,X21,X19,7,0.0
230,X21,X20,5,5.620563918539286e-08
231,X22,X0,8,6.715173984702397e-08
232,X22,X1,-1,0.0
233,X22,X2,-1,0.0
234,X22,X3,-1,0.0
235,X22,X4,6,0.0
236,X22,X5,3,0.00010595379545222622
237,X22,X6,9,0.0
238,X22,X7,2,0.019852636504919394
239,X22,X8,7,0.0
240,X22,X9,7,2.4725755974195534e-06
241,X22,X10,7,0.0
242,X22,X11,5,0.0
243,X22,X12,7,0.0
244,X22,X13,4,0.0
245,X22,X14,7,0.0
246,X22,X15,-1,0.0
247,X22,X16,5,0.0
248,X22,X17,6,0.0
249,X22,X18,3,0.0
250,X22,X19,6,0.0
251,X22,X20,7,2.5868965516873067e-07
252,X22,X21,3,0.0
253,X23,X0,8,1.5187483613679324e-07
254,X23,X1,-1,0.0
255,X23,X2,-1,0.0
256,X23,X3,-1,0.0
257,X23,X4,7,0.0
258,X23,X5,5,0.0
259,X23,X6,10,0.0
260,X23,X7,4,0.04625339276490371
261,X23,X8,9,0.0
262,X23,X9,7,5.592701801625504e-06
263,X23,X10,6,0.0
264,X23,X11,7,0.0
265,X23,X12,6,0.0
266,X23,X13,6,0.0
267,X23,X14,7,0.0
268,X23,X15,-1,0.0
269,X23,X16,6,1.776412984640346e-11
270,X23,X17,4,0.0
271,X23,X18,3,0.30312207671272584
272,X23,X19,6,0.0
273,X23,X20,6,5.851781726014645e-07
274,X23,X21,1,0.03921458120474523
275,X23,X22,4,0.0
276,X24,X0,7,1.2189505226603134e-11
277,X24,X1,-1,0.0
278,X24,X2,-1,0.0
279,X24,X3,-1,0.0
280,X24,X4,3,0.0
281,X24,X5,6,0.0
282,X24,X6,6,0.0
283,X24,X7,5,1.5574639165944425e-07
284,X24,X8,5,0.0
285,X24,X9,6,4.498051955627168e-10
286,X24,X10,6,0.0
287,X24,X11,5,0.0
288,X24,X12,6,0.0
289,X24,X13,5,0.0
290,X24,X14,3,0.0
291,X24,X15,-1,0.0
292,X24,X16,2,1.5339030066286385e-05
293,X24,X17,2,0.00019159738873159135
294,X24,X18,5,1.010494403348223e-06
295,X24,X19,5,0.0
296,X24,X20,4,2.6203491839181714e-11
297,X24,X21,3,7.768118759587624e-06
298,X24,X22,6,0.0
299,X24,X23,4,1.032652622853477e-06
300,X25,X0,8,2.981913705134648e-16
301,X25,X1,-1,0.0
302,X25,X2,-1,0.0
303,X25,X3,-1,0.0
304,X25,X4,2,0.20147499671319327
305,X25,X5,5,0.0
306,X25,X6,5,0.0
307,X25,X7,4,3.873260498174025e-12
308,X25,X8,4,2.417003420954399e-05
309,X25,X9,7,1.0717552367382005e-14
310,X25,X10,7,0.0
311,X25,X11,6,0.0
312,X25,X12,7,0.0
313,X25,X13,4,0.0
314,X25,X14,4,1.612481678705288e-06
315,X25,X15,-1,0.0
316,X25,X16,1,0.35691231728332107
317,X25,X17,5,4.603627218427407e-09
318,X25,X18,7,2.5063947067927554e-11
319,X25,X19,5,0.0
320,X25,X20,3,0.0014455424757079415
321,X25,X21,6,1.9518539450370806e-10
322,X25,X22,6,0.0
323,X25,X23,7,2.5614962612663248e-11
324,X25,X24,3,1.2387705506983334e-05
325,X26,X0,7,3.619091676041562e-08
