,var1,var2,distance,mutual_information
0,X1,X0,8,0.0
1,X2,X0,5,0.001822921337521129
2,X2,X1,11,0.0
3,X3,X0,6,0.0
4,X3,X1,8,0.0
5,X3,X2,4,0.0
6,X4,X0,6,0.0
7,X4,X1,6,0.0
8,X4,X2,9,0.0
9,X4,X3,6,0.0
10,X5,X0,-1,0.0
11,X5,X1,-1,0.0
12,X5,X2,-1,0.0
13,X5,X3,-1,0.0
14,X5,X4,-1,0.0
15,X6,X0,6,0.0
16,X6,X1,7,0.0
17,X6,X2,8,0.0
18,X6,X3,6,0.0
19,X6,X4,5,0.0
20,X6,X5,-1,0.0
21,X7,X0,7,2.104509384464149e-16
22,X7,X1,8,0.0
23,X7,X2,7,1.2994883118641513e-15
24,X7,X3,7,0.0
25,X7,X4,6,0.0
26,X7,X5,-1,0.0
27,X7,X6,5,0.0
28,X8,X0,4,0.004727984923828966
29,X8,X1,10,0.0
30,X8,X2,1,0.25148421475448235
31,X8,X3,3,0.0
32,X8,X4,8,0.0
33,X8,X5,-1,0.0
34,X8,X6,7,0.0
35,X8,X7,6,3.2155539396446845e-15
36,X9,X0,4,0.0
37,X9,X1,6,0.0
38,X9,X2,8,0.0
39,X9,X3,4,0.0
40,X9,X4,4,0.0
41,X9,X5,-1,0.0
42,X9,X6,4,0.0
43,X9,X7,5,0.0
44,X9,X8,7,0.0
45,X10,X0,6,0.0
46,X10,X1,4,0.0
47,X10,X2,10,0.0
48,X10,X3,6,0.0
49,X10,X4,4,0.002251493603092042
50,X10,X5,-1,0.0
51,X10,X6,6,0.0
52,X10,X7,7,0.0
53,X10,X8,9,0.0
54,X10,X9,4,7.583009749154228e-07
55,X11,X0,-1,0.0
56,X11,X1,-1,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,-1,0.0
60,X11,X5,-1,0.0
61,X11,X6,-1,0.0
62,X11,X7,-1,0.0
63,X11,X8,-1,0.0
64,X11,X9,-1,0.0
65,X11,X10,-1,0.0
66,X12,X0,5,0.001662383704906411
67,X12,X1,10,0.0
68,X12,X2,2,0.07821116584779883
69,X12,X3,2,0.0
70,X12,X4,8,0.0
71,X12,X5,-1,0.0
72,X12,X6,8,0.0
73,X12,X7,7,1.0641636981581696e-15
74,X12,X8,1,0.18689080246382353
75,X12,X9,6,0.0
76,X12,X10,8,0.0
77,X12,X11,-1,0.0
78,X13,X0,3,0.0
79,X13,X1,7,0.0
80,X13,X2,8,0.0
81,X13,X3,5,0.0
82,X13,X4,5,0.0
83,X13,X5,-1,0.0
84,X13,X6,5,0.0
85,X13,X7,6,0.0
86,X13,X8,7,0.0
87,X13,X9,3,3.08604046363166e-05
88,X13,X10,5,4.3108158755090706e-08
89,X13,X11,-1,0.0
90,X13,X12,7,0.0
91,X14,X0,6,0.0
92,X14,X1,8,0.0
93,X14,X2,8,0.0
94,X14,X3,6,0.0
95,X14,X4,6,0.0
96,X14,X5,-1,0.0
97,X14,X6,6,0.0
98,X14,X7,7,0.0
99,X14,X8,7,0.0
100,X14,X9,2,0.17584208034742982
101,X14,X10,6,2.450078932967969e-07
102,X14,X11,-1,0.0
103,X14,X12,8,0.0
104,X14,X13,5,9.967044239732803e-06
105,X15,X0,3,0.0
106,X15,X1,9,0.0
107,X15,X2,8,0.0
108,X15,X3,7,0.0
109,X15,X4,3,0.0
110,X15,X5,-1,0.0
111,X15,X6,7,0.0
112,X15,X7,8,0.0
113,X15,X8,7,0.0
114,X15,X9,5,0.000213486702168779
115,X15,X10,7,3.258426159504561e-10
116,X15,X11,-1,0.0
117,X15,X12,8,0.0
118,X15,X13,4,1.3256528199695011e-08
119,X15,X14,7,6.936603480854923e-05
120,X16,X0,6,4.110370005650154e-15
121,X16,X1,7,0.0
122,X16,X2,6,1.7524775353671855e-14
123,X16,X3,6,0.0
124,X16,X4,5,0.0
125,X16,X5,-1,0.0
126,X16,X6,4,0.0
127,X16,X7,1,0.027585030521443097
128,X16,X8,5,4.585560897497533e-14
129,X16,X9,4,0.0
130,X16,X10,6,0.0
131,X16,X11,-1,0.0
132,X16,X12,6,1.6272916409603285e-14
133,X16,X13,5,0.0
134,X16,X14,6,0.0
135,X16,X15,7,0.0
136,X17,X0,3,0.0
137,X17,X1,9,0.0
138,X17,X2,8,0.0
139,X17,X3,7,0.0
140,X17,X4,5,0.0
141,X17,X5,-1,0.0
142,X17,X6,7,0.0
143,X17,X7,8,0.0
144,X17,X8,7,0.0
145,X17,X9,3,0.23481051646375087
146,X17,X10,7,3.213600786094794e-07
147,X17,X11,-1,0.0
148,X17,X12,8,0.0
149,X17,X13,4,1.307371071325252e-05
150,X17,X14,5,0.07001122238096488
151,X17,X15,2,0.0005074675583731153
152,X17,X16,7,0.0
153,X18,X0,3,1.7739327428181845e-05
154,X18,X1,8,0.0
155,X18,X2,3,8.922390747146536e-05
156,X18,X3,5,0.0
157,X18,X4,6,0.0
158,X18,X5,-1,0.0
159,X18,X6,5,0.0
160,X18,X7,4,8.473733876930124e-12
