,var1,var2,distance,mutual_information
0,X1,X0,6,0.0
1,X2,X0,-1,0.0
2,X2,X1,-1,0.0
3,X3,X0,4,0.0
4,X3,X1,8,0.0
5,X3,X2,-1,0.0
6,X4,X0,6,0.0
7,X4,X1,2,0.3487663393212253
8,X4,X2,-1,0.0
9,X4,X3,8,0.0
10,X5,X0,3,0.0009303275980768731
11,X5,X1,7,0.0015306676714721603
12,X5,X2,-1,0.0
13,X5,X3,3,0.06109707908819282
14,X5,X4,7,0.0008924585741327592
15,X6,X0,5,2.1391868263896164e-05
16,X6,X1,9,3.409951732615988e-05
17,X6,X2,-1,0.0
18,X6,X3,5,0.0013838085562279737
19,X6,X4,9,1.9740327579347407e-05
20,X6,X5,2,0.011574003842326118
21,X7,X0,7,5.429810565404583e-07
22,X7,X1,11,8.753257247743089e-07
23,X7,X2,-1,0.0
24,X7,X3,7,3.801748608280942e-05
25,X7,X4,11,5.078435752910962e-07
26,X7,X5,6,4.5306564768349874e-05
27,X7,X6,8,4.688329062819995e-07
28,X8,X0,6,7.009639717069858e-07
29,X8,X1,10,1.135333897614644e-06
30,X8,X2,-1,0.0
31,X8,X3,5,7.867899995471755e-06
32,X8,X4,10,6.59312803068761e-07
33,X8,X5,5,1.7278303214377563e-05
34,X8,X6,6,1.0462012795546993e-06
35,X8,X7,4,4.374158892317187e-06
36,X9,X0,5,0.0
37,X9,X1,9,0.0
38,X9,X2,-1,0.0
39,X9,X3,7,0.0
40,X9,X4,9,0.0
41,X9,X5,5,0.0
42,X9,X6,5,0.0
43,X9,X7,6,0.0
44,X9,X8,6,0.0
45,X10,X0,5,2.046856750735366e-07
46,X10,X1,9,3.298186183862701e-07
47,X10,X2,-1,0.0
48,X10,X3,5,2.0589314869065827e-06
49,X10,X4,9,1.9133574140207227e-07
50,X10,X5,3,5.195429074334379e-06
51,X10,X6,3,4.536467966365044e-05
52,X10,X7,5,0.0012140876095364204
53,X10,X8,3,0.0022051364243920327
54,X10,X9,4,0.0
55,X11,X0,3,1.5272424865826317e-05
56,X11,X1,7,2.5024814827698597e-05
57,X11,X2,-1,0.0
58,X11,X3,5,0.0010273185572923834
59,X11,X4,7,1.4566573053753033e-05
60,X11,X5,4,0.0012890724909326925
61,X11,X6,5,5.100984883174781e-05
62,X11,X7,4,0.001383505778409391
63,X11,X8,4,2.588637679822839e-05
64,X11,X9,2,0.006418075426094747
65,X11,X10,3,0.007080124662635565
66,X12,X0,4,0.0
67,X12,X1,8,0.0
68,X12,X2,-1,0.0
69,X12,X3,4,0.0
70,X12,X4,8,0.0
71,X12,X5,3,0.0
72,X12,X6,5,6.928718039409139e-10
73,X12,X7,5,2.027633600236255e-08
74,X12,X8,3,0.0001473583043508119
75,X12,X9,7,0.0
76,X12,X10,4,8.403040114424729e-06
77,X12,X11,5,2.347353962958048e-07
78,X13,X0,6,0.0
79,X13,X1,10,0.0
80,X13,X2,-1,0.0
81,X13,X3,8,0.0
82,X13,X4,10,0.0
83,X13,X5,7,0.0
84,X13,X6,9,0.0
85,X13,X7,7,0.0
86,X13,X8,7,0.0
87,X13,X9,9,0.0
88,X13,X10,7,0.0
89,X13,X11,7,0.0
90,X13,X12,8,0.0
91,X14,X0,2,0.0
92,X14,X1,4,0.1982018662494807
93,X14,X2,-1,0.0
94,X14,X3,4,0.0
95,X14,X4,4,0.12162985182805769
96,X14,X5,3,0.0038328496583431987
97,X14,X6,5,8.602827925304618e-05
98,X14,X7,7,2.2018358598065147e-06
99,X14,X8,6,2.798165853476985e-06
100,X14,X9,5,0.0
101,X14,X10,5,8.366322065516665e-07
102,X14,X11,3,2.318220934333982e-05
103,X14,X12,4,0.0
104,X14,X13,6,0.0
105,X15,X0,3,0.0
106,X15,X1,3,0.22538769302920292
