,var1,var2,distance,mutual_information
0,X1,X0,1,0.028260498805100835
1,X2,X0,3,6.968468165724183e-10
2,X2,X1,2,1.699833545846209e-08
3,X3,X0,4,0.0
4,X3,X1,3,0.0
5,X3,X2,4,0.000800082653114671
6,X4,X0,-1,0.0
7,X4,X1,-1,0.0
8,X4,X2,-1,0.0
9,X4,X3,-1,0.0
10,X5,X0,5,0.0
11,X5,X1,4,0.0
12,X5,X2,6,0.0
13,X5,X3,5,0.0
14,X5,X4,-1,0.0
15,X6,X0,6,0.0
16,X6,X1,5,0.0
17,X6,X2,6,0.0
18,X6,X3,6,0.0
19,X6,X4,-1,0.0
20,X6,X5,1,2.4314638459443352e-05
21,X7,X0,5,3.8150656727750014e-08
22,X7,X1,4,9.311400642916757e-07
23,X7,X2,6,2.0455329045185935e-08
24,X7,X3,5,6.927527630205691e-05
25,X7,X4,-1,0.0
26,X7,X5,2,2.2682517723250227e-05
27,X7,X6,3,1.145535591563982e-09
28,X8,X0,2,0.000434409388341472
29,X8,X1,3,1.816838400863505e-05
30,X8,X2,5,6.161860862145042e-13
31,X8,X3,6,0.0
32,X8,X4,-1,0.0
33,X8,X5,7,0.0
34,X8,X6,8,0.0
35,X8,X7,7,3.3763989770465533e-11
36,X9,X0,10,0.0
37,X9,X1,9,0.0
38,X9,X2,8,0.0
39,X9,X3,10,0.0
40,X9,X4,-1,0.0
41,X9,X5,7,0.0
42,X9,X6,6,0.0
43,X9,X7,9,0.0
44,X9,X8,12,0.0
45,X10,X0,3,6.0874356457807106e-05
46,X10,X1,2,0.0013834355818276795
47,X10,X2,2,0.00016532355690066273
48,X10,X3,5,3.1118376764471465e-07
49,X10,X4,-1,0.0
50,X10,X5,4,0.0
51,X10,X6,5,0.0
52,X10,X7,4,0.00011878402641287127
53,X10,X8,5,5.2894780935270984e-08
54,X10,X9,9,0.0
55,X11,X0,7,0.0
56,X11,X1,6,0.0
57,X11,X2,5,0.0
58,X11,X3,7,0.0
59,X11,X4,-1,0.0
60,X11,X5,2,0.0
61,X11,X6,1,0.08144137140803129
62,X11,X7,4,0.0
63,X11,X8,9,0.0
64,X11,X9,5,0.0
65,X11,X10,6,0.0
66,X12,X0,3,1.260354137474015e-05
67,X12,X1,2,0.0002901132186316105
68,X12,X2,4,1.0302148872705976e-11
69,X12,X3,3,0.0
70,X12,X4,-1,0.0
71,X12,X5,5,0.0
72,X12,X6,6,0.0
73,X12,X7,5,1.2088085814379633e-07
74,X12,X8,5,1.0991345310428923e-08
75,X12,X9,11,0.0
76,X12,X10,4,8.80644995269561e-07
77,X12,X11,7,0.0
78,X13,X0,-1,0.0
79,X13,X1,-1,0.0
80,X13,X2,-1,0.0
81,X13,X3,-1,0.0
82,X13,X4,-1,0.0
83,X13,X5,-1,0.0
84,X13,X6,-1,0.0
85,X13,X7,-1,0.0
86,X13,X8,-1,0.0
87,X13,X9,-1,0.0
88,X13,X10,-1,0.0
89,X13,X11,-1,0.0
90,X13,X12,-1,0.0
91,X14,X0,4,0.0
92,X14,X1,3,0.0
93,X14,X2,3,0.0
94,X14,X3,6,0.0
95,X14,X4,-1,0.0
96,X14,X5,7,0.0
97,X14,X6,7,0.0
98,X14,X7,7,4.9144317973382964e-08
99,X14,X8,6,0.0
100,X14,X9,6,0.0
101,X14,X10,3,0.00021321933797149297
102,X14,X11,6,0.0
103,X14,X12,5,0.0
104,X14,X13,-1,0.0
105,X15,X0,5,5.004430209851977e-07
106,X15,X1,4,1.223570168185301e-05
107,X15,X2,5,5.486158856104681e-05
108,X15,X3,6,0.0
109,X15,X4,-1,0.0
110,X15,X5,7,0.0
111,X15,X6,7,0.0
112,X15,X7,7,5.99436858049151e-09
113,X15,X8,7,4.42759271423051e-10
114,X15,X9,9,0.0
115,X15,X10,6,1.0735989067707833e-07
116,X15,X11,6,0.0
117,X15,X12,6,7.407187951508583e-09
118,X15,X13,-1,0.0
119,X15,X14,7,0.0
120,X16,X0,-1,0.0
121,X16,X1,-1,0.0
122,X16,X2,-1,0.0
123,X16,X3,-1,0.0
124,X16,X4,-1,0.0
125,X16,X5,-1,0.0
126,X16,X6,-1,0.0
127,X16,X7,-1,0.0
128,X16,X8,-1,0.0
129,X16,X9,-1,0.0
130,X16,X10,-1,0.0
131,X16,X11,-1,0.0
132,X16,X12,-1,0.0
133,X16,X13,-1,0.0
134,X16,X14,-1,0.0
135,X16,X15,-1,0.0
136,X17,X0,6,0.0
137,X17,X1,5,0.0
138,X17,X2,4,0.0
139,X17,X3,6,0.0
140,X17,X4,-1,0.0
141,X17,X5,5,0.0
142,X17,X6,4,0.0
143,X17,X7,7,0.0
144,X17,X8,8,0.0
145,X17,X9,5,0.0
146,X17,X10,6,0.0
147,X17,X11,3,0.0
148,X17,X12,7,0.0
149,X17,X13,-1,0.0
150,X17,X14,3,0.0
151,X17,X15,5,0.0
152,X17,X16,-1,0.0
153,X18,X0,4,0.0
154,X18,X1,3,0.0
155,X18,X2,5,0.0
156,X18,X3,4,0.0
157,X18,X4,-1,0.0
158,X18,X5,6,0.0
159,X18,X6,7,0.0
160,X18,X7,4,0.0
161,X18,X8,6,0.0
162,X18,X9,12,0.0
163,X18,X10,5,0.0
164,X18,X11,8,0.0
165,X18,X12,1,0.009649109874107439
166,X18,X13,-1,0.0
167,X18,X14,6,0.0
168,X18,X15,7,0.0
169,X18,X16,-1,0.0
170,X18,X17,8,0.0
171,X19,X0,4,6.24108672622021e-07
172,X19,X1,3,1.5268834847576625e-05
173,X19,X2,4,6.867741697539741e-05
174,X19,X3,5,0.0
175,X19,X4,-1,0.0
176,X19,X5,6,0.0
177,X19,X6,6,0.0
178,X19,X7,6,7.476350709353994e-09
179,X19,X8,6,5.522455770165578e-10
180,X19,X9,8,0.0
181,X19,X10,5,1.3404636655124625e-07
182,X19,X11,5,0.0
183,X19,X12,5,9.239234909976465e-09
184,X19,X13,-1,0.0
185,X19,X14,6,0.0
186,X19,X15,1,0.456161303170036
187,X19,X16,-1,0.0
188,X19,X17,4,0.0
189,X19,X18,6,0.0
190,X20,X0,6,7.300447980810313e-09
191,X20,X1,5,1.7810977243941308e-07
192,X20,X2,7,4.110636301369802e-09
193,X20,X3,6,1.3485189240691297e-05
194,X20,X4,-1,0.0
195,X20,X5,3,4.2965939027270336e-06
196,X20,X6,4,2.1832248494900631e-10
197,X20,X7,1,0.10461966792026657
198,X20,X8,8,6.455964245382682e-12
199,X20,X9,10,0.0
200,X20,X10,5,2.2339025811194996e-05
201,X20,X11,5,0.0
202,X20,X12,4,6.246009301996962e-05
203,X20,X13,-1,0.0
204,X20,X14,8,9.33010641952759e-09
205,X20,X15,8,1.1516844038836804e-09
206,X20,X16,-1,0.0
207,X20,X17,8,0.0
208,X20,X18,3,0.0022437004549852174
209,X20,X19,7,1.4364826604100841e-09
210,X21,X0,-1,0.0
211,X21,X1,-1,0.0
212,X21,X2,-1,0.0
213,X21,X3,-1,0.0
214,X21,X4,-1,0.0
215,X21,X5,-1,0.0
216,X21,X6,-1,0.0
217,X21,X7,-1,0.0
218,X21,X8,-1,0.0
219,X21,X9,-1,0.0
220,X21,X10,-1,0.0
221,X21,X11,-1,0.0
222,X21,X12,-1,0.0
223,X21,X13,-1,0.0
224,X21,X14,-1,0.0
225,X21,X15,-1,0.0
226,X21,X16,-1,0.0
227,X21,X17,-1,0.0
228,X21,X18,-1,0.0
229,X21,X19,-1,0.0
230,X21,X20,-1,0.0
231,X22,X0,5,0.0
232,X22,X1,4,0.0
233,X22,X2,4,0.0007858399464764484
234,X22,X3,2,0.42408409817198445
235,X22,X4,-1,0.0
236,X22,X5,6,0.0
237,X22,X6,7,0.0
238,X22,X7,6,2.070132554658885e-05
239,X22,X8,7,0.0
240,X22,X9,10,0.0
241,X22,X10,6,3.0563441448312365e-07
242,X22,X11,7,0.0
243,X22,X12,4,0.0
244,X22,X13,-1,0.0
245,X22,X14,7,0.0
246,X22,X15,7,0.0
247,X22,X16,-1,0.0
248,X22,X17,6,0.0
249,X22,X18,5,0.0
250,X22,X19,6,0.0
251,X22,X20,7,3.93393897651654e-06
252,X22,X21,-1,0.0
253,X23,X0,8,0.0
254,X23,X1,7,0.0
255,X23,X2,6,0.0
256,X23,X3,8,0.0
257,X23,X4,-1,0.0
258,X23,X5,5,0.0
259,X23,X6,4,0.0
260,X23,X7,7,0.0
261,X23,X8,10,0.0
262,X23,X9,2,1.9075231509074948e-05
263,X23,X10,8,0.0
264,X23,X11,3,0.0
265,X23,X12,9,0.0
266,X23,X13,-1,0.0
267,X23,X14,7,0.0
268,X23,X15,7,0.0
269,X23,X16,-1,0.0
270,X23,X17,4,0.0
271,X23,X18,10,0.0
272,X23,X19,6,0.0
273,X23,X20,8,0.0
274,X23,X21,-1,0.0
275,X23,X22,8,0.0
276,X24,X0,6,0.0
277,X24,X1,5,0.0
278,X24,X2,7,0.0
279,X24,X3,8,0.0
280,X24,X4,-1,0.0
281,X24,X5,5,0.0
282,X24,X6,6,0.0
283,X24,X7,5,0.0
284,X24,X8,8,0.0
285,X24,X9,12,0.0
286,X24,X10,7,0.0
287,X24,X11,7,0.0
288,X24,X12,6,0.0
289,X24,X13,-1,0.0
290,X24,X14,8,0.0
291,X24,X15,9,0.0
292,X24,X16,-1,0.0
293,X24,X17,10,0.0
294,X24,X18,5,0.0
295,X24,X19,8,0.0
296,X24,X20,6,0.0
297,X24,X21,-1,0.0
298,X24,X22,9,0.0
299,X24,X23,10,0.0
300,X25,X0,5,0.0
301,X25,X1,4,0.0
302,X25,X2,6,0.0
303,X25,X3,7,0.0
304,X25,X4,-1,0.0
305,X25,X5,4,0.0
306,X25,X6,5,0.0
307,X25,X7,4,0.0
308,X25,X8,7,0.0
309,X25,X9,11,0.0
310,X25,X10,6,0.0
311,X25,X11,6,0.0
312,X25,X12,5,0.0
313,X25,X13,-1,0.0
314,X25,X14,7,0.0
315,X25,X15,8,0.0
316,X25,X16,-1,0.0
317,X25,X17,9,0.0
318,X25,X18,4,0.0
319,X25,X19,7,0.0
320,X25,X20,5,0.0
321,X25,X21,-1,0.0
322,X25,X22,8,0.0
323,X25,X23,9,0.0
324,X25,X24,1,0.000611814970880807
325,X26,X0,9,0.0
326,X26,X1,8,0.0
327,X26,X2,9,0.0
328,X26,X3,8,0.0
329,X26,X4,-1,0.0
330,X26,X5,7,0.0
331,X26,X6,8,0.0
332,X26,X7,5,0.0
333,X26,X8,11,0.0
334,X26,X9,14,0.0
335,X26,X10,7,0.0
336,X26,X11,9,0.0
337,X26,X12,6,0.0
338,X26,X13,-1,0.0
339,X26,X14,10,0.0
340,X26,X15,10,0.0
341,X26,X16,-1,0.0
342,X26,X17,11,0.0
343,X26,X18,5,0.0
344,X26,X19,9,0.0
345,X26,X20,4,0.0
346,X26,X21,-1,0.0
347,X26,X22,9,0.0
348,X26,X23,12,0.0
349,X26,X24,10,0.0
350,X26,X25,9,0.0
351,X27,X0,9,0.0
352,X27,X1,8,0.0
353,X27,X2,7,0.0
354,X27,X3,9,0.0
355,X27,X4,-1,0.0
356,X27,X5,8,0.0
357,X27,X6,7,0.0
358,X27,X7,10,0.0
359,X27,X8,11,0.0
360,X27,X9,1,0.24017857196689446
361,X27,X10,8,0.0
362,X27,X11,6,0.0
363,X27,X12,10,0.0
364,X27,X13,-1,0.0
365,X27,X14,5,0.0
366,X27,X15,8,0.0
367,X27,X16,-1,0.0
368,X27,X17,4,0.0
369,X27,X18,11,0.0
370,X27,X19,7,0.0
371,X27,X20,11,0.0
372,X27,X21,-1,0.0
373,X27,X22,9,0.0
374,X27,X23,3,9.834851731246961e-06
375,X27,X24,13,0.0
376,X27,X25,12,0.0
377,X27,X26,14,0.0
378,X28,X0,6,0.0
379,X28,X1,5,0.0
380,X28,X2,4,5.3570237025031184e-06
381,X28,X3,6,0.0
382,X28,X4,-1,0.0
383,X28,X5,6,0.0
384,X28,X6,5,0.0
385,X28,X7,8,4.451867639352446e-13
386,X28,X8,8,0.0
387,X28,X9,4,0.0
388,X28,X10,5,1.8870698206194237e-09
389,X28,X11,4,0.0
390,X28,X12,7,0.0
391,X28,X13,-1,0.0
392,X28,X14,2,0.0
393,X28,X15,5,0.0
394,X28,X16,-1,0.0
395,X28,X17,1,0.00010469827180567895
396,X28,X18,8,0.0
397,X28,X19,4,0.0
398,X28,X20,9,8.471453404531182e-14
399,X28,X21,-1,0.0
400,X28,X22,6,0.0
401,X28,X23,5,0.0
402,X28,X24,10,0.0
403,X28,X25,9,0.0
404,X28,X26,11,0.0
405,X28,X27,3,0.033010262979819474
406,X29,X0,-1,0.0
407,X29,X1,-1,0.0
408,X29,X2,-1,0.0
409,X29,X3,-1,0.0
410,X29,X4,-1,0.0
411,X29,X5,-1,0.0
412,X29,X6,-1,0.0
413,X29,X7,-1,0.0
414,X29,X8,-1,0.0
415,X29,X9,-1,0.0
416,X29,X10,-1,0.0
417,X29,X11,-1,0.0
418,X29,X12,-1,0.0
419,X29,X13,-1,0.0
420,X29,X14,-1,0.0
421,X29,X15,-1,0.0
422,X29,X16,-1,0.0
423,X29,X17,-1,0.0
424,X29,X18,-1,0.0
425,X29,X19,-1,0.0
426,X29,X20,-1,0.0
427,X29,X21,-1,0.0
428,X29,X22,-1,0.0
429,X29,X23,-1,0.0
430,X29,X24,-1,0.0
431,X29,X25,-1,0.0
432,X29,X26,-1,0.0
433,X29,X27,-1,0.0
434,X29,X28,-1,0.0
435,X30,X0,9,0.0
436,X30,X1,8,0.0
437,X30,X2,9,0.0
438,X30,X3,8,0.0
439,X30,X4,-1,0.0
440,X30,X5,7,0.0
441,X30,X6,8,0.0
442,X30,X7,5,0.0
443,X30,X8,11,0.0
444,X30,X9,14,0.0
445,X30,X10,7,0.0
446,X30,X11,9,0.0
447,X30,X12,6,4.469908329683246e-09
448,X30,X13,-1,0.0
449,X30,X14,10,0.0
450,X30,X15,10,0.0
451,X30,X16,-1,0.0
452,X30,X17,11,0.0
453,X30,X18,5,1.5985588940550127e-07
454,X30,X19,9,0.0
455,X30,X20,4,2.5637969703588977e-08
456,X30,X21,-1,0.0
457,X30,X22,9,0.0
458,X30,X23,12,0.0
459,X30,X24,10,0.0
460,X30,X25,9,0.0
461,X30,X26,2,0.24967646744183003
462,X30,X27,14,0.0
463,X30,X28,11,0.0
