,var1,var2,distance,mutual_information
0,X1,X0,-1,0.0
1,X2,X0,6,1.3793076645731816e-08
2,X2,X1,-1,0.0
3,X3,X0,2,0.000504481995019993
4,X3,X1,-1,0.0
5,X3,X2,6,3.39040033109221e-09
6,X4,X0,5,2.046967263694122e-06
7,X4,X1,-1,0.0
8,X4,X2,5,3.335504236216249e-05
9,X4,X3,6,5.415265057338818e-09
10,X5,X0,7,0.0
11,X5,X1,-1,0.0
12,X5,X2,10,0.0
13,X5,X3,7,0.0
14,X5,X4,5,0.0
15,X6,X0,3,6.097599280641543e-07
16,X6,X1,-1,0.0
17,X6,X2,7,1.5381454896817047e-14
18,X6,X3,2,4.330843482984638e-06
19,X6,X4,5,2.4914204345806104e-12
20,X6,X5,6,0.0
21,X7,X0,4,0.0
22,X7,X1,-1,0.0
23,X7,X2,6,0.0
24,X7,X3,6,0.0
25,X7,X4,3,0.002990165347571447
26,X7,X5,6,0.0
27,X7,X6,7,0.0
28,X8,X0,5,0.0
29,X8,X1,-1,0.0
30,X8,X2,8,0.0
31,X8,X3,4,0.0
32,X8,X4,3,0.0
33,X8,X5,6,0.0
34,X8,X6,2,0.0048115389601528745
35,X8,X7,6,0.0
36,X9,X0,-1,0.0
37,X9,X1,-1,0.0
38,X9,X2,-1,0.0
39,X9,X3,-1,0.0
40,X9,X4,-1,0.0
41,X9,X5,-1,0.0
42,X9,X6,-1,0.0
43,X9,X7,-1,0.0
44,X9,X8,-1,0.0
45,X10,X0,5,0.0
46,X10,X1,-1,0.0
47,X10,X2,7,0.0
48,X10,X3,7,0.0
49,X10,X4,6,0.001420062447373912
50,X10,X5,5,0.0001241162076281643
51,X10,X6,7,0.0
52,X10,X7,3,0.0
53,X10,X8,7,0.0
54,X10,X9,-1,0.0
55,X11,X0,-1,0.0
56,X11,X1,-1,0.0
57,X11,X2,-1,0.0
58,X11,X3,-1,0.0
59,X11,X4,-1,0.0
60,X11,X5,-1,0.0
61,X11,X6,-1,0.0
62,X11,X7,-1,0.0
63,X11,X8,-1,0.0
64,X11,X9,-1,0.0
65,X11,X10,-1,0.0
66,X12,X0,10,0.0
67,X12,X1,-1,0.0
68,X12,X2,10,0.0
69,X12,X3,10,0.0
70,X12,X4,9,0.0
71,X12,X5,14,0.0
