,var1,var2,distance,mutual_information
0,X1,X0,-1,0.0
1,X2,X0,-1,0.0
2,X2,X1,3,0.0
3,X3,X0,-1,0.0
4,X3,X1,-1,0.0
5,X3,X2,-1,0.0
6,X4,X0,-1,0.0
7,X4,X1,3,0.0
8,X4,X2,3,0.0
9,X4,X3,-1,0.0
10,X5,X0,-1,0.0
11,X5,X1,-1,0.0
12,X5,X2,-1,0.0
13,X5,X3,-1,0.0
14,X5,X4,-1,0.0
15,X6,X0,-1,0.0
16,X6,X1,6,0.0
17,X6,X2,5,0.0
18,X6,X3,-1,0.0
19,X6,X4,4,0.0
20,X6,X5,-1,0.0
21,X7,X0,-1,0.0
22,X7,X1,7,0.0
23,X7,X2,6,0.0
24,X7,X3,-1,0.0
25,X7,X4,5,0.0
26,X7,X5,-1,0.0
27,X7,X6,3,0.0
28,X8,X0,-1,0.0
29,X8,X1,5,1.5166089624412272e-07
30,X8,X2,5,4.2546942704858724e-11
31,X8,X3,-1,0.0
32,X8,X4,4,7.040539177034848e-10
33,X8,X5,-1,0.0
34,X8,X6,4,4.731153729368812e-16
35,X8,X7,4,0.0
36,X9,X0,-1,0.0
37,X9,X1,4,1.3002014806190313e-08
38,X9,X2,6,0.0
39,X9,X3,-1,0.0
40,X9,X4,6,0.0
41,X9,X5,-1,0.0
42,X9,X6,6,0.0
43,X9,X7,6,0.0
44,X9,X8,6,1.124661473943382e-12
45,X10,X0,-1,0.0
46,X10,X1,5,0.0
47,X10,X2,4,0.0
48,X10,X3,-1,0.0
49,X10,X4,3,0.0
50,X10,X5,-1,0.0
51,X10,X6,3,0.0
52,X10,X7,4,0.0
53,X10,X8,3,1.0582324581071582e-13
54,X10,X9,5,0.0
55,X11,X0,-1,0.0
56,X11,X1,5,0.0
57,X11,X2,5,0.0
58,X11,X3,-1,0.0
59,X11,X4,2,0.0005430833296459258
60,X11,X5,-1,0.0
61,X11,X6,6,0.0
62,X11,X7,7,0.0
63,X11,X8,6,7.407396143573635e-13
64,X11,X9,5,0.0
65,X11,X10,5,0.0
66,X12,X0,-1,0.0
67,X12,X1,5,0.0
68,X12,X2,4,0.0
69,X12,X3,-1,0.0
70,X12,X4,3,0.0
71,X12,X5,-1,0.0
72,X12,X6,3,0.0
73,X12,X7,4,0.0
74,X12,X8,3,3.729057656686553e-15
75,X12,X9,3,0.0
76,X12,X10,2,0.0
77,X12,X11,5,0.0
78,X13,X0,-1,0.0
79,X13,X1,5,0.0
80,X13,X2,4,0.0
81,X13,X3,-1,0.0
82,X13,X4,3,0.0
83,X13,X5,-1,0.0
84,X13,X6,5,0.0
85,X13,X7,6,0.0
86,X13,X8,3,0.0
87,X13,X9,7,0.0
88,X13,X10,4,0.0
89,X13,X11,5,0.0
90,X13,X12,4,0.0
91,X14,X0,-1,0.0
92,X14,X1,6,0.0
93,X14,X2,5,0.0
94,X14,X3,-1,0.0
95,X14,X4,4,0.0
96,X14,X5,-1,0.0
97,X14,X6,2,4.743126586838911e-05
98,X14,X7,3,0.0
99,X14,X8,4,0.000321830018449903
100,X14,X9,6,0.0
101,X14,X10,3,0.002254464754459646
102,X14,X11,6,0.0
103,X14,X12,3,2.552514916271634e-06
104,X14,X13,5,0.0
105,X15,X0,-1,0.0
106,X15,X1,3,0.008433250314868624
107,X15,X2,6,0.0
108,X15,X3,-1,0.0
109,X15,X4,6,0.0
110,X15,X5,-1,0.0
111,X15,X6,7,0.0
112,X15,X7,7,0.0
113,X15,X8,7,2.1555670078020475e-09
114,X15,X9,1,0.06500411599173436
115,X15,X10,6,0.0
116,X15,X11,6,0.0
117,X15,X12,4,0.0
118,X15,X13,8,0.0
119,X15,X14,7,0.0
120,X16,X0,-1,0.0
121,X16,X1,3,4.561432329910762e-06
122,X16,X2,4,0.0
123,X16,X3,-1,0.0
124,X16,X4,4,0.0
125,X16,X5,-1,0.0
126,X16,X6,7,0.0
127,X16,X7,6,0.0
128,X16,X8,6,1.3397214434780536e-12
129,X16,X9,4,1.8900595118390777e-06
130,X16,X10,6,0.0
131,X16,X11,4,0.0
132,X16,X12,6,0.0
133,X16,X13,6,0.0
134,X16,X14,7,0.0
135,X16,X15,5,4.3521007157744807e-07
136,X17,X0,-1,0.0
137,X17,X1,1,0.0009260068082792821
138,X17,X2,2,0.0
139,X17,X3,-1,0.0
140,X17,X4,2,0.0
141,X17,X5,-1,0.0
142,X17,X6,5,0.0
143,X17,X7,6,0.0
144,X17,X8,5,2.794370305733059e-10
145,X17,X9,4,6.876316992725099e-06
146,X17,X10,4,0.0
147,X17,X11,4,0.0
148,X17,X12,4,0.0
149,X17,X13,4,0.0
150,X17,X14,5,0.0
151,X17,X15,4,1.608387210146029e-06
152,X17,X16,2,0.003553267545816206
153,X18,X0,-1,0.0
154,X18,X1,5,0.0
155,X18,X2,8,0.0
156,X18,X3,-1,0.0
157,X18,X4,7,0.0
158,X18,X5,-1,0.0
159,X18,X6,7,0.0
160,X18,X7,7,0.0
161,X18,X8,7,0.0
162,X18,X9,5,0.0
163,X18,X10,6,0.0
164,X18,X11,9,0.0
165,X18,X12,6,0.0
166,X18,X13,8,0.0
167,X18,X14,5,1.590634772443676e-11
168,X18,X15,6,0.0
169,X18,X16,7,0.0
170,X18,X17,6,0.0
171,X19,X0,-1,0.0
172,X19,X1,2,0.007543643098042739
173,X19,X2,5,0.0
174,X19,X3,-1,0.0
175,X19,X4,5,0.0
176,X19,X5,-1,0.0
177,X19,X6,6,0.0
178,X19,X7,7,0.0
179,X19,X8,5,2.4043046863223548e-06
180,X19,X9,6,2.431245462494937e-10
181,X19,X10,5,0.0
182,X19,X11,6,0.0
183,X19,X12,5,0.0
184,X19,X13,6,0.0
185,X19,X14,4,1.4851514910561669e-07
186,X19,X15,5,0.000148184417022216
187,X19,X16,5,8.515116430891623e-08
188,X19,X17,3,1.7346844232501134e-05
189,X19,X18,3,1.687922626744426e-06
190,X20,X0,-1,0.0
191,X20,X1,4,8.788372513239694e-09
192,X20,X2,5,0.0
193,X20,X3,-1,0.0
194,X20,X4,4,0.0
195,X20,X5,-1,0.0
196,X20,X6,6,0.0
197,X20,X7,7,0.0
198,X20,X8,6,4.448306214442226e-07
199,X20,X9,4,2.955789245023172e-09
200,X20,X10,5,0.0
201,X20,X11,3,0.0
202,X20,X12,5,0.0
203,X20,X13,5,0.0
204,X20,X14,6,0.0
205,X20,X15,5,6.892314143598932e-10
206,X20,X16,1,0.0006994399012648729
207,X20,X17,3,4.6853502147522585e-06
208,X20,X18,8,0.0
209,X20,X19,5,1.6432235414169998e-10
210,X21,X0,-1,0.0
211,X21,X1,6,0.0
212,X21,X2,5,0.0
213,X21,X3,-1,0.0
214,X21,X4,4,0.0
215,X21,X5,-1,0.0
216,X21,X6,6,0.0
217,X21,X7,7,0.0
218,X21,X8,6,1.6511481456788675e-13
219,X21,X9,8,0.0
220,X21,X10,5,0.0
221,X21,X11,6,0.0
222,X21,X12,5,0.0
223,X21,X13,5,0.0
224,X21,X14,4,1.1651663615558985e-10
225,X21,X15,9,0.0
226,X21,X16,7,0.0
227,X21,X17,5,0.0
228,X21,X18,5,0.0
229,X21,X19,4,0.0
230,X21,X20,6,0.0
231,X22,X0,-1,0.0
232,X22,X1,3,0.00010875930363383373
233,X22,X2,5,3.114322361100403e-08
234,X22,X3,-1,0.0
235,X22,X4,4,5.058105937476515e-07
236,X22,X5,-1,0.0
237,X22,X6,6,5.858592607987917e-14
238,X22,X7,6,0.0
239,X22,X8,2,0.0006891368923053354
240,X22,X9,6,8.109821445252951e-10
241,X22,X10,5,7.628638656504379e-11
242,X22,X11,5,5.342091043994979e-10
243,X22,X12,5,2.7533507827412116e-12
244,X22,X13,5,0.0
245,X22,X14,6,6.718060611550959e-12
246,X22,X15,6,1.5556792402207447e-06
247,X22,X16,5,9.66254139273662e-10
248,X22,X17,4,2.0147359833797614e-07
249,X22,X18,6,0.0
250,X22,X19,3,0.0015724769868900746
251,X22,X20,4,0.0003319792403323088
252,X22,X21,6,1.1904311034615816e-10
253,X23,X0,-1,0.0
254,X23,X1,-1,0.0
255,X23,X2,-1,0.0
256,X23,X3,-1,0.0
257,X23,X4,-1,0.0
258,X23,X5,-1,0.0
259,X23,X6,-1,0.0
260,X23,X7,-1,0.0
261,X23,X8,-1,0.0
262,X23,X9,-1,0.0
263,X23,X10,-1,0.0
264,X23,X11,-1,0.0
265,X23,X12,-1,0.0
266,X23,X13,-1,0.0
267,X23,X14,-1,0.0
268,X23,X15,-1,0.0
269,X23,X16,-1,0.0
270,X23,X17,-1,0.0
271,X23,X18,-1,0.0
272,X23,X19,-1,0.0
273,X23,X20,-1,0.0
274,X23,X21,-1,0.0
275,X23,X22,-1,0.0
276,X24,X0,-1,0.0
277,X24,X1,5,8.978517079223983e-10
278,X24,X2,6,0.0
279,X24,X3,-1,0.0
280,X24,X4,6,0.0
281,X24,X5,-1,0.0
282,X24,X6,5,0.0
283,X24,X7,4,0.0
284,X24,X8,4,2.81645897106026e-16
285,X24,X9,2,0.008281051645977049
286,X24,X10,6,0.0
287,X24,X11,7,0.0
288,X24,X12,5,0.0
289,X24,X13,7,0.0
290,X24,X14,5,0.0
291,X24,X15,3,0.0018660369476777659
292,X24,X16,4,1.2793771121272235e-07
293,X24,X17,4,4.768359429789418e-07
294,X24,X18,3,1.6907557975319194e-06
295,X24,X19,4,1.6788229163511202e-11
296,X24,X20,5,2.490340486029709e-10
297,X24,X21,6,0.0
298,X24,X22,6,1.921908032058284e-13
299,X24,X23,-1,0.0
300,X25,X0,-1,0.0
301,X25,X1,3,2.628516918641835e-13
302,X25,X2,3,1.791395463593171e-07
303,X25,X3,-1,0.0
304,X25,X4,2,2.905912096081917e-06
305,X25,X5,-1,0.0
306,X25,X6,4,3.368557259417409e-13
307,X25,X7,5,0.0
308,X25,X8,4,0.0001208614311298999
309,X25,X9,4,5.231387741404554e-09
310,X25,X10,3,4.3887265144076476e-10
311,X25,X11,3,3.071987549960859e-09
312,X25,X12,3,1.5838866249225976e-11
313,X25,X13,3,0.0
314,X25,X14,4,3.8650034094577114e-11
315,X25,X15,5,1.22022894264199e-09
316,X25,X16,3,6.700536096633449e-13
317,X25,X17,3,1.3971869447223777e-10
318,X25,X18,6,0.0
319,X25,X19,3,4.882350127058677e-15
320,X25,X20,2,0.0017504581473174645
