,Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
0,0.0,X0,X1,0,4.0,0.3098308531278717,0.3168039470075773,0.0069730938797055,true,,,,,,,
1,1.0,X0,X1,1,4.0,0.3368411153703103,0.3168039470075773,0.020037168362733,true,,,,,,,
2,2.0,X0,X2,0,-1.0,0.3168039470075773,0.3168039470075773,0.0,true,,,,,,,
3,3.0,X0,X2,1,-1.0,0.3168039470075773,0.3168039470075773,0.0,true,,,,,,,
4,4.0,X0,X3,0,6.0,0.3168039470057704,0.3168039470075773,1.806832461426211e-12,true,,,,,,,
5,5.0,X0,X3,1,6.0,0.3168039470158626,0.3168039470075773,8.285316877021387e-12,true,,,,,,,
6,6.0,X0,X4,0,6.0,0.3170216980354064,0.3168039470075773,0.0002177510278291,true,,,,,,,
7,7.0,X0,X4,1,6.0,0.3165130482343434,0.3168039470075773,0.0002908987732339,true,,,,,,,
8,8.0,X0,X5,0,7.0,0.316803897979306,0.3168039470075773,4.902827127617471e-08,true,,,,,,,
9,9.0,X0,X5,1,7.0,0.3168045153723239,0.3168039470075773,5.683647466003805e-07,true,,,,,,,
10,10.0,X0,X6,0,3.0,0.4682069962692413,0.3168039470075773,0.151403049261664,true,,,,,,,
11,11.0,X0,X6,1,3.0,0.2294875992398805,0.3168039470075773,0.0873163477676967,true,,,,,,,
12,12.0,X0,X7,0,-1.0,0.3168039470075773,0.3168039470075773,0.0,true,,,,,,,
13,13.0,X0,X7,1,-1.0,0.3168039470075773,0.3168039470075773,0.0,true,,,,,,,
14,14.0,X0,X8,0,4.0,0.4270171898612208,0.3168039470075773,0.1102132428536435,true,,,,,,,
15,15.0,X0,X8,1,4.0,0.2460582860680459,0.3168039470075773,0.0707456609395313,true,,,,,,,
16,16.0,X0,X9,0,8.0,0.3173713592784511,0.3168039470075773,0.0005674122708738,true,,,,,,,
17,17.0,X0,X9,1,8.0,0.3167977570416262,0.3168039470075773,6.189965951086673e-06,true,,,,,,,
18,18.0,X0,X10,0,4.0,0.3168039685860009,0.3168039470075773,2.1578423659018853e-08,true,,,,,,,
19,19.0,X0,X10,1,4.0,0.3168036559930312,0.3168039470075773,2.9101454612767697e-07,true,,,,,,,
20,20.0,X0,X11,0,3.0,0.2641385311612796,0.3168039470075773,0.0526654158462976,true,,,,,,,
21,21.0,X0,X11,1,3.0,0.4429950617849877,0.3168039470075773,0.1261911147774104,true,,,,,,,
22,22.0,X0,X12,0,4.0,0.3485907136878869,0.3168039470075773,0.0317867666803096,true,,,,,,,
23,23.0,X0,X12,1,4.0,0.2403389041481638,0.3168039470075773,0.0764650428594134,true,,,,,,,
24,24.0,X0,X13,0,7.0,0.3169771515479812,0.3168039470075773,0.0001732045404039,true,,,,,,,
25,25.0,X0,X13,1,7.0,0.3165333518968559,0.3168039470075773,0.0002705951107213,true,,,,,,,
26,26.0,X0,X14,0,4.0,0.2511507010429852,0.3168039470075773,0.0656532459645921,true,,,,,,,
27,27.0,X0,X14,1,4.0,0.3258081784244006,0.3168039470075773,0.0090042314168233,true,,,,,,,
28,28.0,X0,X15,0,6.0,0.3168038979257021,0.3168039470075773,4.908187517527197e-08,true,,,,,,,
29,29.0,X0,X15,1,6.0,0.316804515725348,0.3168039470075773,5.687177707658364e-07,true,,,,,,,
30,30.0,X0,X16,0,7.0,0.3168027096462028,0.3168039470075773,1.2373613745286782e-06,true,,,,,,,
31,31.0,X0,X16,1,7.0,0.3168067040797265,0.3168039470075773,2.7570721491954053e-06,true,,,,,,,
32,32.0,X0,X17,0,5.0,0.2751576070657147,0.3168039470075773,0.0416463399418626,true,,,,,,,
33,33.0,X0,X17,1,5.0,0.3475955625451066,0.3168039470075773,0.0307916155375293,true,,,,,,,
34,34.0,X0,X18,0,5.0,0.3168039619550027,0.3168039470075773,1.4947425464040265e-08,true,,,,,,,
35,35.0,X0,X18,1,5.0,0.3168036562015233,0.3168039470075773,2.908060539597024e-07,true,,,,,,,
36,36.0,X0,X19,0,6.0,0.3168039616736858,0.3168039470075773,1.466610849432115e-08,true,,,,,,,
37,37.0,X0,X19,1,6.0,0.3168039189233157,0.3168039470075773,2.8084261582961293e-08,true,,,,,,,
38,38.0,X0,X20,0,3.0,0.2969316432290587,0.3168039470075773,0.0198723037785186,true,,,,,,,
39,39.0,X0,X20,1,3.0,0.3390793838615276,0.3168039470075773,0.0222754368539502,true,,,,,,,
40,40.0,X0,X21,0,6.0,0.3276989856035178,0.3168039470075773,0.0108950385959405,true,,,,,,,
