,Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,type,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars,checkpoint,checkpoint_idx
0,0.0,X0,X1,0,4.0,0.499209109013629,0.498850865663606,0.0003582433500229,true,,,,,,,
1,1.0,X0,X1,1,4.0,0.4986093903232388,0.498850865663606,0.0002414753403671,true,,,,,,,
2,2.0,X0,X2,0,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
3,3.0,X0,X2,1,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
4,4.0,X0,X3,0,4.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
5,5.0,X0,X3,1,4.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
6,6.0,X0,X4,0,5.0,0.4982830031078933,0.498850865663606,0.0005678625557126,true,,,,,,,
7,7.0,X0,X4,1,5.0,0.4989056356153861,0.498850865663606,5.476995178010924e-05,true,,,,,,,
8,8.0,X0,X5,0,2.0,0.5288180819935937,0.498850865663606,0.0299672163299876,true,,,,,,,
9,9.0,X0,X5,1,2.0,0.3777089186339253,0.498850865663606,0.1211419470296807,true,,,,,,,
10,10.0,X0,X6,0,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
11,11.0,X0,X6,1,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
12,12.0,X0,X7,0,6.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
13,13.0,X0,X7,1,6.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
14,14.0,X0,X8,0,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
15,15.0,X0,X8,1,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
16,16.0,X0,X9,0,5.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
17,17.0,X0,X9,1,5.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
18,18.0,X0,X10,0,4.0,0.5075118451452595,0.498850865663606,0.0086609794816534,true,,,,,,,
19,19.0,X0,X10,1,4.0,0.4619442214790374,0.498850865663606,0.0369066441845685,true,,,,,,,
20,20.0,X0,X11,0,5.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
21,21.0,X0,X11,1,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
22,22.0,X0,X12,0,6.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
23,23.0,X0,X12,1,6.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
24,24.0,X0,X13,0,4.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
25,25.0,X0,X13,1,4.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
26,26.0,X0,X14,0,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
27,27.0,X0,X14,1,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
28,28.0,X0,X15,0,4.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
29,29.0,X0,X15,1,4.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
30,30.0,X0,X16,0,7.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
31,31.0,X0,X16,1,7.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
32,32.0,X0,X17,0,8.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
33,33.0,X0,X17,1,8.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
34,34.0,X0,X18,0,4.0,0.4990956648746124,0.498850865663606,0.0002447992110063,true,,,,,,,
35,35.0,X0,X18,1,4.0,0.4986476086699016,0.498850865663606,0.0002032569937043,true,,,,,,,
36,36.0,X0,X19,0,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
37,37.0,X0,X19,1,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
38,38.0,X0,X20,0,8.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
39,39.0,X0,X20,1,8.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
40,40.0,X0,X21,0,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
41,41.0,X0,X21,1,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
42,42.0,X0,X22,0,5.0,0.4990638152216617,0.498850865663606,0.0002129495580556,true,,,,,,,
43,43.0,X0,X22,1,5.0,0.4987787939221616,0.498850865663606,7.207174144441275e-05,true,,,,,,,
44,44.0,X0,X23,0,6.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
45,45.0,X0,X23,1,6.0,0.4988508656636061,0.498850865663606,5.551115123125783e-17,true,,,,,,,
46,46.0,X0,X24,0,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
47,47.0,X0,X24,1,-1.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
48,48.0,X0,X25,0,5.0,0.498850865663606,0.498850865663606,0.0,true,,,,,,,
49,49.0,X0,X25,1,5.0,0.498850865663606,0.498850865663606,5.551115123125783e-17,true,,,,,,,
